,Unnamed: 0,word,syll,index,segment,quantity,stressed,ictus,duration,midpoint,f1,f2,fileid,performer
219,155,sängi,sän,0,æ,2,1,refrain,0.1747244302540878,70.89926400084133,350.41735783379613,1362.4445101092929,18,MH
220,156,ästi,äs,0,æ,2,1,refrain,0.1420407943894304,71.15776254560338,566.4497722687927,1406.1226917218107,18,MH
221,157,ästi,ti,1,i,1,0,refrain,0.1641007830891396,71.36999519029742,590.7055577770309,2131.5971500609903,18,MH
222,158,om,om,0,o,3,1,ictus,0.153379413798433,73.21153566379844,393.863381595979,1817.1126439543316,18,MH
223,159,elle,el,0,e,2,1,x,0.1755782041758493,73.34979239363848,1076.0764971958106,1757.8453811861325,18,MH
224,160,elle,le,1,e,1,0,ictus,0.1789121485518023,73.52752134678866,777.458024358206,1427.2644359634482,18,MH
225,161,"perenaine,",pe,0,e,1,1,ictus,0.2358681060707681,73.71734415284115,513.9662545410545,1274.7483673601987,18,MH
226,162,"perenaine,",re,1,ɛ,1,0,ictus,0.1895911964760159,73.8328881473179,524.646258036152,1028.5351652038476,18,MH
227,163,annab,an,0,a,2,1,off,0.1740506467371005,75.48004276631303,830.6825497034781,1655.3572691498364,18,MH
228,164,annab,nab,1,a,2,0,off,0.0877737020722122,75.56417616198533,882.3348796569378,1516.2491121931766,18,MH
229,165,kadril,kad,0,a,2,1,off,0.222945203263464,75.82486405713988,639.4043370942214,1423.741855886764,18,MH
230,166,kadril,ril,1,i,2,0,off,0.0956802573317929,75.8883333399796,337.35136443972954,1302.8974107080533,18,MH
231,167,karaskit.,ka,0,a,1,1,off,0.2275646661194628,76.14894221868272,390.0482776392466,2006.8326870752876,18,MH
232,168,karaskit.,ras,1,ɑ,2,0,off,0.153877527255247,76.20742122594154,398.77213550972056,1485.833583902532,18,MH
233,169,ma,ma,0,a,3,1,ictus,0.103304353157057,78.26619217912076,335.6421091170168,1241.6848217776492,18,MH
234,170,juhate,ju,0,u,1,1,x,0.1607565343680903,78.45108464531076,641.4373210831387,1056.090060345064,18,MH
235,171,juhate,ha,1,ɑ,2,0,ictus,0.1299196726205878,78.5574968074328,572.1860342730838,1039.281995411708,18,MH
236,172,kambren,kamb,0,a,2,1,off,0.1684089285435561,80.5021213279658,429.6006172511987,2225.4460684686383,18,MH
237,173,kambren,ren,1,e,2,0,off,0.0999696967166698,80.61692196089638,733.5890970893245,1646.188985723723,18,MH
238,174,kapi,ka,0,a,2,1,off,0.1361063236977884,80.78261397130431,1021.9576577581304,1519.090261628864,18,MH
239,175,kapi,pi,1,i,1,0,off,0.21583302487889,81.02896475770135,396.52675047713217,1096.694108453268,18,MH
240,176,taha,ta,0,a,1,1,x,0.2200367811809371,82.94371289609008,718.4511410466382,1753.204220121574,18,MH
241,177,taha,ha,1,ɑ,1,0,ictus,0.1320950803008145,83.0212641115243,856.3839994609393,1560.6971046979734,18,MH
242,178,kanaliha,ka,0,a,1,1,ictus,0.2668150742482567,83.27653367091096,908.6083232503522,1326.8536667547482,18,MH
243,179,kanaliha,na,1,ɑ,1,0,x,0.2098971863114513,83.40357416004916,780.6349426871101,1497.4881907851354,18,MH
244,180,kana,ka,0,a,1,1,refrain,0.2387595302915031,85.41675637293334,447.9429722300537,2174.7770958658634,18,MH
245,181,kana,na,1,ɑ,1,0,refrain,0.167003697190978,85.50916126134726,629.0686839456304,2195.776901717459,18,MH
246,182,kannustenu.,kan,0,a,2,1,refrain,0.1683058984022238,85.65062328989922,934.5550321669392,1461.2107364559813,18,MH
247,183,kannustenu.,nus,1,u,2,0,refrain,0.0994465318362358,85.74959727385462,1069.4393057748923,1447.3146382229995,18,MH
248,184,"Saagu,",saa,0,a,2,1,ictus,0.2244222714966781,87.60466350463233,409.9327523839783,1095.8660668048883,18,MH
249,185,"Saagu,","gu,",1,u,2,0,ictus,0.1502851263363425,87.70372487119985,515.9778677259401,1074.0082252480847,18,MH
250,186,"saagu,",saa,0,a,2,1,x,0.1943492189906805,87.87010429699534,423.58126839973374,1798.07210312253,18,MH
251,187,sajatan,sa,0,a,1,1,ictus,0.197661578356076,88.16795197856462,453.8209852191446,1230.1188925527654,18,MH
252,188,sajatan,ja,1,ɑ,2,0,ictus,0.0968042465847247,88.22716511810458,462.64792145651046,982.0072646633708,18,MH
253,189,"Saagu,",saa,0,aa,2,1,refrain,0.2814183673469301,90.00893484268707,876.1747849293351,1808.4999004157164,18,MH
254,190,"Saagu,","gu,",1,u,2,0,refrain,0.1419082643145373,90.03885501176352,654.9136741464135,1172.686292034561,18,MH
255,191,"saagu,",saa,0,aa,2,1,refrain,0.2460867346938755,90.24907281037416,683.604161247061,2318.690640569671,18,MH
256,192,sajatan,sa,0,a,1,1,refrain,0.1805676621444263,90.52213941652454,434.7185345222527,1838.4672473237267,18,MH
257,193,sajatan,ja,1,ɑ,2,0,refrain,0.1165903550200653,90.61304303871684,457.9923390777511,2095.0567651933598,18,MH
258,194,tütar,tü,0,y,2,1,x,0.1586089268741375,92.5152245113344,706.2829344459292,1243.953593685202,18,MH
259,195,tütar,tar,1,a,2,0,ictus,0.11423209854442,92.65328016761968,932.783095363941,1896.452092818577,18,MH
260,196,"seenetagu,",see,0,e,2,1,x,0.2762074996630019,92.95244392014666,919.0736456183226,1798.4138985008997,18,MH
261,197,"seenetagu,",ne,1,e,2,0,x,0.1159509173278081,92.95977013442122,642.1874933566396,1971.670951961828,18,MH
262,198,aia,ai,0,ai,2,1,off,0.2941656326632937,94.82317277408826,1101.2245006191365,1460.4161340577173,18,MH
263,199,aia,a,1,a,1,0,off,0.1459943186181931,94.88224021050564,1004.1349523150824,1506.2371694637975,18,MH
264,200,hääre,hää,0,æ,2,1,off,0.2500681005445528,95.1202479108165,626.4488874552243,1908.5944030818173,18,MH
265,201,hääre,re,1,e,1,0,off,0.1549087600487553,95.1926646577781,597.6225671085635,2091.5080847085064,18,MH
266,202,"allitagu,",al,0,a,2,1,off,0.222475640868538,95.33768591862226,430.0588162053469,2327.042891649796,18,MH
267,203,"allitagu,",li,1,i,2,0,off,0.0907225131337838,95.4005556282904,464.3097131122944,2275.056305509693,18,MH
268,204,vennal,ven,0,e,2,1,ictus,0.1343588540549944,97.04975064301388,762.8324034225822,1313.6941956109306,18,MH
269,205,vennal,nal,1,a,2,0,ictus,0.107694753889973,97.17426596987636,811.9433788348222,1712.3455786865263,18,MH
270,206,"kandijaksa,",kan,0,a,2,1,ictus,0.1929664037388079,97.66896846556278,686.3863308211239,2110.3751223276927,18,MH
271,207,"kandijaksa,",di,1,i,1,0,x,0.2087958739636803,97.88110329412469,579.7989772218574,2078.244966431624,18,MH
272,208,õvve,õv,0,ɵ,2,1,off,0.2190150204944245,99.80320299743086,927.7153307346372,1537.397599857699,18,MH
273,209,õvve,ve,1,e,1,0,off,0.1714303511043624,99.92801458042268,743.8731197924106,1589.5500282945038,18,MH
274,210,"pühkijaksa,",püh,0,y,2,1,off,0.1512767789086524,100.03732984965956,656.7790319577741,1571.7642181102422,18,MH
275,211,"pühkijaksa,",ki,1,i,1,0,off,0.1677774043940019,100.24768358137251,586.8225803765988,2368.080353000407,18,MH
276,212,õvve,õv,0,ɵ,2,1,ictus,0.1888146438869569,102.14333653112716,775.2844708722332,1721.5672832744049,18,MH
277,213,õvve,ve,1,e,1,0,ictus,0.1436458262883775,102.27853526025557,783.2976823751692,1986.9568874761192,18,MH
278,214,"pühkijaksa,",püh,0,y,2,1,x,0.1849212969124209,102.4366058468207,1007.020254030962,1511.5596219146296,18,MH
279,215,"pühkijaksa,",ki,1,i,1,0,x,0.1366220090011438,102.58541601410316,1170.872169649975,1462.3564388677862,18,MH
280,216,vennanaistel,ven,0,e,2,1,x,0.1553788001027101,104.19451942510273,860.0847694455852,1879.305807569979,18,MH
281,217,vennanaistel,na,1,a,1,0,x,0.1655553598963877,104.36954152599792,945.0446761966278,1411.0323359784898,18,MH
282,218,vemmeldada!,vem,0,e,2,1,refrain,0.1538164310281615,104.76716473234336,1144.738204587121,1396.7733367332355,18,MH
283,219,vemmeldada!,mel,1,e,2,0,refrain,0.1094895886135418,104.879253371551,884.3121433257613,1438.8125004906988,18,MH
284,220,ole,o,0,o,1,1,refrain,0.2029332735731941,106.82975339104792,1497.6109488238922,2091.0025866125056,18,MH
285,221,ole,le,1,ɛ,1,0,ictus,0.1571525300319081,106.92638196229484,442.9594088182869,805.5128838207106,18,MH
286,222,"näl´lasandi,",näl´,0,æ,2,1,ictus,0.184574935657281,107.07068058118676,470.13519904918223,2375.943640663965,18,MH
287,223,"näl´lasandi,",la,1,a,1,0,x,0.1555944062450862,107.2114225845193,578.8663073497532,2055.029756679611,18,MH
288,224,pal´lalt,pal´,0,a,2,1,x,0.1459695476578986,109.0489033523928,445.0693417345274,1507.8909677925844,18,MH
289,225,pal´lalt,lalt,1,a,2,0,x,0.1202418228332931,109.17715569918292,955.121403096588,1392.9333523340954,18,MH
290,226,lasandi.,las,0,a,3,1,refrain,0.1778640000981113,109.50932918834974,926.3781022182852,1500.961658718954,18,MH
291,227,lasandi.,an,1,ɑ,2,1,refrain,0.1570408680119044,109.6304628723792,958.878332196929,1532.799728157248,18,MH
292,0,sain,sain,0,ai,3,1,ictus,0.2175000000000002,2.2946261337868488,668.8538235689277,985.4227562731736,41,LK
293,1,"mal´lika,",mal´,0,al,2,1,off,0.2695677783866728,2.5321729130845885,453.1704191028246,1073.7314752452,41,LK
294,2,"mal´lika,",li,1,i,2,0,off,0.1307604895159233,2.5663718103425994,473.08383870221417,1086.608163757179,41,LK
295,3,mal´likast,mal´,0,al,2,1,off,0.2454273803221953,3.1430169801627152,525.5007125607489,1077.278300653572,41,LK
296,4,mal´likast,li,1,i,2,0,off,0.1227136901610972,3.1852626767755514,524.9241067922687,971.51823546659,41,LK
297,5,sain,sain,0,ai,3,1,ictus,0.1598390022675726,3.541631519274376,911.9718052813938,1330.894195840944,41,LK
298,6,"man´nipil´li,",man´,0,a,2,1,off,0.2405921612725414,3.7960965341510096,476.4619315965128,1342.7999070407584,41,LK
299,7,"man´nipil´li,",ni,1,i,2,0,off,0.1307700443513821,3.863540477350614,542.9780447393792,969.010727942274,41,LK
300,8,petsariinist,pet,0,e,2,0,ictus,0.1829709949562641,7.273967560367835,906.5090026149704,1990.516572723539,41,LK
301,9,petsariinist,sa,1,a,1,0,off,0.2079421661640239,7.4927047254189585,492.3802220892268,1107.2085876076233,41,LK
302,10,sain,sain,0,ai,3,1,off,0.2079421661640257,7.996020449257312,600.2328120089596,951.698080456333,41,LK
303,11,"riimuka,",rii,0,iː,2,1,ictus,0.2755656348352513,8.25117926405062,506.5959679211313,1163.6439871393538,41,LK
304,12,"riimuka,",mu,1,u,2,0,ictus,0.2062515794472439,8.36543897021688,818.6357878680727,1233.9769944778766,41,LK
305,13,riimukast,rii,0,iː,2,1,ictus,0.2556622535714545,8.955495533751803,1046.4691223331208,1955.596253835565,41,LK
306,14,riimukast,mu,1,u,1,0,ictus,0.1510895691609945,9.029958616780045,973.4135585809572,1654.9519692201477,41,LK
307,15,sain,sain,0,ai,3,1,off,0.1756288524534355,9.351788670917554,973.6291240822826,1617.7920489518265,41,LK
308,16,"rindasõl´ge,",rin,0,i,2,1,off,0.167928757759423,9.506333055607673,896.00624452354,1994.224482309329,41,LK
309,17,"rindasõl´ge,",da,1,a,1,0,ictus,0.2165495809068716,9.74503320641042,720.2726307073028,1496.7160471863947,41,LK
310,18,rindasõlesta,rin,0,i,2,1,off,0.188967752639769,10.419448748216308,561.4148371249854,1554.6291273607048,41,LK
311,19,rindasõlesta,da,1,a,1,0,ictus,0.2312076032298371,10.682892026896456,560.9083778550697,1027.6692995434064,41,LK
312,20,"sõmera,",sõ,0,ɵ,1,1,ictus,0.4246216559317197,11.641360365607548,561.5541425069816,1459.32547459914,41,LK
313,21,"sõmera,",me,1,ɛ,1,0,ictus,0.2467696534472274,11.72584006678768,506.9333401543477,1413.7143745697651,41,LK
314,22,sõmerast,sõ,0,ɵ,1,0,ictus,0.3745239740458785,12.304753282435904,836.3373682719124,1681.284357837246,41,LK
315,23,sõmerast,me,1,ɛ,1,0,ictus,0.1898140672117918,12.351369342513207,934.6339150074938,1445.7271583606262,41,LK
316,24,sain,sain,0,ai,3,1,off,0.1464999999999996,12.634416666666668,929.3162114232672,1655.528681193593,41,LK
317,25,"soolavakka,",soo,0,oː,2,1,ictus,0.3324733390461567,12.990446411608517,565.6394794949806,1395.6218957537908,41,LK
318,26,"soolavakka,",la,1,a,1,0,ictus,0.2135408256132649,13.075035473758165,600.2620859509032,1342.3342427659782,41,LK
319,27,soolavakast,soo,0,oː,3,1,ictus,0.3505759410407876,13.689205381579493,490.1619537069241,1145.722019003137,41,LK
320,28,soolavakast,la,1,a,1,1,ictus,0.237711081421402,13.776323199915389,432.8304249302967,1582.0434282693457,41,LK
321,29,"vaisiküisi,",vai,0,ai,2,1,ictus,0.2624918823233599,14.28574051819824,580.201258511674,1226.769748184359,41,LK
322,30,"vaisiküisi,",si,1,i,2,0,ictus,0.2050717830651223,14.423548756418002,705.6681767017453,1150.0659952199308,41,LK
323,31,vaisiküisist,vai,0,ai,2,1,ictus,0.3326511042271676,15.036809699816269,403.50194817030393,2196.827609055223,41,LK
324,32,vaisiküisist,si,1,i,2,0,ictus,0.2102354978715723,15.112654151580063,418.2410562705357,1612.534770357894,41,LK
325,33,kübara,kü,0,y,1,1,ictus,0.3419678362293759,15.730631689440514,898.0460396082091,1171.926065717479,41,LK
326,34,kübara,ba,1,ɑ,1,0,ictus,0.2381561716597424,15.84054992251424,612.1801415840513,1498.1289213298935,41,LK
327,35,ja,ja,0,a,3,1,off,0.1199077240659818,16.09070477622018,765.8439085128246,1269.5670657630542,41,LK
328,36,kübarast,kü,0,y,1,0,ictus,0.4127729891509162,16.517291135982184,812.9910938206823,903.3201731568428,41,LK
329,37,kübarast,ba,1,ɑ,1,0,ictus,0.1129990723503411,16.472610210459802,602.0792658551458,861.5913528925241,41,LK
330,38,sain,sain,0,ai,3,1,off,0.1979075324986539,16.830035115455672,720.9380651343657,1333.0407373636322,41,LK
331,39,"künnirauda,",kün,0,y,2,1,off,0.2276084246143028,17.031610450348648,816.4428325914503,1392.8817762538924,41,LK
332,40,"künnirauda,",ni,1,i,1,0,ictus,0.2796883183819858,17.28911659175551,789.9988937342556,1160.5678419516366,41,LK
333,41,künnirauast,kün,0,y,2,1,off,0.2626724457485991,17.951089057341424,721.2667987220883,1047.0807867267436,41,LK
334,42,künnirauast,ni,1,i,1,0,ictus,0.2196989619006899,18.09920395340286,815.5944894467298,1579.783160569271,41,LK
335,43,sain,sain,0,ai,3,1,off,0.1155862987248781,18.49756815813531,808.5560684548274,1000.5749153133062,41,LK
336,44,ranitsa,ra,0,a,1,1,ictus,0.3617193185422493,18.923250554011084,479.7239975029184,1008.01996141759,41,LK
337,45,ranitsa,nit,1,ɪ,2,0,ictus,0.1098680173142341,18.87761306989594,529.5765716361998,1096.5319643551024,41,LK
338,46,ja,ja,0,a,3,1,off,0.1164597969322187,19.24951393525421,723.4262828516165,1235.9425381374122,41,LK
339,47,ranitsast,ra,0,a,1,1,ictus,0.3579029135600038,19.62360322155981,486.78988729360543,1194.1509876354282,41,LK
340,48,ranitsast,nit,1,ɪ,2,0,ictus,0.1058938809528484,19.574794015762404,460.2317459487992,2370.3095106854425,41,LK
341,49,sain,sain,0,ai,3,1,off,0.1907242590254867,19.987833220049623,656.5846889590306,2159.2157307534617,41,LK
342,50,rapsuvitsa,rap,0,a,2,1,off,0.1603037605720132,20.12649630230617,1055.0112742645508,2231.1428767502566,41,LK
343,51,rapsuvitsa,su,1,u,1,0,ictus,0.2369793156918547,20.39727778507961,1024.6427831621145,2025.819512669062,41,LK
344,52,lapse,lap,0,a,2,1,ictus,0.1752854710439777,20.78884944188413,516.573723809499,1185.853450765745,41,LK
345,53,lapse,se,1,e,1,0,off,0.2121876754742899,21.014875444019783,831.390455459225,1500.7657957055071,41,LK
346,54,puksu,puk,0,u,2,1,ictus,0.1900463528160969,21.13983011343848,849.2540508881939,1300.984002003226,41,LK
347,55,puksu,su,1,u,1,0,ictus,0.2527801003476284,21.38430721778929,596.2474157124897,1410.5287095429803,41,LK
348,56,pihta,pih,0,i,2,1,ictus,0.1506351454404111,21.44143747067939,587.1676111444574,1450.9366583709848,41,LK
349,57,pihta,ta,1,a,1,0,off,0.1778246773970551,21.667898906559717,576.144631465915,1543.3356680331117,41,LK
350,58,peks(a) –,peks,0,e,2,1,off,0.1616455472673692,21.77408148831045,516.2600507182217,1458.1753708343872,41,LK
351,59,peks(a) –,(a) –,1,a,2,0,off,0.1015526821248187,21.88967363403783,620.5521937274488,1992.7506356106865,41,LK
352,0,mis,mis,0,i,3,1,ictus,0.1625982234707996,1.5375771729598895,516.3135519329262,1134.9039035142496,92,LK
353,1,see,see,0,eeː,3,1,off,0.2002483612435299,1.7494740993398157,335.9035826684925,2327.364302481218,92,LK
354,2,kul´li,kul´,0,ul,2,1,off,0.2697718597819918,1.970760929890996,331.6868749668249,1789.3215702736773,92,LK
355,3,kul´li,li,1,i,1,0,ictus,0.2098455948817839,2.0869550749808568,841.6836540015181,1835.0923111046852,92,LK
356,4,talu,ta,0,a,1,1,ictus,0.3648689539549643,4.942881112282341,496.5435111957484,1596.375205812324,92,LK
357,5,talu,lu,1,ʊ,1,0,ictus,0.2326004178176717,5.054229347230832,302.74326135403726,1695.979745385168,92,LK
358,6,"anisida,",a,0,a,1,1,off,0.3704565308313441,5.30838566915334,1104.569045825274,2220.3407333840614,92,LK
359,7,"anisida,",ni,1,ɪ,1,0,off,0.2359334271602975,5.394687802015523,902.6644021604296,1834.505644078326,92,LK
360,8,mõisa,mõi,0,ɵi,2,1,off,0.3025825605985268,5.952162492571317,678.7908473239381,1315.8749474214478,92,LK
361,9,mõisa,sa,1,a,1,0,off,0.2000111814868894,6.037346577138003,680.1761481519691,1617.6166609266106,92,LK
362,10,paari,paa,0,aː,2,1,ictus,0.3056045845102186,6.293461763307963,645.1467754478587,1689.17150601851,92,LK
363,11,paari,ri,1,i,1,0,ictus,0.146967921930555,6.325827966047187,650.7354936923645,1842.6890710308924,92,LK
364,12,"partisida,",par,0,a,2,1,off,0.1302292263537854,6.445211321826822,566.2236153956399,1823.810280586544,92,LK
365,13,"partisida,",ti,1,i,1,0,off,0.1922142554285866,6.686912683269848,486.187533230404,1723.3899758654404,92,LK
366,14,kõrtsi,kõrt,0,ɵ,2,1,off,0.139796754567774,7.122174454381391,874.6237431638124,1401.2672483602598,92,LK
367,15,kõrtsi,si,1,i,1,0,off,0.1775486458553405,7.353754711614977,799.9659535925452,1385.040496011664,92,LK
368,16,kirju,kir,0,i,2,1,off,0.156404878278435,7.476287841745516,838.7453788381471,1394.5280024718772,92,LK
369,17,kirju,ju,1,u,1,0,ictus,0.1755307947535698,7.697093732842843,684.6056527250956,1121.3389735854423,92,LK
370,18,kul´li,kul´,0,ul,2,1,ictus,0.2777319367283546,9.188300775620416,791.6147995569913,1475.2000478642822,92,LK
371,19,kul´li,li,1,i,1,0,ictus,0.189822386020559,9.280722491632154,782.3370288368595,1287.5095227445152,92,LK
372,20,piakene?,pia,0,i,3,1,off,0.3040579195076205,9.552731421215832,749.9823633670384,1183.652674460065,92,LK
373,21,piakene?,ke,1,a,1,0,off,0.1881120035685697,9.588814465030593,642.9141872217265,1238.9691801246906,92,LK
374,22,Nii,nii,0,iiː,3,1,ictus,0.2886728990320364,10.200064324452992,936.1632056665072,1483.6877925386248,92,LK
375,23,kui,kui,0,uiː,3,1,off,0.2291941598704809,10.32084527670136,819.4219464055914,1373.7467876551168,92,LK
376,24,mõisa,mõi,0,ɵi,2,1,off,0.2925341118564297,10.54294902871733,493.8330504917946,1372.1235845373064,92,LK
377,25,mõisa,sa,1,a,1,0,ictus,0.2290125966296798,10.66838476216256,468.2230100152198,1598.4202144059327,92,LK
378,26,mõõduvakk.,mõõ,0,ɵː,2,1,ictus,0.3640256352485167,10.95849848322434,478.4377209160669,1995.681039797548,92,LK
379,27,mõõduvakk.,du,1,u,1,0,off,0.205293526855268,11.016700256301863,775.9705559709915,1661.7871337194968,92,LK
380,0,pandi,pan,0,a,2,1,off,0.1770264394799134,3.606533713230247,573.1809227425911,989.590104113264,65,LK
381,1,pandi,di,1,i,1,0,off,0.1290391054167869,3.697866409871952,552.0437984432056,995.7388935868458,65,LK
382,2,mind(e),mind,0,i,2,1,ictus,0.0852095252893585,3.74592541565666,550.604532162798,923.7839706667272,65,LK
383,3,mind(e),(e),1,e,2,0,ictus,0.0677368533412554,3.814565383148604,559.4320509858421,889.6181161026562,65,LK
384,4,paju,pa,0,a,1,1,off,0.3866169768428902,4.233735598695146,565.8746365620035,1092.536073751702,65,LK
385,5,paju,ju,1,ʊ,1,0,off,0.2699159379879798,4.356542355221539,568.7582195290371,1009.1161121596166,65,LK
386,6,"raiumaie,",rai,0,ai,2,1,ictus,0.291411765833784,4.569959374730413,602.0937219692717,963.0695419972548,65,LK
387,7,"raiumaie,",u,1,u,1,0,off,0.3494418144413771,4.833617639056217,1048.8256940395308,2579.920772310121,65,LK
388,8,saare,saa,0,aː,2,1,off,0.401021531643881,7.282181962482883,519.2395231619329,1113.7366875143716,65,LK
389,9,saare,re,1,e,1,0,off,0.2190923328085201,7.336323093841901,750.1635016843467,916.1259251364584,65,LK
390,10,juuri,juu,0,uː,2,1,ictus,0.3297794497162059,7.647817162499826,688.2599372063066,1739.861978584065,65,LK
391,11,juuri,ri,1,i,1,0,ictus,0.2512264213793855,7.777392172695805,803.4522081526424,1401.109456618745,65,LK
392,12,"juksimaie,",juk,0,u,2,0,ictus,0.2117315353673312,7.897329850897467,857.3070515111099,1368.8257377487298,65,LK
393,13,"juksimaie,",si,1,i,1,0,off,0.2697655103865592,8.168506904853142,507.0866713661333,1532.6698588865906,65,LK
394,14,tamme,tam,0,a,2,1,ictus,0.2628181345509759,10.342285224785211,795.1949368598978,1374.2864738258927,65,LK
395,15,tamme,me,1,e,1,0,off,0.2255855654895882,10.53173329677404,871.5471399969551,1449.209921004839,65,LK
396,16,tüve,tü,0,y,1,1,off,0.4314597708878516,10.90624913850918,860.9371844069863,1371.7717210714547,65,LK
397,17,tüve,ve,1,ɛ,1,0,off,0.2006939008591075,10.92954079854638,1025.602073724834,1130.543421623869,65,LK
398,18,tampimaie.,tam,0,a,2,0,ictus,0.1686416363368756,11.06181555220354,1044.406337177945,1527.065772610008,65,LK
399,19,tampimaie.,pi,1,i,1,0,off,0.2821269118532932,11.399791317648916,547.6402084538884,1510.9752086050885,65,LK
400,20,Leidsine,leid,0,ei,2,1,off,0.3558264925726853,14.209132321910472,656.2230777991766,1382.1845686422969,65,LK
401,21,Leidsine,si,1,i,1,0,ictus,0.0476705348901198,14.16231304657196,863.4817725837308,1591.8017244038303,65,LK
402,22,ma,ma,0,a,3,1,ictus,0.4140109153676796,14.674914740534904,407.115972339771,1037.9035528993538,65,LK
403,23,siis,siis,0,iiː,3,1,ictus,0.1785943757411878,14.684479296376107,403.183183945868,1050.0882707052838,65,LK
404,24,"kogemata,",ko,0,o,1,1,off,0.3727984522744521,15.063650333608871,435.4676774052416,2008.2890020872087,65,LK
405,25,"kogemata,",ge,1,ɛ,1,0,off,0.3085228570547187,15.231838141100509,475.2043801668742,1023.6116963198658,65,LK
406,26,kus,kus,0,u,3,1,off,0.2632812391709649,17.555233023213596,576.0180067820647,926.9545340309036,65,LK
407,27,aga,a,0,a,1,1,off,0.1031082785795334,17.61707993294056,572.3052657103486,911.0941655017688,65,LK
408,28,aga,ga,1,ɑ,1,0,off,0.1336037414966071,17.7208795351474,572.5813684052964,909.733834379386,65,LK
409,29,salk,salk,0,al,3,1,ictus,0.3136258144549657,18.006704612640906,1050.1327503398247,2550.8812930420145,65,LK
410,30,oli,o,0,o,1,1,off,0.1281928342656542,18.05575231282444,706.0333616947207,1045.5537082543644,65,LK
411,31,oli,li,1,ɪ,1,0,off,0.1392535629256386,18.165202259070767,540.2116817571894,1057.118651035331,65,LK
412,32,"sarapuida,",sa,0,a,1,0,off,0.3795034017322365,18.529089002639267,932.0332118022944,1468.6044030080782,65,LK
413,33,"sarapuida,",ra,1,ɑ,2,0,ictus,0.2155676968932596,18.602456696510508,967.3165034939184,1443.8853534849636,65,LK
414,34,teine,tei,0,ei,2,1,off,0.4216250542176993,21.536055157821963,823.3598322902836,1406.8943873687354,65,LK
415,35,teine,ne,1,e,1,0,off,0.2398163783707332,21.60310036735913,771.3480863963856,1623.4999088137054,65,LK
416,36,salk,salk,0,al,3,1,ictus,0.3240065023062328,21.846988929913103,967.1452564515108,1492.570044736494,65,LK
417,37,oli,o,0,o,1,1,ictus,0.1106884089249362,21.865416577856276,955.979113625468,1499.9579505038687,65,LK
418,38,oli,li,1,ɪ,1,0,ictus,0.1151330992235699,21.95746019672924,928.562043932098,1271.2178264945571,65,LK
419,39,"türnapuida,",tür,0,y,2,0,off,0.2631193947373589,22.214394581424315,911.6008580583964,1570.4555371912638,65,LK
420,40,"türnapuida,",na,1,a,2,0,off,0.2504389419789419,22.41886688215396,558.1015429736333,1553.9503293694768,65,LK
421,41,kolmas,kol,0,ol,2,1,off,0.3801031485869544,24.9949081502572,815.653232389131,1476.054714341478,65,LK
422,42,kolmas,mas,1,a,2,0,off,0.1968736028228406,25.051066913480437,824.9153699040809,1408.447327834355,65,LK
423,43,salk,salk,0,al,3,1,off,0.3294225677462989,25.36356191482665,894.0910087162896,1518.3200807361934,65,LK
424,44,oli,o,0,o,1,1,off,0.1133627266702106,25.37910738374327,869.2120008811913,1565.1141909711282,65,LK
425,45,oli,li,1,ɪ,1,0,ictus,0.1358772197866997,25.495623062568257,841.9172396080492,1502.9730248676185,65,LK
426,46,"kohlapuida,",koh,0,o,2,0,off,0.2798164988964657,25.759456121796102,872.5960949028848,1144.5238047516382,65,LK
427,47,"kohlapuida,",la,1,a,2,0,off,0.2183933649923588,25.95510017793509,919.2173909408872,1427.7860148385455,65,LK
428,48,neljas,nel,0,e,2,1,ictus,0.2872646603340314,28.894830798085017,987.7507551358328,1479.8436384347697,65,LK
429,49,neljas,jas,1,a,2,0,off,0.2289614203133396,29.109476159542364,379.3735636252792,1779.4499939930138,65,LK
430,50,noori,noo,0,oː,2,1,ictus,0.4157777978518808,29.49770860497024,794.0037315792856,1243.5696237543302,65,LK
431,51,noori,ri,1,i,1,0,ictus,0.2230080915751031,29.580864164540618,759.4888227267481,1251.6224844231474,65,LK
432,52,"neidusida,",nei,0,ei,2,1,off,0.3288424401192173,29.85867932946892,692.8023504164087,1381.614249908255,65,LK
433,53,punapõs ki,pu,0,u,1,1,off,0.4190134389523194,32.60776988971396,828.6942447453602,1418.8101607475835,65,LK
434,54,punapõs ki,na,1,ɑ,2,0,off,0.291285654427142,32.716925295945686,890.4859864663383,1410.3479917232996,65,LK
435,55,piigakesi.,pii,0,iː,2,1,off,0.3898409510378258,33.454374394249555,707.0267193679565,1079.9398140149603,65,LK
436,56,piigakesi.,ga,1,a,2,0,off,0.2847153013197641,33.582496279843454,661.1037137866756,1069.148208199564,65,LK
437,57,Ööd,ööd,0,øøː,3,1,ictus,0.5013352468684076,36.397900049738055,941.4725164399488,1289.5350536649732,65,LK
438,58,neil,neil,0,eil,3,1,ictus,0.3444481645915402,36.55208822296862,936.9330436034794,1495.826007396991,65,LK
439,59,ööles,öö,0,øː,2,1,off,0.4602053346591788,36.84006947533203,835.5314094463212,1431.2960412348311,65,LK
440,60,ööles,les,1,e,2,0,off,0.2428077225809204,36.88524300511453,835.9828310918119,1423.9997790565249,65,LK
441,61,"virvekirja,",vir,0,i,2,1,ictus,0.22304430330108,37.11918065322682,840.3420468681126,1422.965692110936,65,LK
