,Unnamed: 0,word,syll,index,segment,quantity,stressed,ictus,duration,midpoint,f1,f2,fileid,performer
173,109,ahju,ah,0,a,2,1,x,0.1808807750767869,51.81310156988896,382.1584288581932,1778.8554349143003,18,MH
174,110,ahju,ju,1,u,1,0,x,0.1299197770044458,51.95547387529117,337.1612230535956,2329.528248694882,18,MH
175,111,päälta!,pääl,0,ææ,3,1,ictus,0.1787415813424075,52.109599500733445,625.4734422196789,1996.9414449707936,18,MH
176,112,päälta!,ta!,1,a,2,0,ictus,0.160782288093614,52.272999665421615,606.0036987615717,1682.252549664525,18,MH
177,113,pirdu,pir,0,i,2,1,x,0.1213265118743294,53.873947856075446,958.9165794277902,1617.8663622974914,18,MH
178,114,pirdu,du,1,u,1,0,refrain,0.1431046946490823,54.071304243026056,960.7037566702044,1315.3261575849426,18,MH
179,115,"pistussenna,",pis,0,i,2,1,refrain,0.1689909605342023,54.20881191309023,983.5022519884226,1526.087371933663,18,MH
180,116,"pistussenna,",tus,1,u,2,0,refrain,0.1374079209819569,54.36156136849151,901.8141950195755,1589.0664158763925,18,MH
181,117,võta,võ,0,ɵ,2,1,refrain,0.1272608056709998,56.04933889840315,516.1907519266805,2301.436820148135,18,MH
182,118,võta,ta,1,a,1,0,refrain,0.1806110822154778,56.25903268821658,906.7939886974629,2167.767161218807,18,MH
183,119,lõmmu,lõm,0,ɵ,2,1,refrain,0.2031972475293741,56.41887722520247,712.2587306873022,2058.459129858541,18,MH
184,120,lõmmu,mu,1,u,1,0,ictus,0.1529681152710935,56.55409024117488,844.3668628636574,1647.972893339065,18,MH
185,121,lõhna,lõh,0,ɵ,2,1,ictus,0.1790430212331841,56.706229532455865,1158.6779332244355,1400.742502545355,18,MH
186,122,lõhna,na,1,a,1,0,x,0.1878368259557845,56.87501612097583,716.9960416636352,1561.7618027607436,18,MH
187,123,"päälta,",pääl,0,ææ,3,1,x,0.178444984657986,56.99196322593217,582.7381140940574,1144.2898538992704,18,MH
188,124,"päälta,","ta,",1,a,2,0,ictus,0.1736021264424749,57.17257355789405,548.5838710811528,1557.263013196629,18,MH
189,125,lõmmu,lõm,0,ɵ,2,1,x,0.1670658949328896,58.81019103987007,483.4766520255868,1985.4414600670084,18,MH
190,126,lõmmu,mu,1,u,1,0,refrain,0.1775470706061668,58.99586592168661,716.2601548040633,1764.160462151645,18,MH
191,127,lõhna,lõh,0,ɵ,2,1,refrain,0.1797118347390238,59.12891834399563,1165.5432366608943,1534.9752727929758,18,MH
192,128,lõhna,na,1,a,1,0,refrain,0.160664489347468,59.27766431219328,1159.873937464622,1409.7714503529278,18,MH
193,129,"päälta,",pääl,0,ææ,3,1,refrain,0.1682877902229194,59.41823062132958,925.4367229021004,1504.61462908289,18,MH
194,130,"päälta,","ta,",1,a,2,0,refrain,0.1509183440388,59.56996012556306,824.7540031403073,1409.2977306929652,18,MH
195,131,võta,võ,0,ɵ,2,1,refrain,0.1380952167675389,60.8498352048058,360.7189346462943,1090.5428800042316,18,MH
196,132,võta,ta,1,a,1,0,refrain,0.2012244587184,61.089529045338,399.6879630015844,1281.1536272868443,18,MH
197,133,roogu,roo,0,oo,2,1,refrain,0.2335754979025921,61.26933206441809,1032.1919229493433,2260.755516884108,18,MH
198,134,roogu,gu,1,u,1,0,refrain,0.1686734433374823,61.37990822593048,965.8942598948722,1857.4356281030157,18,MH
199,135,räästa,rääs,0,ææ,2,1,refrain,0.1455735401157341,61.47679984141339,1004.318572040944,1791.5122665699628,18,MH
200,136,räästa,ta,1,a,1,0,ictus,0.1755782041758635,61.68811192837084,830.1352171484226,1711.5595922861364,18,MH
201,137,esta!,es,0,e,2,1,ictus,0.153877527255247,61.77177205846557,786.0265691148331,1699.2424198640438,18,MH
202,138,esta!,ta!,1,a,2,0,ictus,0.1800730526836531,61.975381464209015,826.6726071580258,1518.7457958373486,18,MH
203,139,Viskan,vis,0,i,2,1,x,0.1262584839017364,63.270455737992336,1095.7949367458618,1488.7760571357037,18,MH
204,140,Viskan,kan,1,a,2,0,ictus,0.1149774444186988,63.43117184806312,856.0185554596964,1922.2751248275576,18,MH
205,141,sissi,sis,0,i,2,1,ictus,0.1699061210075569,63.60996797765976,796.7003078907011,2026.2784751052252,18,MH
206,142,sissi,si,1,i,1,0,x,0.1707442791233404,63.79394101711269,632.9807361079744,1906.8314766675571,18,MH
207,143,"viljaõnne,",vil,0,i,2,1,x,0.1919750402840918,63.94553609331866,776.1871870716263,2060.1001150147144,18,MH
208,144,"viljaõnne,",ja,1,a,1,0,refrain,0.1725852673950498,64.13695423379168,1142.1588602071429,1357.360005513408,18,MH
209,145,kahel,ka,0,a,1,1,refrain,0.2315494613562805,65.82878115134251,372.9353584975056,1496.5090558339566,18,MH
210,146,kahel,hel,1,ɛ,2,0,refrain,0.1134563350003645,65.87034960670086,401.09069349041846,1268.3118391253988,18,MH
211,147,karjaõnne.,kar,0,a,2,1,refrain,0.1789961736542693,66.36694273227917,1131.2864899617,2001.118663373553,18,MH
212,148,karjaõnne.,ja,1,a,1,0,ictus,0.1371088223620518,66.5243070508944,429.81359584726926,1762.769884863104,18,MH
213,149,tuba,tu,0,u,1,1,ictus,0.236988995595027,68.5359169738558,390.9329697138833,711.4573256106476,18,MH
214,150,tuba,ba,1,ɑ,1,0,ictus,0.1756394034298694,68.64045967860717,392.6568733283067,668.6637196525517,18,MH
215,151,puhtas,puh,0,u,2,1,x,0.1302040615236706,68.73856461811408,517.8333087814904,1237.3849084396816,18,MH
216,152,puhtas,tas,1,a,2,0,x,0.0816075652565189,68.86110755119812,473.3556845867095,1933.6862202227176,18,MH
217,153,"pestu,",pes,0,e,2,1,refrain,0.1213265118743152,69.02964353113029,465.2828950929994,2645.5294648192125,18,MH
218,154,"pestu,","tu,",1,u,2,0,refrain,0.1580991055318747,69.2421880723686,940.7361829318976,1543.2845609597896,18,MH
