,word,syll,foot,segment,quantity,stressed,ictus,duration,f1,f2,song,performer,euclid
367,"palada,",pa,0,a,1,1,x,0.289297636386248,1159.830160298776,1424.454021467649,9,MH,475.76103644806255
368,"palada,",la,1,ɑ,1,0,ictus,0.2381702857205496,1030.497199434457,1456.5957326586513,9,MH,351.8613991088538
369,jätän,jä,0,æ,2,1,ictus,0.1748115093536384,977.8184417435187,1856.2704806352813,9,MH,282.1526232753463
370,jätän,tän,1,æ,2,0,x,0.1724610436802081,981.0093046936314,1702.495093032407,9,MH,224.13970609881724
371,vihma,vih,0,i,2,1,x,0.2852544538223398,464.9041928007603,1828.255687987409,9,MH,328.84618754021136
372,vihma,ma,1,a,1,0,ictus,0.2461904134710124,877.8494471086343,1363.216785164001,9,MH,338.0052497302476
373,"valada,",va,0,a,1,1,x,0.2474661668935667,1047.96773571446,1472.0618679202578,9,MH,356.34424304787274
374,"valada,",la,1,ɑ,1,0,ictus,0.2538802337047912,1020.3615957360272,1401.6491597142217,9,MH,381.94028865985354
375,ligi,li,0,i,1,1,ictus,0.343919417290575,478.4829741012598,2101.906335265988,9,MH,506.73162165777524
376,ligi,gi,1,ɪ,1,0,x,0.2797091496682853,598.3624198018294,1873.8467540213485,9,MH,251.715505682425
377,maada,maa,0,aː,2,1,ictus,0.2560671284393052,1167.1702079583206,1442.445757861752,9,MH,472.709343291671
378,maada,da,1,a,1,0,x,0.2626575872516454,944.580812529696,1519.649674928702,9,MH,245.4981293830712
379,ligunema.,li,0,i,1,1,ictus,0.2937662390930526,480.8622273612082,1509.3890525168915,9,MH,325.1343504551987
380,ligunema.,gu,1,ʊ,1,0,x,0.2939042451413485,692.8424320741099,1060.5547042300518,9,MH,622.1630794137043
381,"Perenaine,",pe,0,e,1,0,ictus,0.3586017995691719,677.4571152857733,1463.9674676656623,9,MH,229.91809405399204
382,"Perenaine,",re,1,ɛ,1,0,x,0.2878589442313384,739.3876288772219,2020.9083905188704,9,MH,342.13041792271554
383,"linnukene,",lin,0,i,2,1,ictus,0.2413804592319195,631.8547663969821,676.7992236843352,9,MH,1010.4040894431658
384,"linnukene,",nu,1,u,2,0,x,0.2351232635410198,708.4346812990333,1032.7042563031328,9,MH,648.4870698201505
385,tule,tu,0,u,1,1,ictus,0.3180009941377406,621.9281676587278,997.9335741384448,9,MH,694.8240777631237
386,tule,le,1,ɛ,1,0,x,0.2305163374977823,779.9985746097659,1470.7620056332848,9,MH,209.67605362088872
387,talu,ta,0,a,1,1,ictus,0.3147679495096298,1200.503642578583,1418.7464627306667,9,MH,513.4452931501213
388,talu,lu,1,ʊ,1,0,x,0.2310648591766906,547.4209473826272,851.1678902649737,9,MH,854.4933031110658
389,"tuastagi,",tuas,0,u,3,1,ictus,0.3099841086974706,672.7380444924943,1047.8386642182616,9,MH,637.1902085019836
390,"tuastagi,",ta,1,a,1,1,x,0.2498981986606878,1049.728495174473,1297.1372020230945,9,MH,480.7306744022374
391,orjal,or,0,o,2,1,ictus,0.2470513932241829,800.3552212429967,1237.7721984694397,9,MH,443.5363324312927
392,orjal,jal,1,a,2,0,x,0.2179232443386141,935.937781390505,1470.3175324263166,9,MH,274.41646366822044
393,oodakuta!,ood,0,oː,3,1,ictus,0.3173740500327255,793.7702747430682,1203.5867070094732,9,MH,477.0393753795681
394,oodakuta!,a,1,a,2,1,x,0.220724894728626,976.2776859711104,1305.9005955751195,9,MH,432.47129562010076
395,sain,sain,0,ai,3,1,ictus,0.2175000000000002,714.0715357968329,1129.944777615632,41,LK,309.340957890553
396,"mal´lika,",mal´,0,a(i),2,1,off,0.1790552098692233,946.0218210350926,1448.3486618320478,41,LK,252.44733864530573
397,"mal´lika,",li,1,i,2,0,ictus,0.1307604895159233,574.0961185858455,1864.2379849790625,41,LK,442.1222035152258
398,mal´likast,mal´,0,a(i),2,1,ictus,0.1933534811996828,1075.4294888291693,1570.3292085691105,41,LK,403.75459532276716
399,mal´likast,li,1,i,2,0,off,0.1227136901610972,589.298997879259,1688.8446583624898,41,LK,271.156332030521
400,sain,sain,0,ai,3,1,off,0.1598390022675726,726.2486821138739,1464.8305152401772,41,LK,41.7427709875236
401,"man´nipil´li,",man´,0,a(i),2,1,ictus,0.2405921612725414,1019.7223556568624,1563.474025503276,41,LK,349.0545116245103
402,"man´nipil´li,",ni,1,i,2,0,off,0.1307700443513821,493.4653391661523,1222.8364386099545,41,LK,294.4156954907205
403,petsariinist,pet,0,e,2,0,ictus,0.1829709949562641,582.118842703618,1242.8698524211927,41,LK,225.34789308281375
404,petsariinist,sa,1,a,1,0,off,0.2079421661640239,830.6650500751082,1462.7041690036142,41,LK,139.00558508475686
405,sain,sain,0,ai,3,1,ictus,0.2079421661640257,745.5882972345939,1101.6049330429917,41,LK,340.9750406830348
406,"riimuka,",rii,0,iː,2,1,off,0.2755656348352513,766.7764871998414,1256.8215882110314,41,LK,195.91108949063602
407,"riimuka,",mu,1,u,2,0,ictus,0.2062515794472439,628.0771198256773,1008.1229617434165,41,LK,435.47762801390047
408,riimukast,rii,0,iː,2,1,ictus,0.2556622535714545,592.0772977809596,1226.3653781301955,41,LK,235.35314781689226
409,riimukast,mu,1,u,1,0,off,0.1510895691609945,583.4143947079924,1004.6888216283556,41,LK,447.7403464269176
410,sain,sain,0,ai,3,1,off,0.1756288524534355,692.9870429832378,1283.0226318253776,41,LK,155.59761563061411
411,"rindasõl´ge,",rin,0,i,2,1,ictus,0.167928757759423,591.71379274972,1251.9512965461065,41,LK,212.74028446611356
412,"rindasõl´ge,",da,1,a,1,0,off,0.2165495809068716,910.0401229329124,1521.3719485830386,41,LK,231.56933578308224
413,rindasõlesta,rin,0,i,2,1,ictus,0.188967752639769,434.9642129653259,1858.336146063061,41,LK,493.0916644336835
414,rindasõlesta,da,1,a,1,0,off,0.2312076032298371,830.9967179653161,1530.2103292531333,41,LK,164.99225358022514
415,"sõmera,",sõ,0,ɵ,1,1,off,0.4246216559317197,565.2675247139626,1515.654718702668,41,LK,149.81807885632946
416,"sõmera,",me,1,ɛ,1,0,ictus,0.2467696534472274,732.002834234615,2457.660951749325,41,LK,1019.7598965468629
417,sõmerast,sõ,0,ɵ,1,0,ictus,0.3745239740458785,664.7160698836624,1637.1580516700262,41,LK,200.65317490747495
418,sõmerast,me,1,ɛ,1,0,off,0.1898140672117918,660.6977640195075,948.602461540606,41,LK,491.1301126163717
419,sain,sain,0,ai,3,1,off,0.1464999999999996,757.162312864555,1212.7414515871635,41,LK,234.605943059357
420,"soolavakka,",soo,0,oː,2,1,ictus,0.3324733390461567,588.545598586611,1136.8139249667477,41,LK,319.61914556823706
421,"soolavakka,",la,1,a,1,0,off,0.2135408256132649,929.495369685717,1347.5864074040755,41,LK,252.69941543401873
422,soolavakast,soo,0,oː,3,1,ictus,0.3505759410407876,601.9557578353488,1096.0379694907938,41,LK,354.6684291393616
423,soolavakast,la,1,a,1,1,off,0.237711081421402,825.7006396635115,1394.50281821177,41,LK,139.1185176333247
424,"vaisiküisi,",vai,0,ai,2,1,ictus,0.2624918823233599,862.7879490398585,1226.6599003118904,41,LK,271.1016717069937
425,"vaisiküisi,",si,1,i,2,0,off,0.2050717830651223,585.1521818331421,669.149693914539,41,LK,777.0959215397754
426,vaisiküisist,vai,0,ai,2,1,ictus,0.3326511042271676,557.8540781550585,1283.3667088385355,41,LK,206.33479024864414
427,vaisiküisist,si,1,i,2,0,off,0.2102354978715723,588.7999676354442,2604.166557915892,41,LK,1170.2648185276382
428,kübara,kü,0,y,1,1,ictus,0.3229064238340342,589.7110085777583,1024.862617661827,41,LK,426.63849270950743
429,kübara,ba,1,ɑ,1,0,off,0.2381561716597424,906.967848476974,1377.132151392933,41,LK,221.89468265379202
430,sain,sain,0,ai,3,1,off,0.1979075324986539,551.0380644069311,1573.0910241920794,41,LK,196.094498345998
431,"künnirauda,",kün,0,y,2,1,ictus,0.2276084246143028,415.92895388489706,1670.0595880216747,41,LK,361.6024133398952
432,"künnirauda,",ni,1,i,1,0,off,0.2796883183819858,558.8207309788703,2435.085216169457,41,LK,1005.5622542514099
433,künnirauast,kün,0,y,2,1,ictus,0.2626724457485991,502.03566107992657,1196.6792963480566,41,LK,308.6964655363919
434,künnirauast,ni,1,i,1,0,off,0.2196989619006899,561.8856758326165,1224.019106839601,41,LK,251.88133298154534
435,sain,sain,0,ai,3,1,ictus,0.1155862987248781,831.0589555905649,1548.1314614569142,41,LK,175.62335272894308
436,ranitsa,ra,0,a,1,1,off,0.3617193185422493,1129.032634168783,1512.385249959586,41,LK,441.4770883631113
437,ranitsa,nit,1,ɪ,2,0,ictus,0.1098680173142341,511.5823019921812,1221.59835054308,41,LK,283.3498470762821
438,ja,ja,0,a,3,1,off,0.1164597969322187,804.190348219742,1465.9072283439486,41,LK,113.75011239951064
439,ranitsast,ra,0,a,1,1,ictus,0.3579029135600038,823.0966583939381,1395.9405596070965,41,LK,136.19407222702998
440,ranitsast,nit,1,ɪ,2,0,off,0.1058938809528484,563.5259265887936,1354.382995313683,41,LK,155.10333316294862
441,sain,sain,0,ai,3,1,off,0.1907242590254867,700.8536744685205,1399.843285610084,41,LK,39.41819188596837
442,rapsuvitsa,rap,0,a,2,1,ictus,0.1603037605720132,956.4844925724454,1572.7349244216648,41,LK,294.97513916064014
443,rapsuvitsa,su,1,u,1,0,off,0.2369793156918547,590.5257147584963,1091.0348276441084,41,LK,362.5907175056701
444,lapse,lap,0,a,2,1,ictus,0.1752854710439777,841.233702460408,1346.919413709982,41,LK,173.6564702039301
445,lapse,se,1,e,1,0,off,0.2121876754742899,565.0503799871253,1344.881110015276,41,LK,159.22739900710138
446,puksu,puk,0,u,2,1,ictus,0.1900463528160969,566.2170541428308,1180.129519112082,41,LK,288.2432848123337
447,puksu,su,1,u,1,0,off,0.2527801003476284,515.2057483393413,963.1238965805364,41,LK,507.91466414730763
448,pihta,pih,0,i,2,1,ictus,0.1506351454404111,541.4351868547758,2606.0053901432007,41,LK,1177.2833384728895
449,pihta,ta,1,a,1,0,off,0.1778246773970551,842.0059304298228,1413.5640678050872,41,LK,150.34612039578306
450,peks(a) –,peks,0,e,2,1,ictus,0.1616455472673692,575.4553091731439,1247.2491604396453,41,LK,224.98587765229112
451,peks(a) –,(a) –,1,a,2,0,off,0.1015526821248187,693.7469138105381,1629.0980338593083,41,LK,190.47971723950977
452,pandi,pan,0,a,2,1,ictus,0.1770264394799134,863.8356655240407,1544.8302028457188,65,LK,200.5143153190476
453,pandi,di,1,i,1,0,off,0.1290391054167869,530.8549025539842,1179.8910911128255,65,LK,305.742578896605
454,mind(e),mind,0,i,2,1,off,0.0852095252893585,786.6731741851517,834.0441863744422,65,LK,611.6717681385298
455,paju,pa,0,a,1,1,ictus,0.3866169768428902,857.2459974770414,1366.5523539185554,65,LK,178.66307897727756
456,paju,ju,1,ʊ,1,0,off,0.2699159379879798,722.7387157711261,1151.961537489136,65,LK,288.11760627380926
457,"raiumaie,",rai,0,ai,2,1,ictus,0.291411765833784,949.2964593151324,1377.0059512178386,65,LK,262.8571949206899
458,"raiumaie,",u,1,u,1,0,off,0.3494418144413771,577.5985549952123,1143.0469675893753,65,LK,317.5789448882641
459,saare,saa,0,aː,2,1,ictus,0.401021531643881,922.6834907050404,1420.579778114547,65,LK,229.63101532961633
460,saare,re,1,e,1,0,off,0.2190923328085201,760.1441818423366,2414.5132215099584,65,LK,978.15001316065
461,juuri,juu,0,uː,2,1,ictus,0.3297794497162059,485.8127314550489,1075.2805962191833,65,LK,418.6373480968988
462,juuri,ri,1,i,1,0,off,0.2512264213793855,451.3231008158289,2003.4876215927884,65,LK,614.698289812219
463,"juksimaie,",juk,0,u,2,0,ictus,0.2117315353673312,661.7140982816353,1027.5920292755688,65,LK,412.27379522860986
464,"juksimaie,",si,1,i,1,0,off,0.2697655103865592,623.2197185396095,906.427079574938,65,LK,536.8461023094004
465,tamme,tam,0,a,2,1,ictus,0.2628181345509759,883.777399615539,1367.2525656791815,65,LK,202.97510651841634
466,tamme,me,1,e,1,0,off,0.2255855654895882,786.0973664000325,1301.9019120664568,65,LK,164.97630548639242
467,tüve,tü,0,y,1,1,ictus,0.4314597708878516,559.9367777042986,1600.9963612109786,65,LK,210.418249013059
468,tüve,ve,1,ɛ,1,0,off,0.2006939008591075,752.8639641352607,1455.8587467836965,65,LK,61.56513334341529
469,tampimaie.,tam,0,a,2,0,ictus,0.1686416363368756,955.4965886828172,1498.2006178423485,65,LK,268.4306351783991
470,tampimaie.,pi,1,i,1,0,off,0.2821269118532932,559.4752327018739,1668.039091540204,65,LK,265.8323679601103
471,Leidsine,leid,0,ei,2,1,ictus,0.3558264925726853,669.3424031695808,1254.3670687302936,65,LK,185.86243023072316
472,Leidsine,si,1,i,1,0,off,0.0476705348901198,480.5523603291112,1677.0838893994685,65,LK,319.8815589961217
473,ma,ma,0,a,3,1,ictus,0.4140109153676796,1041.4539774391842,1437.5653788187085,65,LK,347.6934962086093
474,siis,siis,0,iiː,3,1,off,0.1785943757411878,383.2549384838253,1789.868897466917,65,LK,468.8194239811627
475,"kogemata,",ko,0,o,1,1,ictus,0.3727984522744521,797.2974478331333,1258.0614542928297,65,LK,208.13542240870106
476,"kogemata,",ge,1,ɛ,1,0,off,0.3085228570547187,742.2894740273684,1244.9998874708815,65,LK,199.60712597738308
477,kus,kus,0,u,3,1,ictus,0.2632812391709649,549.7980957005769,1179.8796373924583,65,LK,296.0934513628508
478,aga,a,0,a,1,1,off,0.1031082785795334,799.1207427342346,1526.63959867599,65,LK,137.2887276346339
479,aga,ga,1,ɑ,1,0,off,0.1336037414966071,787.6026856298414,1357.2455911373029,65,LK,124.20781234425705
481,oli,o,0,o,1,1,off,0.1281928342656542,802.6905264158635,1081.199215371183,65,LK,373.6493299508671
482,oli,li,1,ɪ,1,0,off,0.1392535629256386,424.1542847890636,2055.010135521256,65,LK,672.7757683758426
483,"sarapuida,",sa,0,a,1,0,ictus,0.3795034017322365,931.3925564472996,1371.6041040706093,65,LK,246.899068866557
484,"sarapuida,",ra,1,ɑ,2,0,off,0.2155676968932596,834.6015273734741,1424.0078655457164,65,LK,141.59525586317517
485,teine,tei,0,ei,2,1,ictus,0.4216250542176993,511.5888220871911,1236.965192254832,65,LK,271.7555465735082
486,teine,ne,1,e,1,0,off,0.2398163783707332,857.4046317690095,1020.3776234822318,65,LK,449.11486737892926
488,"türnapuida,",tür,0,y,2,0,ictus,0.2631193947373589,876.167606243799,1675.862605927991,65,LK,299.2601379134642
489,"türnapuida,",na,1,a,2,0,off,0.2504389419789419,894.868272980327,1437.7088283533571,65,LK,201.10825395161163
491,kolmas,mas,1,a,2,0,off,0.1968736028228406,859.2241652616926,1334.5706962528143,65,LK,195.45743924254467
493,"kohlapuida,",koh,0,o,2,0,ictus,0.2798164988964657,685.2323967665465,1265.350559659059,65,LK,173.47758135210583
494,"kohlapuida,",la,1,a,2,0,off,0.2183933649923588,829.062390692206,1410.079016397138,65,LK,138.27749984804836
495,neljas,nel,0,e,2,1,ictus,0.2872646603340314,706.6103259411743,1683.9843804103698,65,LK,245.702223232922
496,neljas,jas,1,a,2,0,off,0.2289614203133396,909.9987481703388,1544.0232795786271,65,LK,240.55873433961563
497,noori,noo,0,oː,2,1,ictus,0.4157777978518808,974.8055748909286,1161.346206557393,65,LK,394.79776071363636
498,noori,ri,1,i,1,0,off,0.2230080915751031,543.1671296703714,1527.343930420315,65,LK,174.78864999549688
499,"neidusida,",nei,0,ei,2,1,ictus,0.3288424401192173,653.7856393941344,1464.573343339532,65,LK,47.66318107195797
500,punapõs ki,pu,0,u,1,1,ictus,0.4190134389523194,536.3674724503411,1071.931411121638,65,LK,399.0392815213306
501,punapõs ki,na,1,ɑ,2,0,off,0.291285654427142,990.2678687568244,1493.595082832779,65,LK,301.5594968677833
502,piigakesi.,pii,0,iː,2,1,ictus,0.3898409510378258,374.0722990015694,1316.7364758779015,65,LK,342.13555280197437
503,piigakesi.,ga,1,a,2,0,off,0.2847153013197641,838.4525235893228,1526.5082710949252,65,LK,169.2925566587293
504,Ööd,ööd,0,øøː,3,1,ictus,0.5013352468684076,467.2739533633275,1894.8401215372508,65,LK,509.3478224470548
506,ööles,öö,0,øː,2,1,ictus,0.4602053346591788,578.7326062360951,1519.2120491379792,65,LK,140.45329629037988
507,ööles,les,1,e,2,0,off,0.2428077225809204,878.4414836978278,1552.8227689202895,65,LK,217.13852853522482
508,"virvekirja,",vir,0,i,2,1,ictus,0.22304430330108,621.9669968041688,1295.6053857303375,65,LK,160.0225981196352
509,"virvekirja,",ve,1,e,1,0,off,0.2738645243063899,620.4455053771358,1535.127253807418,65,LK,121.19939894748633
510,sukad,su,0,u,2,1,ictus,0.2724000902198185,548.0224646730895,1063.2419298873976,65,LK,402.67538582985975
511,sukad,kad,1,a,2,0,off,0.2059308390022636,936.9690339986936,1481.3893600996537,65,LK,246.93923693415752
512,jalas,ja,0,a,1,1,ictus,0.3462285444129236,899.3473645192225,1415.9533438571714,65,LK,206.83087789460475
513,jalas,las,1,ɑ,2,0,off,0.1826035165731099,990.0822203086304,1396.4574133192098,65,LK,299.30447707449974
514,saarekirja.,saa,0,aː,2,1,ictus,0.4079060766801632,918.8231252672288,1149.1480732794034,65,LK,366.66810363106964
515,saarekirja.,re,1,e,1,0,off,0.3065130456762972,576.4601229646896,1534.660340257318,65,LK,151.60414992057144
516,Ei,ei,0,eiː,3,1,ictus,0.525799793940223,660.5396656873974,2754.1507865605304,65,LK,1315.9519012483047
519,julgust,gust,1,u,2,0,off,0.1815972559237764,718.0309381277294,1082.4973091294455,65,LK,356.94698499307515
520,juure,juu,0,uː,2,1,ictus,0.3781477904400816,604.349777043363,946.969684798114,65,LK,499.71285444044486
521,juure,re,1,e,1,0,off,0.3277866210361679,573.6776536731011,1619.3447080831647,65,LK,216.9845541396987
522,"minna,",min,0,i,2,1,ictus,0.1879442750489204,538.6598323940389,1756.9821295967254,65,LK,354.1358819249041
523,"minna,","na,",1,a,2,0,off,0.1431267940757123,577.8122589981721,1171.8951724145818,65,LK,290.83602930051933
524,südant,sü,0,y,1,0,ictus,0.3855766164496117,520.7754785351924,1749.135072516351,65,LK,355.45044390311864
525,südant,dant,1,ɑ,3,1,off,0.1721324180578705,654.2583430142723,1112.0708733124852,65,LK,328.9282262292897
527,sülle,le,1,e,1,0,off,0.3085789686169136,721.4648442547665,1631.4671769395147,65,LK,194.82845297020253
528,rabadaie.,ra,0,a,1,0,ictus,0.3337833711123039,935.8504263016272,1478.448941832276,65,LK,245.34312343624669
529,rabadaie.,ba,1,ɑ,1,0,off,0.3198757306493007,824.1394404548732,1571.052387317162,65,LK,185.84143831872547
530,Laske,las,0,a,2,1,ictus,0.1945432826169622,886.4407408342954,1581.0562054889756,18,MH,161.6403114252982
531,Laske,ke,1,e,1,0,x,0.1901218443756676,655.7470955387637,2091.7751464779826,18,MH,424.98932721916844
532,sissi,sis,0,i,2,1,ictus,0.1687515595427438,400.257510931524,1775.0934139137717,18,MH,370.42046183831104
533,sissi,si,1,i,1,0,x,0.1893241770180587,467.3935133198321,2059.5841638156303,18,MH,478.6647211888615
534,"kadrisandi,",kad,0,a,2,1,ictus,0.2619810954886461,904.3947407712146,1613.7851224470733,18,MH,160.3135075286862
535,"kadrisandi,",ri,1,i,1,0,x,0.1670082467464977,547.911589561845,2074.1232145807658,18,MH,447.28361779899564
536,Laske,las,0,a,2,1,ictus,0.1665572562358281,875.2063764307483,1580.0950860475232,18,MH,153.49044854592574
537,Laske,ke,1,e,1,0,x,0.1627626842129625,665.3964871782167,2248.8562900094207,18,MH,577.0584305572582
538,sissi,sis,0,i,2,1,ictus,0.1646244063507342,575.6239882751921,1879.984556325948,18,MH,271.2322117766038
539,sissi,si,1,i,1,0,x,0.1772559147827985,535.417869350235,1554.7145468976985,18,MH,255.1363247451273
540,"kadrisandi,",kad,0,a,2,1,ictus,0.2247564439324749,1088.7525265410668,1679.6744094174278,18,MH,330.6785710978249
541,"kadrisandi,",ri,1,i,1,0,x,0.1644624704972033,621.2364424061423,1971.713373067456,18,MH,322.8572059054014
542,kadril,kad,0,a,2,1,ictus,0.2155274119570354,1187.4150823657842,1443.01517236019,18,MH,490.05997003558764
543,kadril,kad,0,i,2,1,x,0.1420407943894588,476.14144810117614,2181.758862698834,18,MH,576.1617510411841
544,küüdse,küüd,0,yy,2,1,ictus,0.2462718180679477,660.892957592667,2225.175787228501,18,MH,554.4699616412493
545,küüdse,se,1,e,1,0,x,0.1821145190119359,738.1963198855126,2153.05924091728,18,MH,474.18739573536425
546,"külmeteve,",kül,0,y,2,1,ictus,0.17557820417586,515.6396404632359,2016.278556613776,18,MH,415.1345469014935
547,"külmeteve,",me,1,e,2,0,x,0.1262584839017417,832.2205925248315,1658.2015472968862,18,MH,77.08668519094486
548,kadril,kad,0,a,2,1,ictus,0.2138447200959774,1184.7807039489912,1400.134248070971,18,MH,509.9074883622465
549,kadril,ril,1,i,2,0,x,0.0985593174767558,510.7150529345655,1943.0654670170736,18,MH,361.6140737141968
550,varba,var,0,a,2,1,ictus,0.1339010344051452,933.8286245000866,1477.9608546554905,18,MH,267.2499065256337
551,varba,ba,1,a,1,0,x,0.1835993299115834,1105.3719445610716,1441.485909269395,18,MH,420.91078442010456
552,valutave!,va,0,a,1,1,ictus,0.2381143547194604,1064.5448454129587,1663.3348235539402,18,MH,306.8856360396389
553,valutave!,lu,1,ʊ,2,0,x,0.1242927897269225,719.9212393877409,1125.8485653188502,18,MH,554.7536325224557
554,tullu,tul,0,u,2,1,ictus,0.1676870489320023,670.2866889821369,1082.377296528526,18,MH,603.33226962447
555,tullu,lu,1,u,1,0,x,0.1169407093001666,664.911439473875,1031.4663482597575,18,MH,654.4868620940405
556,ümmert,üm,0,y,2,1,ictus,0.1989451529930619,604.3677594647343,1448.8230907588108,18,MH,277.0199371332683
557,ümmert,mert,1,e,2,0,x,0.1573994829869427,893.8256931885169,2162.634575294164,18,MH,502.04754805658285
558,"ilma,",il,0,i,2,1,ictus,0.2122526002306841,565.7221973049208,1354.7405252155174,18,MH,377.2675199306367
559,"ilma,","ma,",1,a,2,0,x,0.2259643189902824,1135.3787699666536,1563.5602006919748,18,MH,394.6540651553272
560,ümmert,üm,0,y,2,1,ictus,0.2089466623782918,556.2634661630494,1837.4759080857789,18,MH,256.4191250877018
561,ümmert,mert,1,e,2,0,x,0.1144217510359517,967.8070096743978,1954.5933239916253,18,MH,346.0932157007056
562,"otsa,",ot,0,o,2,1,ictus,0.1646138938934669,883.3905329443478,1377.1474535254297,18,MH,327.09861042794506
563,"otsa,","sa,",1,a,2,0,x,0.2049937658531533,1065.1657595575048,1394.3358480071793,18,MH,418.93119588682544
564,läbi,lä,0,æ,1,1,ictus,0.1615384732666207,961.9011034689976,1544.0225781838703,18,MH,244.62691854033443
565,läbi,bi,1,ɪ,1,0,x,0.2073178293412461,335.8060733126289,2239.237390570947,18,MH,701.3222708453218
566,"sipa-sopa,",si,0,i,2,1,ictus,0.1633156085490128,416.9665617684416,1998.8669463580743,18,MH,467.42345287622805
567,"sipa-sopa,",si,0,o,2,1,ictus,0.1760904469155377,670.2367946846407,1195.339783441765,18,MH,491.85559669758965
568,"sipa-sopa,",pa,1,a,1,0,x,0.1947704733294131,997.3050170553656,1415.676514572747,18,MH,355.9814039725584
569,"sipa-sopa,",pa,1,a,1,0,x,0.1764711583356302,900.018831065258,1370.0349163217395,18,MH,340.2736634029008
570,läbi,lä,0,æ,1,1,ictus,0.19915483482756,934.9298548546852,1536.3304827838488,18,MH,227.4092608984829
571,läbi,bi,1,ɪ,1,0,x,0.2370781515607092,346.4609274081377,2144.237310381961,18,MH,620.9691709475923
572,laane,laa,0,aː,2,1,ictus,0.267246562330115,959.4957460006468,1482.2110374070396,18,MH,281.7982240345164
573,laane,ne,1,e,1,0,x,0.19915483482756,799.1692808729954,2108.412920863201,18,MH,431.0875000940166
574,lipa-lapa.,li,0,i,2,1,ictus,0.1257820009437296,554.6944411304747,1781.6102162740954,18,MH,227.66865803707114
575,lipa-lapa.,li,0,a,2,1,ictus,0.1418114715012279,923.7585888858796,1541.156599799624,18,MH,215.7122878478285
576,lipa-lapa.,pa,1,a,1,0,x,0.1939139181215736,1049.333889554087,1497.6004955292706,18,MH,343.28240520682726
577,lipa-lapa.,pa,1,a,1,0,x,0.2031111895353916,1093.009641840065,1398.487916234078,18,MH,437.0707320408913
578,uppus,up,0,u,3,1,ictus,0.1163945398469152,835.7183091634503,1106.4783503397257,18,MH,578.0486738394868
579,uppus,pus,1,u,2,0,x,0.1392608069850496,563.8678616890402,942.0964693348418,18,MH,762.3440366320656
580,ojasse,o,0,o,1,1,ictus,0.1953060922855058,785.492260060502,1113.264284899235,18,MH,566.6880552428211
581,ojasse,jas,1,ɑ,2,0,x,0.127053457007058,970.0743632911934,1517.223131884975,18,MH,266.850735670636
582,vahele,va,0,a,1,1,ictus,0.239837077963898,1053.1560725480117,1503.1089997181357,18,MH,343.6751345897085
583,vahele,he,1,ɛ,1,0,x,0.2362798951458771,729.7124270936557,2140.163226441185,18,MH,461.7464118007641
584,lumi,lu,0,u,1,1,ictus,0.2048990575630398,652.1676545051727,1090.1276220128927,18,MH,598.60415040731
585,lumi,mi,1,ɪ,1,0,x,0.2099987304611374,341.9230901884225,2491.159981379104,18,MH,912.3139598880895
586,rikkus,rik,0,i,3,1,ictus,0.1602189348886327,635.2058853935846,1916.6159770575828,18,MH,267.246833726984
587,rikkus,kus,1,u,2,0,x,0.0901690659373315,426.1743021422336,947.2272579268234,18,MH,803.7856900415644
588,"loogakirja,",loo,0,oː,2,1,ictus,0.2508127089750189,794.8231485564705,1015.201017966634,18,MH,665.1036700712488
589,"loogakirja,",ga,1,a,1,0,x,0.1759632145711123,995.8953163964084,1370.7577766622285,18,MH,389.55128398987654
590,sadu,sa,0,a,1,1,ictus,0.2633673062637953,1099.0775780917038,1325.335281697929,18,MH,491.49396335562943
591,sadu,du,1,ʊ,1,0,x,0.2251558349119236,606.9434042539034,1062.1796974188392,18,MH,635.3455686105593
592,rikkus,rik,0,i,3,1,ictus,0.1667006545265223,635.1441171120971,1251.09863868361,18,MH,445.48681306448
593,rikkus,kus,1,u,2,0,x,0.1355427414509691,610.5771974500525,856.0244288675871,18,MH,836.3727430913771
594,"saaniteki,",saa,0,aː,2,1,ictus,0.2668321233211017,1089.8263580398584,1587.7719323613896,18,MH,344.1436037813013
595,"saaniteki,",ni,1,i,1,0,x,0.1644798221009367,611.8622895803454,2073.242389103727,18,MH,420.2111997225505
596,ärmätus,är,0,æ,2,1,ictus,0.1702111557018994,1120.1769053824785,1700.703436726263,18,MH,362.7354074110489
597,ärmätus,mä,1,æ,2,0,x,0.1112601993396111,1084.3179761271103,1467.7063483090524,18,MH,388.8471315470899
598,tõsta,tõs,0,ɵ,2,1,ictus,0.1638340347089837,723.3703101470838,1849.495476611924,18,MH,173.70871230777783
599,tõsta,ta,1,a,1,0,x,0.1884013314471389,942.2543389994324,1448.684273226722,18,MH,295.1283062135119
600,"Anna,",an,0,a,2,1,ictus,0.1825261086643479,1181.4000841656732,1325.5155831743864,18,MH,551.688513061842
601,"Anna,","na,",1,a,2,0,x,0.1588723955208308,1131.689666240995,1606.7887867375114,18,MH,380.58476564432993
602,sina,si,0,i,1,1,ictus,0.2512100663549574,539.9389994763949,1582.4157937265686,18,MH,238.67825770389445
603,anna,an,0,a,2,1,ictus,0.2047887636813783,1095.312316784116,1771.032727698264,18,MH,349.49468283167704
604,anna,na,1,a,1,0,x,0.1803816250386347,1060.4435214673797,1747.8387073829913,18,MH,310.04245913680586
605,penki!,pen,0,e,2,1,ictus,0.1469727664168658,856.5428845997956,1956.1389949882496,18,MH,293.8404157685194
