,word,syll,foot,segment,quantity,stressed,ictus,duration,f1,f2,song,performer
521,kõrtsi,si,1,i,1,0,off,0.1775486458553405,799.9659535925452,1385.040496011664,92,LK
522,kirju,kir,0,i,2,1,off,0.156404878278435,838.7453788381471,1394.5280024718772,92,LK
523,kirju,ju,1,u,1,0,ictus,0.1755307947535698,684.6056527250956,1121.3389735854423,92,LK
525,kul´li,li,1,i,1,0,ictus,0.189822386020559,782.3370288368595,1287.5095227445152,92,LK
526,piakene?,pia,0,i,3,1,off,0.3040579195076205,749.9823633670384,1183.652674460065,92,LK
527,piakene?,ke,1,a,1,0,off,0.1881120035685697,642.9141872217265,1238.9691801246906,92,LK
528,Nii,nii,0,iiː,3,1,ictus,0.2886728990320364,936.1632056665072,1483.6877925386248,92,LK
529,kui,kui,0,uiː,3,1,off,0.2291941598704809,819.4219464055914,1373.7467876551168,92,LK
530,mõisa,mõi,0,ɵi,2,1,off,0.2925341118564297,493.8330504917946,1372.1235845373064,92,LK
531,mõisa,sa,1,a,1,0,ictus,0.2290125966296798,468.2230100152198,1598.4202144059327,92,LK
532,mõõduvakk.,mõõ,0,ɵː,2,1,ictus,0.3640256352485167,478.4377209160669,1995.681039797548,92,LK
533,mõõduvakk.,du,1,u,1,0,off,0.205293526855268,775.9705559709915,1661.7871337194968,92,LK
534,"Laula,",lau,0,a,2,1,ictus,0.1569722222222223,441.4564096857044,1674.7557247751868,55,LO
535,"Laula,",lau,0,u,2,1,ictus,0.0769999999999998,438.83333561341584,1640.9447986046523,55,LO
536,"Laula,","la,",1,a,2,0,ictus,0.1623195084471751,563.9189627863968,1033.169459740238,55,LO
537,"laula,",lau,0,a,2,1,ictus,0.1111448469372058,521.2549332034656,977.5497786489644,55,LO
538,"laula,",lau,0,u,2,1,ictus,0.0994526587317283,546.9320424487624,933.3679965969284,55,LO
539,"laula,","la,",1,a,2,0,off,0.1639464216762827,636.3351799429403,1581.678966087896,55,LO
540,"suukene,",suu,0,uː,2,1,ictus,0.3112791166791182,598.6461522739585,1067.2363447501411,55,LO
541,"suukene,",ke,1,e,1,0,off,0.306745577646788,544.6161435699757,1043.1377646717915,55,LO
542,"liigu,",lii,0,iː,2,1,off,0.1988027210884357,566.6491617164017,1015.3237674921612,55,LO
543,"liigu,","gu,",1,u,2,0,off,0.1343104843868978,537.1008493107659,1028.6159462203,55,LO
544,linnu,lin,0,i,2,1,off,0.0789605064247922,610.1810963047247,1063.9007031743429,55,LO
545,linnu,nu,1,u,1,0,ictus,0.165421686834895,605.9167722999722,757.299077816632,55,LO
546,"keelekene,",kee,0,eː,2,1,ictus,0.26196254430611,641.860023046071,794.919270320579,55,LO
547,"keelekene,",le,1,e,2,0,ictus,0.1482806854562888,676.8483565433447,752.8818029920413,55,LO
548,"mõlgu,",mõl,0,ɵ,2,1,ictus,0.1235672378802412,391.561666156951,1154.5101955547293,55,LO
550,"mõlgu,","gu,",1,u,2,0,ictus,0.0914404953452621,390.2251641713713,2311.3595524739294,55,LO
551,marja,mar,0,a,2,1,off,0.1348285786943392,381.3375655781571,1394.4218994367452,55,LO
552,marja,ja,1,a,1,0,ictus,0.1637581056487089,416.7671339095835,1444.1833695382795,55,LO
553,"meelekene,",mee,0,eː,2,1,ictus,0.2736973466698842,376.8202913014642,983.4779437030292,55,LO
554,"meelekene,",le,1,e,2,0,ictus,0.1492894618199365,391.4286397795896,841.0017607685727,55,LO
555,"ilutse,",i,0,i,1,1,ictus,0.2719832913176283,542.956589972689,873.9889518790063,55,LO
556,"ilutse,",lut,1,ʊ,2,0,ictus,0.1217299539150378,527.0378771883549,889.615339215165,55,LO
557,südämekene!,sü,0,y,1,1,off,0.0652479498736422,324.8665926845424,1103.8669462522294,55,LO
558,südämekene!,dä,1,æ,1,0,off,0.2341261189775796,639.8272893212601,677.662785732912,55,LO
559,Küll,küll,0,y,3,1,off,0.0654999999999983,808.2282261896589,2148.548214810107,55,LO
560,Küll,küll,0,i,3,1,off,0.0257636054421777,735.8850386342498,1914.9632168914984,55,LO
561,Küll,küll,0,ʎ,3,1,off,0.0400000000000009,719.5078294999233,2038.45632898948,55,LO
562,Küll,küll,0,ʎ,3,1,off,0.0773212438643025,745.2076792570215,1468.3564734324198,55,LO
563,vait,vait,0,a,3,1,ictus,0.2246113275194741,616.5034276282887,1404.6202277575285,55,LO
564,valge,val,0,a,2,1,off,0.1197641051833997,620.2688529556209,767.119018830433,55,LO
566,valge,ge,1,e,1,0,off,0.1529837412631778,738.5167785382322,1752.945388164895,55,LO
567,lauade,lau,0,a,2,1,off,0.1426470019886387,802.0985590552181,2055.030646975157,55,LO
568,lauade,lau,0,u,2,1,off,0.1013000448904826,684.4987642931454,1707.2678611107842,55,LO
569,lauade,a,1,a,1,0,ictus,0.183305283570565,396.3979563552153,814.443268572537,55,LO
570,"vahele,",va,0,a,1,1,off,0.2067347854907808,446.19289932644807,1175.178447600496,55,LO
571,"vahele,",he,1,ɛ,1,0,ictus,0.2956307432518166,755.8299108584403,1873.749477943468,55,LO
572,vaesed,vae,0,a,2,1,off,0.089154612301098,425.0176313786745,1333.8951581946642,69,LO
573,vaesed,vae,0,e,2,1,ictus,0.1538453876989021,489.7527367534906,810.7939275280416,69,LO
574,vaesed,sed,1,e,2,0,ictus,0.1090868415232083,886.5703819153457,1662.625092266596,69,LO
575,öösed,öö,0,øː,2,1,off,0.2435467884019853,474.7984199030353,1938.2431247751688,69,LO
576,öösed,sed,1,e,2,0,off,0.1132522675736962,640.6929502508139,2295.0488339402627,69,LO
577,"orjad,",or,0,o,2,1,off,0.1171667862928693,508.5764609655136,1940.3258571926856,69,LO
578,"orjad,","jad,",1,a,2,0,ictus,0.1175618105547224,443.5335727780283,1999.343246570796,69,LO
579,kinnikiilutud,kin,0,i,2,1,off,0.1324256053835402,355.76303791264706,1911.976960562729,69,LO
580,kinnikiilutud,ni,1,i,1,0,off,0.1806722582448996,436.9322197857836,1979.1654749896568,69,LO
581,"sulased,",su,0,u,1,0,ictus,0.1338055871181094,762.4455535699899,1415.383882092118,69,LO
582,"sulased,",la,1,ɑ,1,0,ictus,0.152364583333334,534.6353923460498,1701.7177622581032,69,LO
583,olid,o,0,o,1,1,ictus,0.0795482672962322,372.6201599721953,1035.5220318250888,77,LO
584,olid,o,0,ʎ,1,1,ictus,0.0453564536577708,383.965816890812,1036.3945283414378,77,LO
585,olid,lid,1,ɪ,2,0,ictus,0.0823328680771897,402.3440256411791,814.2980548354358,77,LO
586,olid,o,0,o,1,1,ictus,0.0901101952995642,635.9746408612453,1298.9903786973896,77,LO
587,olid,o,0,ʎ,1,1,ictus,0.0430238041444024,638.8579885918073,1288.6240083386087,77,LO
588,olid,lid,1,ɪ,2,0,ictus,0.0770775786254525,704.8936782480863,1504.3177331067257,77,LO
589,oli,o,0,o,1,1,ictus,0.0916158026641653,537.2117864911445,1305.51769422669,77,LO
590,oli,o,0,ʎ,1,1,ictus,0.068999999999999,555.6074038283297,1208.8888229108136,77,LO
591,oli,li,1,ɪ,1,0,ictus,0.0811654110839192,537.8519940166161,1023.1694643901642,77,LO
592,neede,nee,0,eː,2,1,off,0.1023758292446856,673.2602493273594,1779.1850463352478,77,LO
593,neede,de,1,e,1,0,off,0.1383412361871272,800.8586037048501,1923.6355514967468,77,LO
594,tõusis,tõu,0,ɵ,2,1,off,0.0717733073357074,713.2328452937455,1448.6082870039138,77,LO
595,tõusis,tõu,0,u,2,1,off,0.0491558248299313,690.1180890882376,1396.1464667899234,77,LO
596,tõusis,sis,1,i,2,0,off,0.0805649181139074,682.3339323163548,1247.4681992736255,77,LO
597,oli,o,0,o,1,1,ictus,0.0868795882936481,514.0373009178351,1270.043017065526,77,LO
598,oli,li,1,ɪ,1,0,ictus,0.0762373196502963,524.2244125375549,1262.2676438881083,77,LO
599,akkas,ak,0,a,3,1,off,0.0866593510890609,391.2034996011772,1425.760071518836,77,LO
600,akkas,kas,1,a,2,0,off,0.0452480048749208,762.0224156887772,1547.209634566581,77,LO
601,korjama.,kor,0,o,2,1,off,0.1796518427681377,397.0340617515899,1652.3039081510378,77,LO
602,korjama.,ja,1,a,1,0,ictus,0.1491347169764907,648.1654387244226,877.4835863440717,77,LO
603,neede,nee,0,eː,2,1,off,0.0755578323814489,609.9813550431743,1006.971493587414,77,LO
604,neede,de,1,e,1,0,off,0.0888915675075878,580.4080704940957,979.5242938932184,77,LO
605,pani,pa,0,a,1,1,ictus,0.1138421312305695,660.363936741826,1572.385980538832,77,LO
606,pani,ni,1,ɪ,1,0,ictus,0.0534855785552537,837.7062316221175,1943.857180297583,77,LO
607,"taevudes,",tae,0,a,2,1,ictus,0.1929100132209669,1061.3962678919636,1371.303952673759,77,LO
608,"taevudes,",tae,0,e,2,1,ictus,0.1393611744207703,1053.9745145495292,1800.9788531645374,77,LO
609,"taevudes,",vu,1,u,1,0,off,0.1374779240465926,560.6336702076089,1325.6605119854898,77,LO
