,Unnamed: 0,word,syll,index,segment,quantity,stressed,ictus,duration,midpoint,f1,f2,euc,fileid,performer
189,129,pirdu,pir,0,i,2,1,off,0.1451267006802652,53.89277083333333,907.6781190844456,1631.596839532643,723.9187204481972,18,MH
190,130,pirdu,du,1,u,1,0,off,0.1573133417379608,54.078408566570495,965.4210557227932,1324.0477425598071,358.62668683701384,18,MH
191,131,"pistussenna,",pis,0,i,2,1,off,0.1689909605342023,54.20881191309023,983.5022519884226,1526.087371933663,542.5851199452404,18,MH
192,132,"pistussenna,",tus,1,u,2,0,off,0.1643572227113026,54.38144917976309,904.043921014084,1588.6142747300182,684.5703537159342,18,MH
193,133,võta,võ,0,ɵ,2,1,off,0.0765573681194382,56.02398717962737,537.103881786068,2113.444604507376,1576.340722721308,18,MH
194,134,võta,ta,1,a,1,0,off,0.1946361993977348,56.26604524680771,855.7273363864257,2189.219758432327,1333.4924220459015,18,MH
195,135,lõmmu,lõm,0,ɵ,2,1,off,0.2136643895246948,56.42477707623927,704.7550239423205,2051.674343929448,1346.919319987127,18,MH
196,136,lõmmu,mu,1,u,1,0,ictus,0.1595298273961276,56.55737109723739,843.9883965797734,1634.8983406282073,790.9099440484339,18,MH
197,137,lõhna,lõh,0,ɵ,2,1,ictus,0.2160123498491373,56.73648646183344,1113.0509415327865,1497.2631701652638,384.21222863247726,18,MH
198,138,lõhna,na,1,a,1,0,off,0.1878368259557845,56.87501612097583,716.9960416636352,1561.7618027607436,844.7657610971085,18,MH
199,139,"päälta,",pääl,0,æːl,3,1,off,0.2394919530936192,57.0530101943678,616.5432995731206,1217.3827226357716,600.839423062651,18,MH
200,140,"päälta,","ta,",1,a,2,0,ictus,0.1829226168323856,57.177233803089,547.7341596815976,1531.186227698083,983.4520680164854,18,MH
201,141,ole,o,0,o,1,1,ictus,0.086708140426154,58.58290551579131,534.1677392030739,1703.1990766505787,1169.031337447505,18,MH
202,142,ole,le,1,ɛ,1,0,ictus,0.0812499129283708,58.6488013585066,789.1889874238104,2220.0215093181628,1430.8325218943523,18,MH
203,143,lõmmu,lõm,0,ɵ,2,1,off,0.1829602932601233,58.818138239033686,476.39048608319314,1967.3827626945688,1490.9922766113762,18,MH
204,144,lõmmu,mu,1,u,1,0,off,0.1775470706061668,58.99586592168661,716.2601548040633,1764.160462151645,1047.900307347582,18,MH
205,145,lõhna,lõh,0,ɵ,2,1,off,0.1901847862802128,59.13415481976622,1162.8502803440283,1462.4768937450194,299.6266134009909,18,MH
206,146,lõhna,na,1,a,1,0,off,0.160664489347468,59.27766431219328,1159.873937464622,1409.7714503529278,249.89751288830576,18,MH
207,147,"päälta,",pääl,0,æːl,3,1,off,0.2653195166625295,59.50431384974054,828.1156351755069,1550.898127200988,722.7824920254811,18,MH
208,148,"päälta,","ta,",1,a,2,0,off,0.1926065240446348,59.60182798064506,862.6668010828541,1570.0368006060992,707.369999523245,18,MH
209,149,võta,võ,0,ɵ,2,1,off,0.1314857781690364,60.85151932621421,367.480194614566,1104.881285301886,737.40109068732,18,MH
210,150,võta,ta,1,a,1,0,off,0.2315918064362705,61.110112676381625,463.28956987605295,1546.491785922341,1083.202216046288,18,MH
211,151,roogu,roo,0,oː,2,1,off,0.2444429327286599,61.28019949924416,938.3540877612302,2096.4219214894515,1158.067833728221,18,MH
212,152,roogu,gu,1,u,1,0,off,0.2089684688757955,61.40446398262152,945.5846916880728,1761.403355724419,815.8186640363461,18,MH
213,153,räästa,rääs,0,æː,2,1,off,0.1455735401157341,61.47679984141339,1004.318572040944,1791.5122665699628,787.1936945290187,18,MH
214,154,räästa,ta,1,a,1,0,ictus,0.2042725482268963,61.709247913533645,731.6789515728149,1006.8298299198658,275.15087834705093,18,MH
215,155,esta!,es,0,e,2,1,off,0.1987663044929348,61.80587794391313,549.757409062971,1598.252539483438,1048.495130420467,18,MH
216,156,esta!,ta!,1,a,2,0,ictus,0.194880706929112,61.982785291331744,785.2810151562956,1566.288544914616,781.0075297583205,18,MH
217,157,Siin,siin,0,iiː,3,1,off,0.2672428290835853,68.26455239526742,798.4186299180604,2155.1897276226937,1356.7710977046331,18,MH
218,158,om,om,0,o,3,1,off,0.0652960128496147,68.23698144605066,820.4921464122851,1873.8239779476949,1053.3318315354095,18,MH
219,159,siin,siin,0,iiː,3,1,off,0.2438265306122673,70.66770312500002,1035.62781157353,1463.7137200817235,428.0859085081938,18,MH
220,160,om,om,0,o,3,1,off,0.0650398841417541,70.65494241939514,1039.0143558275176,1449.7915264742107,410.7771706466931,18,MH
221,161,siin,siin,0,iiː,3,1,ictus,0.3079070294784571,73.16492825255102,411.2592658398149,1366.3449660294318,955.085700189617,18,MH
222,162,om,om,0,o,3,1,ictus,0.153379413798433,73.21153566379844,393.863381595979,1817.1126439543316,1423.2492623583523,18,MH
223,163,Kui,kui,0,uiː,3,1,off,0.2736936479315943,77.92796665353153,652.7852294528504,1899.6876704366675,1246.9024409838169,18,MH
224,164,sa,sa,0,a,3,1,off,0.0804981317445765,77.92635669089663,654.4892169530275,1877.5612323495184,1223.0720153964908,18,MH
225,165,"tää,","tää,",0,æ:,3,1,ictus,0.2761768725336253,78.25244240511189,345.00254086433785,1132.760169677084,787.7576288127461,18,MH
226,166,ma,ma,0,a,3,1,ictus,0.103304353157057,78.26619217912076,335.6421091170168,1241.6848217776492,906.0427126606324,18,MH
227,167,juhate:,ju,0,u,1,1,off,0.1822181678356287,78.46181546204453,611.2488782104771,1059.7144853260954,448.4656071156184,18,MH
228,168,juhate:,ha,1,ɑ,2,0,ictus,0.1704059394182877,78.58470635862719,587.1281621338956,1055.2375443091123,468.1093821752168,18,MH
229,169,karask,ka,0,a,1,0,off,0.1004034547784726,80.13192958311485,598.7877471026768,2171.580612716847,1572.7928656141703,18,MH
230,170,karask,rask,1,ɑ,3,1,off,0.1124753239654978,80.20629751784055,627.4153757470935,2397.0638541804974,1769.648478433404,18,MH
231,171,om,om,0,o,3,1,off,0.0909320974481886,80.31504389027738,741.0121637036023,2406.855933589726,1665.8437698861244,18,MH
232,172,kambren,kamb,0,a,2,1,off,0.1812534688134235,80.50854359810073,425.25316273839655,2329.0741988089467,1903.8210360705505,18,MH
233,173,kambren,ren,1,e,2,0,off,0.0999696967166698,80.61692196089638,733.5890970893245,1646.188985723723,912.5998886343982,18,MH
234,174,kapi,ka,0,a,2,1,off,0.1663047291174564,80.80429084286929,1016.2545352115504,1437.07751655486,420.8229813433096,18,MH
235,175,kapi,pi,1,i,1,0,off,0.2285066379161264,81.03530156421996,404.15593424104776,1093.834731257337,689.6787970162889,18,MH
236,176,pääl.,pääl.,0,æ,3,1,off,0.2286146941546007,81.19008937376417,408.2302293821408,1155.981847814746,747.7516184326053,18,MH
237,177,taha,ta,0,a,1,1,off,0.2368891857537107,82.95213909837646,792.9126294670308,1800.924938714997,1008.0123092479664,18,MH
238,178,taha,ha,1,ɑ,1,0,ictus,0.1446183433016301,83.02752574302471,813.9767028944782,1632.1590703862137,818.1823674917355,18,MH
239,179,kanaliha –,ka,0,a,1,1,ictus,0.2668150742482567,83.27653367091096,908.6083232503522,1326.8536667547482,418.245343504396,18,MH
240,180,kanaliha –,na,1,ɑ,1,0,off,0.2230505333624535,83.41015083357466,803.2643664908703,1578.3553036372964,775.0909371464261,18,MH
241,181,kana,ka,0,a,1,1,off,0.279749261988286,85.44571858902695,474.2102643076125,2110.495233972859,1636.2849696652463,18,MH
242,182,kana,na,1,ɑ,1,0,off,0.167003697190978,85.50916126134726,629.0686839456304,2195.776901717459,1566.708217771829,18,MH
243,183,kannustenu.,kan,0,a,2,1,off,0.2055129028213684,85.67813045934719,917.290756613206,1418.0485788860472,500.7578222728412,18,MH
244,184,kannustenu.,nus,1,u,2,0,off,0.0994465318362358,85.74959727385462,1069.4393057748923,1447.3146382229995,377.8753324481074,18,MH
245,185,"Saagu,",saa,0,aː,2,1,ictus,0.2443943211013106,87.61464952943464,431.1456368117839,1088.2964553263962,657.1508185146123,18,MH
246,186,"Saagu,","gu,",1,u,2,0,ictus,0.1671274462761403,87.71214603116975,483.0276420737397,1085.428450556949,602.4008084832092,18,MH
247,187,"saagu,",saa,0,aː,2,1,off,0.2150364583333441,87.88044791666667,420.0497683080744,1862.4813613294336,1442.4315930213595,18,MH
248,188,"saagu,","gu,",1,u,2,0,off,0.0356381125488951,87.85863397532387,446.5019671402581,1980.6197010071885,1534.1177338669304,18,MH
249,189,ma,ma,0,a,3,1,off,0.1001689265501966,87.9721671940799,363.4487478561462,1807.4880995529372,1444.0393516967913,18,MH
250,190,sajatan:,sa,0,a,1,1,ictus,0.2616289438570902,88.22043840179832,468.1557745010457,987.0468513666028,518.8910768655572,18,MH
251,191,sajatan:,ja,1,ɑ,2,0,ictus,0.1100396659282978,88.23378282777637,455.8575866904679,978.24423089423,522.386644203762,18,MH
252,192,"Saagu,",saa,0,aː,2,1,off,0.2814183673469301,90.00893484268707,876.1747849293351,1808.4999004157164,932.3251154863812,18,MH
253,193,"Saagu,","gu,",1,u,2,0,off,0.1419082643145373,90.03885501176352,654.9136741464135,1172.686292034561,517.7726178881471,18,MH
254,194,"saagu,",saa,0,aː,2,1,off,0.2460867346938755,90.24907281037416,683.604161247061,2318.690640569671,1635.08647932261,18,MH
255,195,"saagu,","gu,",1,u,2,0,off,0.0959058834085624,90.26644661344253,675.6370756703801,2319.083750645402,1643.4466749750218,18,MH
256,196,ma,ma,0,a,3,1,off,0.0785889069476297,90.31966288870144,643.884968929061,2329.19903482018,1685.3140658911188,18,MH
257,197,sajatan:,sa,0,a,1,1,off,0.1993719560520617,90.53154156347836,424.2233327819475,1971.6553325474752,1547.4319997655275,18,MH
258,198,sajatan:,ja,1,ɑ,2,0,off,0.1377090749589342,90.62360239868627,442.8314961093929,2098.868134668426,1656.0366385590332,18,MH
259,199,siia,sii,0,iː,2,1,ictus,0.1140282784770931,92.18069519082584,760.2179233743137,1887.7321156113812,1127.5141922370676,18,MH
260,200,siia,a,1,a,1,0,ictus,0.0640789064185582,92.20984725959316,565.8513531717416,1476.4528023214025,910.6014491496608,18,MH
261,201,sinu,si,0,i,1,1,off,0.0528518373862141,92.28139796376112,725.4399016054897,2358.5851636970788,1633.145262091589,18,MH
262,202,sinu,nu,1,ʊ,1,0,off,0.085626858275873,92.3635989033439,624.0885185884564,1799.4616548972351,1175.373136308779,18,MH
263,203,tütar,tü,0,y,2,1,off,0.1586089268741375,92.5152245113344,706.2829344459292,1243.953593685202,537.6706592392727,18,MH
264,204,tütar,tar,1,a,2,0,ictus,0.1242709117776428,92.6582995742363,925.9422307294624,1824.8955746672852,898.953343937823,18,MH
265,205,"seenetagu,",see,0,eː,2,1,off,0.2947904677824908,92.9617354042064,617.5754576599675,2117.873475810714,1500.2980181507464,18,MH
266,206,"seenetagu,",ne,1,e,2,0,off,0.1159509173278081,92.95977013442122,642.1874933566396,1971.670951961828,1329.4834586051882,18,MH
267,207,aia,ai,0,ai,2,1,off,0.2941656326632937,94.82317277408826,1101.2245006191365,1460.4161340577173,359.1916334385808,18,MH
268,208,hääre,hää,0,æː,2,1,off,0.2984207933976677,95.14442425724306,704.4568895934058,1809.8853915154327,1105.428501922027,18,MH
269,209,hääre,re,1,e,1,0,off,0.1659928344190007,95.19820669496322,563.9304522949237,2169.032396365149,1605.1019440702255,18,MH
270,210,"allitagu,",al,0,aʎ,2,1,off,0.2994932197786113,95.41470349753232,499.3651646311709,2171.764772990477,1672.3996083593065,18,MH
271,211,"allitagu,",li,1,i,2,0,off,0.0784994278504314,95.39251845789995,445.7073532073985,2302.02191231646,1856.3145591090613,18,MH
272,212,vennal,ven,0,e,2,1,ictus,0.1473316326530778,97.05623703231292,766.358425059158,1298.3219059333717,531.9634808742135,18,MH
273,213,vennal,nal,1,al,2,0,off,0.1744512944066798,97.24102251039308,809.4683356043284,1725.9976473513668,916.5293117470384,18,MH
274,214,vii,vii,0,i,3,1,ictus,0.2887550967941763,97.48961947135014,815.2896892062291,1520.3721982490567,705.0825090428276,18,MH
275,215,vii,vii,0,iː,3,1,ictus,0.1514780835641715,97.49672000651722,933.3725690087466,1512.1768792093844,578.8043102006378,18,MH
276,216,"kandijaksa,",kan,0,a,2,1,ictus,0.2309271977003391,97.70172847980254,693.2690686597045,2250.836285558112,1557.5672168984072,18,MH
277,217,"kandijaksa,",di,1,i,1,0,off,0.2087958739636803,97.88110329412469,579.7989772218574,2078.244966431624,1498.445989209766,18,MH
278,218,õel,õel,0,ɵ,3,1,off,0.272123709127527,99.55969027956358,889.8815756305963,1483.5815062810868,593.6999306504905,18,MH
279,219,õel,õel,0,el,3,1,off,0.2864591880858143,99.71008761308563,924.2735613846246,1531.4050217950426,607.131460410418,18,MH
280,220,õvve,õv,0,ɵ,2,1,off,0.2536749362818398,99.82053295532457,929.4840334220568,1536.981332350947,607.4972989288902,18,MH
281,221,õvve,ve,1,e,1,0,off,0.1714303511043624,99.92801458042268,743.8731197924106,1589.5500282945038,845.6769085020932,18,MH
282,222,"pühkijaksa,",püh,0,y,2,1,off,0.1668611857690507,100.04512205308976,665.8043704730106,1547.2159908800504,881.4116204070398,18,MH
283,223,"pühkijaksa,",ki,1,i,1,0,off,0.1815855775120667,100.25458766793156,599.7199890178549,2373.118612555668,1773.398623537813,18,MH
284,224,õel,õel,0,ɵ,3,1,off,0.2940893911969624,101.9408737418003,955.051542254408,1857.465335440984,902.4137931865762,18,MH
285,225,õel,õel,0,el,3,1,ictus,0.3213856820767375,102.11521472827856,748.1711031483617,1585.0026866995618,836.8315835512001,18,MH
286,226,õvve,õv,0,ɵ,2,1,ictus,0.1888146438869569,102.14333653112716,775.2844708722332,1721.5672832744049,946.2828124021715,18,MH
287,227,õvve,ve,1,e,1,0,off,0.1710662758553667,102.29224548503905,760.3529439345521,1678.235083404854,917.882139470302,18,MH
288,228,"pühkijaksa,",püh,0,y,2,1,off,0.1849212969124209,102.4366058468207,1007.020254030962,1511.5596219146296,504.5393678836675,18,MH
289,229,"pühkijaksa,",ki,1,i,1,0,ictus,0.1520193012415518,102.60081330634358,999.5462969450148,1284.8656558739508,285.3193589289359,18,MH
290,230,vennanaistel,ven,0,e,2,1,off,0.1553788001027101,104.19451942510273,860.0847694455852,1879.305807569979,1019.2210381243938,18,MH
291,231,vennanaistel,na,1,a,1,0,off,0.1800212167653967,104.37677445443242,941.7194209540498,1473.8351176003878,532.1156966463379,18,MH
292,232,vemmeldada!,vem,0,e,2,1,off,0.1538164310281615,104.76716473234336,1144.738204587121,1396.7733367332355,252.03513214611485,18,MH
293,233,vemmeldada!,mel,1,e,2,0,off,0.1241325583735886,104.886574856431,841.2719365234706,1529.2680909815456,687.996154458075,18,MH
294,234,Ega,e,0,e,1,1,off,0.1240202203320848,106.41621403061431,506.3439889647701,2133.9871999805027,1627.6432110157325,18,MH
295,235,Ega,ga,1,ɑ,1,0,off,0.1291282542695739,106.50773540025892,720.3721672918615,2348.34842440078,1627.9762571089186,18,MH
296,236,ole,o,0,o,1,1,ictus,0.2845359616090945,106.87180596391332,1010.3934922157888,2227.926495267847,1217.533003052058,18,MH
297,237,ole,le,1,ɛ,1,0,ictus,0.178647748177724,106.93712957136776,445.0873079472034,816.0876369738886,371.0003290266852,18,MH
298,238,"näl´lasandi,",näl´,0,æl,2,1,ictus,0.2515119896715987,107.13761763520108,489.1533790089786,2077.950288678387,1588.7969096694085,18,MH
299,239,"näl´lasandi,",la,1,a,1,0,off,0.1756591673896537,107.22145496509158,592.6637881333814,1780.445358538335,1187.7815704049535,18,MH
300,240,me,me,0,e,3,1,ictus,0.1912693034950621,108.84293965412316,717.2608271507895,1649.840694622,932.5798674712104,18,MH
301,241,olem,o,0,o,1,1,ictus,0.0728974357249399,108.82020243810057,699.164714888263,1521.6522768237162,822.4875619354532,18,MH
302,242,olem,lem,1,ɛ,2,0,ictus,0.0500000000000113,108.8572418154762,720.4865899193943,1772.4321442317812,1051.9455543123868,18,MH
303,243,pal´lalt,pal´,0,al,2,1,off,0.2439971196924943,109.14570491148504,1004.9927676887156,1486.451769305067,481.4590016163514,18,MH
304,244,pal´lalt,lalt,1,al,2,0,off,0.1521457133608521,109.205585638488,950.8843851862384,1415.093507742257,464.2091225560189,18,MH
305,245,nal,nal,0,al,3,1,off,0.2249740949503405,109.42026215812685,924.1668985746549,1524.4117294926991,600.2448309180443,18,MH
306,246,lasandi.,las,0,a,3,1,off,0.1778640000981113,109.50932918834974,926.3781022182852,1500.961658718954,574.5835565006686,18,MH
307,247,lasandi.,an,1,ɑ,2,1,off,0.1834222501011879,109.64365356342384,968.0910536205364,1552.2276583207176,584.1366047001814,18,MH
308,0,sain,sain,0,ai,3,1,ictus,0.2175000000000002,2.2946261337868488,668.8538235689277,985.4227562731736,316.5689327042457,41,LK
309,1,"mal´lika,",mal´,0,al,2,1,off,0.2695677783866728,2.5321729130845885,453.1704191028246,1073.7314752452,620.5610561423755,41,LK
310,2,"mal´lika,",li,1,i,2,0,off,0.1307604895159233,2.5663718103425994,473.08383870221417,1086.608163757179,613.5243250549648,41,LK
311,3,mal´likast,mal´,0,al,2,1,off,0.2454273803221953,3.1430169801627152,525.5007125607489,1077.278300653572,551.7775880928231,41,LK
312,4,mal´likast,li,1,i,2,0,off,0.1227136901610972,3.1852626767755514,524.9241067922687,971.51823546659,446.59412867432127,41,LK
313,5,sain,sain,0,ai,3,1,ictus,0.1598390022675726,3.541631519274376,911.9718052813938,1330.894195840944,418.9223905595501,41,LK
314,6,"man´nipil´li,",man´,0,a,2,1,off,0.2405921612725414,3.7960965341510096,476.4619315965128,1342.7999070407584,866.3379754442456,41,LK
315,7,"man´nipil´li,",ni,1,i,2,0,off,0.1307700443513821,3.863540477350614,542.9780447393792,969.010727942274,426.0326832028948,41,LK
316,8,petsariinist,pet,0,e,2,0,ictus,0.1829709949562641,7.273967560367835,906.5090026149704,1990.516572723539,1084.0075701085684,41,LK
317,9,petsariinist,sa,1,a,1,0,off,0.2079421661640239,7.4927047254189585,492.3802220892268,1107.2085876076233,614.8283655183965,41,LK
318,10,sain,sain,0,ai,3,1,off,0.2079421661640257,7.996020449257312,600.2328120089596,951.698080456333,351.4652684473733,41,LK
319,11,"riimuka,",rii,0,iː,2,1,ictus,0.2755656348352513,8.25117926405062,506.5959679211313,1163.6439871393538,657.0480192182225,41,LK
320,12,"riimuka,",mu,1,u,2,0,ictus,0.2062515794472439,8.36543897021688,818.6357878680727,1233.9769944778766,415.3412066098039,41,LK
321,13,riimukast,rii,0,iː,2,1,ictus,0.2556622535714545,8.955495533751803,1046.4691223331208,1955.596253835565,909.1271315024442,41,LK
322,14,riimukast,mu,1,u,1,0,ictus,0.1510895691609945,9.029958616780045,973.4135585809572,1654.9519692201477,681.5384106391905,41,LK
323,15,sain,sain,0,ai,3,1,off,0.1756288524534355,9.351788670917554,973.6291240822826,1617.7920489518265,644.1629248695439,41,LK
324,16,"rindasõl´ge,",rin,0,i,2,1,off,0.167928757759423,9.506333055607673,896.00624452354,1994.224482309329,1098.218237785789,41,LK
325,17,"rindasõl´ge,",da,1,a,1,0,ictus,0.2165495809068716,9.74503320641042,720.2726307073028,1496.7160471863947,776.4434164790919,41,LK
326,18,rindasõlesta,rin,0,i,2,1,off,0.188967752639769,10.419448748216308,561.4148371249854,1554.6291273607048,993.2142902357194,41,LK
327,19,rindasõlesta,da,1,a,1,0,ictus,0.2312076032298371,10.682892026896456,560.9083778550697,1027.6692995434064,466.7609216883367,41,LK
328,20,"sõmera,",sõ,0,ɵ,1,1,ictus,0.4246216559317197,11.641360365607548,561.5541425069816,1459.32547459914,897.7713320921582,41,LK
329,21,"sõmera,",me,1,ɛ,1,0,ictus,0.2467696534472274,11.72584006678768,506.9333401543477,1413.7143745697651,906.7810344154176,41,LK
330,22,sõmerast,sõ,0,ɵ,1,0,ictus,0.3745239740458785,12.304753282435904,836.3373682719124,1681.284357837246,844.9469895653336,41,LK
331,23,sõmerast,me,1,ɛ,1,0,ictus,0.1898140672117918,12.351369342513207,934.6339150074938,1445.7271583606262,511.0932433531324,41,LK
332,24,sain,sain,0,ai,3,1,off,0.1464999999999996,12.634416666666668,929.3162114232672,1655.528681193593,726.2124697703259,41,LK
333,25,"soolavakka,",soo,0,oː,2,1,ictus,0.3324733390461567,12.990446411608517,565.6394794949806,1395.6218957537908,829.9824162588102,41,LK
334,26,"soolavakka,",la,1,a,1,0,ictus,0.2135408256132649,13.075035473758165,600.2620859509032,1342.3342427659782,742.072156815075,41,LK
335,27,soolavakast,soo,0,oː,3,1,ictus,0.3505759410407876,13.689205381579493,490.1619537069241,1145.722019003137,655.5600652962125,41,LK
336,28,soolavakast,la,1,a,1,1,ictus,0.237711081421402,13.776323199915389,432.8304249302967,1582.0434282693457,1149.213003339049,41,LK
337,29,"vaisiküisi,",vai,0,ai,2,1,ictus,0.2624918823233599,14.28574051819824,580.201258511674,1226.769748184359,646.568489672685,41,LK
338,30,"vaisiküisi,",si,1,i,2,0,ictus,0.2050717830651223,14.423548756418002,705.6681767017453,1150.0659952199308,444.39781851818543,41,LK
339,31,vaisiküisist,vai,0,ai,2,1,ictus,0.3326511042271676,15.036809699816269,403.50194817030393,2196.827609055223,1793.3256608849192,41,LK
340,32,vaisiküisist,si,1,i,2,0,ictus,0.2102354978715723,15.112654151580063,418.2410562705357,1612.534770357894,1194.2937140873582,41,LK
341,33,kübara,kü,0,y,1,1,ictus,0.3419678362293759,15.730631689440514,898.0460396082091,1171.926065717479,273.88002610927003,41,LK
342,34,kübara,ba,1,ɑ,1,0,ictus,0.2381561716597424,15.84054992251424,612.1801415840513,1498.1289213298935,885.9487797458422,41,LK
343,35,ja,ja,0,a,3,1,off,0.1199077240659818,16.09070477622018,765.8439085128246,1269.5670657630542,503.7231572502296,41,LK
344,36,kübarast,kü,0,y,1,0,ictus,0.4127729891509162,16.517291135982184,812.9910938206823,903.3201731568428,90.3290793361606,41,LK
345,37,kübarast,ba,1,ɑ,1,0,ictus,0.1129990723503411,16.472610210459802,602.0792658551458,861.5913528925241,259.5120870373784,41,LK
346,38,sain,sain,0,ai,3,1,off,0.1979075324986539,16.830035115455672,720.9380651343657,1333.0407373636322,612.1026722292664,41,LK
347,39,"künnirauda,",kün,0,y,2,1,off,0.2276084246143028,17.031610450348648,816.4428325914503,1392.8817762538924,576.4389436624422,41,LK
348,40,"künnirauda,",ni,1,i,1,0,ictus,0.2796883183819858,17.28911659175551,789.9988937342556,1160.5678419516366,370.568948217381,41,LK
349,41,künnirauast,kün,0,y,2,1,off,0.2626724457485991,17.951089057341424,721.2667987220883,1047.0807867267436,325.81398800465524,41,LK
350,42,künnirauast,ni,1,i,1,0,ictus,0.2196989619006899,18.09920395340286,815.5944894467298,1579.783160569271,764.1886711225413,41,LK
351,43,sain,sain,0,ai,3,1,off,0.1155862987248781,18.49756815813531,808.5560684548274,1000.5749153133062,192.0188468584788,41,LK
352,44,ranitsa,ra,0,a,1,1,ictus,0.3617193185422493,18.923250554011084,479.7239975029184,1008.01996141759,528.2959639146717,41,LK
353,45,ranitsa,nit,1,ɪ,2,0,ictus,0.1098680173142341,18.87761306989594,529.5765716361998,1096.5319643551024,566.9553927189027,41,LK
354,46,ja,ja,0,a,3,1,off,0.1164597969322187,19.24951393525421,723.4262828516165,1235.9425381374122,512.5162552857956,41,LK
355,47,ranitsast,ra,0,a,1,1,ictus,0.3579029135600038,19.62360322155981,486.78988729360543,1194.1509876354282,707.3611003418227,41,LK
356,48,ranitsast,nit,1,ɪ,2,0,ictus,0.1058938809528484,19.574794015762404,460.2317459487992,2370.3095106854425,1910.0777647366435,41,LK
357,49,sain,sain,0,ai,3,1,off,0.1907242590254867,19.987833220049623,656.5846889590306,2159.2157307534617,1502.631041794431,41,LK
358,50,rapsuvitsa,rap,0,a,2,1,off,0.1603037605720132,20.12649630230617,1055.0112742645508,2231.1428767502566,1176.1316024857058,41,LK
359,51,rapsuvitsa,su,1,u,1,0,ictus,0.2369793156918547,20.39727778507961,1024.6427831621145,2025.819512669062,1001.1767295069478,41,LK
360,52,lapse,lap,0,a,2,1,ictus,0.1752854710439777,20.78884944188413,516.573723809499,1185.853450765745,669.279726956246,41,LK
361,53,lapse,se,1,e,1,0,off,0.2121876754742899,21.014875444019783,831.390455459225,1500.7657957055071,669.3753402462821,41,LK
362,54,puksu,puk,0,u,2,1,ictus,0.1900463528160969,21.13983011343848,849.2540508881939,1300.984002003226,451.7299511150322,41,LK
363,55,puksu,su,1,u,1,0,ictus,0.2527801003476284,21.38430721778929,596.2474157124897,1410.5287095429803,814.2812938304907,41,LK
364,56,pihta,pih,0,i,2,1,ictus,0.1506351454404111,21.44143747067939,587.1676111444574,1450.9366583709848,863.7690472265274,41,LK
365,57,pihta,ta,1,a,1,0,off,0.1778246773970551,21.667898906559717,576.144631465915,1543.3356680331117,967.1910365671964,41,LK
366,58,peks(a) –,peks,0,e,2,1,off,0.1616455472673692,21.77408148831045,516.2600507182217,1458.1753708343872,941.9153201161656,41,LK
367,59,peks(a) –,(a) –,1,a,2,0,off,0.1015526821248187,21.88967363403783,620.5521937274488,1992.7506356106865,1372.1984418832376,41,LK
368,0,pandi,pan,0,a,2,1,off,0.1770264394799134,3.606533713230247,573.1809227425911,989.590104113264,416.40918137067285,65,LK
369,1,pandi,di,1,i,1,0,off,0.1290391054167869,3.697866409871952,552.0437984432056,995.7388935868458,443.6950951436403,65,LK
370,2,mind(e),mind,0,i,2,1,ictus,0.0852095252893585,3.74592541565666,550.604532162798,923.7839706667272,373.1794385039293,65,LK
371,3,mind(e),(e),1,e,2,0,ictus,0.0677368533412554,3.814565383148604,559.4320509858421,889.6181161026562,330.1860651168141,65,LK
372,4,paju,pa,0,a,1,1,off,0.3866169768428902,4.233735598695146,565.8746365620035,1092.536073751702,526.6614371896986,65,LK
373,5,paju,ju,1,ʊ,1,0,off,0.2699159379879798,4.356542355221539,568.7582195290371,1009.1161121596166,440.3578926305795,65,LK
374,6,"raiumaie,",rai,0,ai,2,1,ictus,0.291411765833784,4.569959374730413,602.0937219692717,963.0695419972548,360.9758200279832,65,LK
375,7,"raiumaie,",u,1,u,1,0,off,0.3494418144413771,4.833617639056217,1048.8256940395308,2579.920772310121,1531.09507827059,65,LK
376,8,saare,saa,0,aː,2,1,off,0.401021531643881,7.282181962482883,519.2395231619329,1113.7366875143716,594.4971643524387,65,LK
377,9,saare,re,1,e,1,0,off,0.2190923328085201,7.336323093841901,750.1635016843467,916.1259251364584,165.9624234521117,65,LK
378,10,juuri,juu,0,uː,2,1,ictus,0.3297794497162059,7.647817162499826,688.2599372063066,1739.861978584065,1051.602041377758,65,LK
379,11,juuri,ri,1,i,1,0,ictus,0.2512264213793855,7.777392172695805,803.4522081526424,1401.109456618745,597.6572484661027,65,LK
380,12,"juksimaie,",juk,0,u,2,0,ictus,0.2117315353673312,7.897329850897467,857.3070515111099,1368.8257377487298,511.51868623761993,65,LK
381,13,"juksimaie,",si,1,i,1,0,off,0.2697655103865592,8.168506904853142,507.0866713661333,1532.6698588865906,1025.5831875204574,65,LK
382,14,tamme,tam,0,a,2,1,ictus,0.2628181345509759,10.342285224785211,795.1949368598978,1374.2864738258927,579.0915369659949,65,LK
383,15,tamme,me,1,e,1,0,off,0.2255855654895882,10.53173329677404,871.5471399969551,1449.209921004839,577.6627810078842,65,LK
384,16,tüve,tü,0,y,1,1,off,0.4314597708878516,10.90624913850918,860.9371844069863,1371.7717210714547,510.8345366644685,65,LK
385,17,tüve,ve,1,ɛ,1,0,off,0.2006939008591075,10.92954079854638,1025.602073724834,1130.543421623869,104.94134789903524,65,LK
386,18,tampimaie.,tam,0,a,2,0,ictus,0.1686416363368756,11.06181555220354,1044.406337177945,1527.065772610008,482.659435432063,65,LK
