,Unnamed: 0,word,syll,index,segment,quantity,stressed,ictus,duration,midpoint,f1,f2,euc,fileid,performer
61,1,sissi,si,1,i,1,0,ictus,0.2159530522237467,0.8082247358972161,428.9942297691756,1625.306339584701,1196.3121098155252,18,MH
62,2,"kadrisandi,",kad,0,a,2,1,ictus,0.2619810954886461,1.0122609913384273,843.3314242815272,1887.7943968455504,1044.462972564023,18,MH
63,3,"kadrisandi,",ri,1,i,1,0,off,0.1739597728796991,1.1357503300339538,763.0909845248258,2382.8796792200524,1619.7886946952267,18,MH
64,4,Laske,las,0,a,2,1,off,0.1665572562358281,3.0092942176870747,952.8006662097812,1587.202678110281,634.4020119005,18,MH
65,5,Laske,ke,1,e,1,0,off,0.1766575947314805,3.196718253148053,942.2261511765372,1555.2393515031536,613.0132003266165,18,MH
66,6,sissi,sis,0,i,2,1,off,0.1779999999999999,3.3401401643990933,895.2047909389747,1611.407003048157,716.2022121091824,18,MH
67,7,sissi,si,1,i,1,0,off,0.1772559147827985,3.5300239136490124,819.7879571685054,1552.620660806385,732.8327036378797,18,MH
68,8,"kadrisandi,",kad,0,a,2,1,off,0.2487536050200276,3.739142037770785,471.56930190012383,1998.299048955064,1526.7297470549402,18,MH
69,9,"kadrisandi,",ri,1,i,1,0,off,0.1755475901939691,3.8536497092728967,458.5180243350704,1662.7708012858443,1204.2527769507738,18,MH
70,10,kadril,kad,0,a,2,1,ictus,0.2383753956443701,5.631261819137378,541.1671597922953,1568.5352540162658,1027.3680942239705,18,MH
71,11,kadril,ril,1,il,2,0,ictus,0.1907438249049473,5.79381794622014,896.3877163637077,1687.5348034294984,791.1470870657907,18,MH
72,12,küüdse,küüd,0,yː,2,1,off,0.2572796873951191,5.990682183550167,889.7359076474534,2075.023655682747,1185.2877480352938,18,MH
73,13,küüdse,se,1,e,1,0,off,0.1910232452034055,6.111501444956181,657.9432796992207,2250.030662184197,1592.0873824849762,18,MH
74,14,"külmeteve,",kül,0,yl,2,1,ictus,0.3036591130861659,6.353639939495871,520.6939570127585,1585.3862462151003,1064.6922892023422,18,MH
75,15,"külmeteve,",me,1,e,2,0,ictus,0.1491183144619565,6.387530465509951,542.5094290837442,1868.7457202009607,1326.2362911172163,18,MH
76,16,kadril,kad,0,a,2,1,off,0.2409867400989895,8.263470658881694,1062.9414472987417,2139.091809211688,1076.150361912946,18,MH
77,17,kadril,ril,1,il,2,0,off,0.2089873689058983,8.429952363236964,913.5556197004388,1512.86977839516,599.3141586947213,18,MH
78,18,varba,var,0,a,2,1,off,0.1538863110904742,8.504071906869507,953.7435739246588,1483.4395489950691,529.6959750704104,18,MH
79,19,varba,ba,1,a,1,0,off,0.2303083250661401,8.758112841317086,865.0829622601977,1622.4274178289795,757.3444555687818,18,MH
80,20,valutave!,va,0,a,1,1,off,0.2466126780296029,8.91844059743339,634.3710915083828,1400.0527261834948,765.6816346751119,18,MH
81,21,valutave!,lu,1,ʊ,2,0,off,0.1242927897269225,8.958885076630247,536.0308156727865,1921.1266595572008,1385.095843884414,18,MH
82,22,Kadri,kad,0,a,2,1,off,0.1362520268419871,10.680927461759874,1006.61711210459,2134.248531325319,1127.6314192207292,18,MH
83,23,Kadri,ri,1,i,1,0,ictus,0.0539330939582853,10.730602679879349,857.9527508324487,1876.5866655179063,1018.6339146854576,18,MH
84,24,om,om,0,o,3,1,ictus,0.1816693691226483,10.885305502022852,1185.1371004509506,1416.6010054518702,231.4639050009196,18,MH
85,25,tullu,tul,0,ul,2,1,off,0.2940791829694049,11.16519176552955,605.65614549036,1417.5069777994895,811.8508323091295,18,MH
86,26,tullu,lu,1,u,1,0,off,0.1438357412152662,11.203595768142703,533.1213725651329,2096.1306016081385,1563.0092290430057,18,MH
87,27,kauge,kau,0,auː,2,1,ictus,0.3275760705467938,11.502939392320409,624.9489583210484,2019.480384172091,1394.5314258510425,18,MH
88,28,kauge,ge,1,e,1,0,ictus,0.1856959890360805,11.564490310034614,713.9057925915686,2208.0143797691667,1494.108587177598,18,MH
89,29,ümmert,üm,0,y,2,1,off,0.2108972717905324,13.366873852717877,600.248502294845,2059.8426480251874,1459.5941457303425,18,MH
90,30,ümmert,mert,1,e,2,0,off,0.1573994829869427,13.49197500382028,923.6995582067068,1595.244060416008,671.544502209301,18,MH
91,31,"ilma,",il,0,il,2,1,off,0.3612696388663501,13.836648609679354,952.0639362333076,1539.9253830639834,587.861446830676,18,MH
92,32,"ilma,","ma,",1,a,2,0,off,0.2259643189902824,13.91558356255637,928.077565002458,1615.7106641812672,687.6330991788093,18,MH
93,33,ümmert,üm,0,y,2,1,off,0.2089466623782918,14.01154806543952,765.2996379314253,1541.4779000388155,776.1782621073904,18,MH
94,34,ümmert,mert,1,e,2,0,off,0.1374768544905258,14.117872577802515,536.339952974628,1688.7099830687675,1152.3700300941396,18,MH
95,35,"otsa,",ot,0,o,2,1,off,0.1893505266898607,14.295002939648777,481.3058205123447,1415.2259032792865,933.9200827669416,18,MH
96,36,"otsa,","sa,",1,a,2,0,off,0.2257570932781192,14.52613736923896,557.3650291336281,1239.3548588269443,681.9898296933162,18,MH
97,37,läbi,lä,0,æ,1,1,off,0.1615384732666207,15.874774444966643,958.359083185586,2255.550892779825,1297.191809594239,18,MH
98,38,läbi,bi,1,ɪ,1,0,ictus,0.2073178293412461,16.067299468808947,833.8515537411046,1554.969160835432,721.1176070943274,18,MH
99,39,soo,soo,0,o,3,1,ictus,0.2416896351753479,16.272001067587674,874.1060771220957,1621.1173398287913,747.0112627066956,18,MH
100,40,"sipa-sopa,",si,0,i,2,1,off,0.1633156085490128,16.498883316882345,568.6668994204416,2007.1628704933487,1438.4959710729072,18,MH
101,41,"sipa-sopa,",pa,1,a,1,0,ictus,0.1947704733294131,16.70895294499804,704.1629905534736,980.2874825557684,276.1244920022948,18,MH
102,42,läbi,lä,0,æ,1,1,off,0.19915483482756,18.49181889728401,656.1997586045072,1274.383296949575,618.1835383450677,18,MH
103,43,läbi,bi,1,ɪ,1,0,off,0.2370781515607092,18.6922106319028,1045.3232609474835,1446.3429584247408,401.01969747725707,18,MH
104,44,laane,laa,0,aː,2,1,off,0.267246562330115,18.883557326219,1201.840870311978,1495.5213360926514,293.68046578067333,18,MH
105,45,laane,ne,1,e,1,0,off,0.19915483482756,18.98577529682342,817.6241946578366,1625.6710546395996,808.046859981763,18,MH
106,46,lipa-lapa.,li,0,i,2,1,off,0.1257820009437296,19.040751525480687,879.2604093705684,1627.4070231163362,748.1466137457678,18,MH
107,47,lipa-lapa.,pa,1,a,1,0,off,0.1939139181215736,19.287074610662145,613.1799291067575,1955.2240678327407,1342.0441387259832,18,MH
108,48,Obu,o,0,o,1,1,off,0.1470464934180526,20.88919198977561,1024.7143958811223,2148.2878201377453,1123.573424256623,18,MH
109,49,Obu,bu,1,ʊ,1,0,off,0.100421995505016,20.95195573696625,878.2633893996128,2158.450198994427,1280.186809594814,18,MH
110,50,meil,meil,0,eil,3,1,ictus,0.2036622959982494,21.14165613103226,1012.2207309596404,1514.0518884997823,501.8311575401418,18,MH
111,51,uppus,up,0,u,3,1,ictus,0.1408845900464683,21.180709573079604,1119.4728154415238,1551.6341662004977,432.1613507589736,18,MH
112,52,uppus,pus,1,u,2,0,off,0.1546179925643045,21.372530708481904,424.3254862276328,2223.465284481254,1799.1397982536212,18,MH
113,53,"ojasse,",o,0,o,1,1,off,0.2644979078424256,21.6055888773906,354.95896009363344,1287.949140982756,932.9901808891226,18,MH
114,54,"ojasse,",jas,1,ɑ,2,0,off,0.1338673469387785,21.64470727040817,377.39311135430097,1280.7985623568875,903.4054510025868,18,MH
115,55,mära,mä,0,æ,1,1,off,0.1132343358963012,23.329256836315498,678.1240599659163,2159.9513857802963,1481.82732581438,18,MH
116,56,mära,ra,1,ɑj,1,0,off,0.1749399862795542,23.471378448133706,939.9545930869748,1458.6939968308934,518.7394037439187,18,MH
117,57,jäi,jäi,0,æi,3,1,off,0.1210538914725276,23.53472700655189,950.3280362411264,1433.3297140899451,483.0016778488189,18,MH
118,58,mätaste,mä,0,æ,2,1,off,0.1128645072771306,23.620923920275896,848.581173777794,1585.4492702324146,736.8680964546206,18,MH
119,59,mätaste,tas,1,a,2,0,off,0.0984020455500669,23.713682740462104,796.7500082594448,1529.4921748176314,732.7421665581866,18,MH
120,60,"vahele,",va,0,a,1,1,off,0.239837077963898,24.079278559688643,925.3319646802788,1576.874986728403,651.5430220481242,18,MH
121,61,"vahele,",he,1,ɛ,1,0,off,0.2511235286916147,24.254218545968197,813.6467842413375,1642.724899541092,829.0781152997546,18,MH
122,62,lumi,lu,0,u,1,1,off,0.2048990575630398,25.962970905498118,620.8796166738393,1706.73263926881,1085.8530225949708,18,MH
123,63,lumi,mi,1,ɪ,1,0,off,0.2228336849474956,26.13658924758921,1007.243561935427,2117.652271503233,1110.408709567806,18,MH
124,64,rikkus,rik,0,i,3,1,off,0.1609921166566721,26.21909472745191,838.0958807332363,2086.922109537936,1248.8262288046994,18,MH
125,65,rikkus,kus,1,u,2,0,ictus,0.1463564696878805,26.370939564753087,498.2392483898807,1441.8109391913308,943.57169080145,18,MH
126,66,"loogakirja,",loo,0,oː,2,1,off,0.2707594689225843,26.630722298449083,351.234710691077,1801.3694698490629,1450.134759157986,18,MH
127,67,"loogakirja,",ga,1,a,1,0,off,0.1866044988520485,26.724024547875107,907.5612263099134,2133.022326160578,1225.4610998506646,18,MH
128,68,sadu,sa,0,a,1,1,off,0.2914744209679938,28.545885170684542,914.02693562384,2224.1631739797026,1310.1362383558626,18,MH
129,69,sadu,du,1,ʊ,1,0,off,0.2342569671995278,28.66241921398493,921.3823251501497,1335.7710522531108,414.3887271029613,18,MH
130,70,rikkus,rik,0,i,3,1,off,0.1494095284525798,28.722979262749867,1065.3318059823794,1403.188860632326,337.8570546499466,18,MH
131,71,rikkus,kus,1,u,2,0,off,0.1459161124252475,28.87197609683568,883.5561184898452,1476.1238125659509,592.5676940761057,18,MH
132,72,"saaniteki,",saa,0,aː,2,1,off,0.3148272206679365,29.1765439026952,989.5210904647232,1280.8625062869555,291.3414158222323,18,MH
133,73,"saaniteki,",ni,1,i,1,0,off,0.1787578286843327,29.22056635304283,1176.5693234135215,1479.2809811226678,302.71165770914604,18,MH
134,74,ärmätus,är,0,æ,2,1,off,0.1814258559781336,30.93136169314114,430.57478967945536,2153.99598906139,1723.421199381935,18,MH
135,75,ärmätus,mä,1,æ,2,0,off,0.1257351245413644,31.05159184222844,900.5978786584324,2217.506397721033,1316.9085190626006,18,MH
136,76,sei,sei,0,eiː,3,1,ictus,0.3127267738961876,31.55062781556285,934.5330583840736,1520.6942402588595,586.1611818747862,18,MH
137,77,ää,ää,0,æː,3,1,ictus,0.570957840872353,31.96522226948711,378.1384490298595,2385.041690995956,2006.9032419660964,18,MH
138,78,obese.,o,0,o,1,1,off,0.1307333373960091,31.810476686446943,341.57548004660686,2186.3462793788467,1844.77079933224,18,MH
139,79,obese.,be,1,ɛ,1,0,off,0.1411612548634266,31.920955627431717,426.7365406560726,2375.897290389791,1949.1607497337184,18,MH
140,80,tõsta,tõs,0,ɵ,2,1,off,0.1887187589396433,33.77209683695281,916.9756662846831,1379.5346630800186,462.5589967953355,18,MH
141,81,"usselinki,",us,0,u,2,1,off,0.1852415707564176,34.087448910378214,923.1162527054036,1530.9878775469103,607.8716248415067,18,MH
142,82,"usselinki,",se,1,el,1,0,off,0.3014870841989534,34.37178014332991,823.769071865431,1496.2673548761304,672.4982830106994,18,MH
143,83,"Anna,",an,0,a,2,1,off,0.1825261086643479,36.0181745126655,489.24280418301214,1672.0321409649366,1182.7893367819245,18,MH
144,84,"Anna,","na,",1,a,2,0,off,0.1682001111513216,36.17671779122212,482.6976161482849,2217.2407845002126,1734.5431683519278,18,MH
