,word,syll,index,segment,quantity,stressed,ictus,duration,midpoint,f1,f2
200,hääre,hää,0,æ,2,1,off,0.25006810054455286,95.1202479108165,626.4488874552243,1908.5944030818175
201,hääre,re,1,e,1,0,off,0.1549087600487553,95.1926646577781,597.6225671085635,2091.5080847085064
202,"allitagu,",al,0,a,2,1,off,0.222475640868538,95.33768591862226,430.05881620534694,2327.0428916497954
203,"allitagu,",li,1,i,2,0,off,0.09072251313378388,95.40055562829039,464.3097131122944,2275.056305509693
204,vennal,ven,0,e,2,1,ictus,0.13435885405499448,97.04975064301388,762.8324034225822,1313.6941956109306
205,vennal,nal,1,a,2,0,ictus,0.10769475388997307,97.17426596987636,811.9433788348222,1712.3455786865263
206,"kandijaksa,",kan,0,a,2,1,ictus,0.1929664037388079,97.66896846556278,686.3863308211239,2110.3751223276927
207,"kandijaksa,",di,1,i,1,0,x,0.20879587396368038,97.88110329412469,579.7989772218574,2078.2449664316237
208,õvve,õv,0,ɵ,2,1,off,0.21901502049442456,99.80320299743086,927.7153307346373,1537.397599857699
209,õvve,ve,1,e,1,0,off,0.17143035110436244,99.92801458042268,743.8731197924106,1589.5500282945038
210,"pühkijaksa,",püh,0,y,2,1,off,0.15127677890865243,100.03732984965957,656.7790319577741,1571.7642181102422
211,"pühkijaksa,",ki,1,i,1,0,off,0.1677774043940019,100.24768358137253,586.8225803765988,2368.080353000407
212,õvve,õv,0,ɵ,2,1,ictus,0.1888146438869569,102.14333653112715,775.2844708722332,1721.5672832744049
213,õvve,ve,1,e,1,0,ictus,0.14364582628837752,102.27853526025555,783.2976823751692,1986.9568874761192
214,"pühkijaksa,",püh,0,y,2,1,x,0.18492129691242098,102.4366058468207,1007.0202540309621,1511.5596219146296
215,"pühkijaksa,",ki,1,i,1,0,x,0.13662200900114385,102.58541601410317,1170.872169649975,1462.3564388677862
216,vennanaistel,ven,0,e,2,1,x,0.1553788001027101,104.19451942510271,860.0847694455852,1879.305807569979
217,vennanaistel,na,1,a,1,0,x,0.1655553598963877,104.36954152599792,945.0446761966278,1411.0323359784898
218,vemmeldada!,vem,0,e,2,1,refrain,0.15381643102816156,104.76716473234337,1144.7382045871207,1396.7733367332355
219,vemmeldada!,mel,1,e,2,0,refrain,0.10948958861354186,104.87925337155099,884.3121433257613,1438.8125004906988
220,ole,o,0,o,1,1,refrain,0.20293327357319413,106.82975339104793,1497.6109488238922,2091.0025866125056
221,ole,le,1,ɛ,1,0,ictus,0.1571525300319081,106.92638196229485,442.9594088182869,805.5128838207106
222,"näl´lasandi,",näl´,0,æ,2,1,ictus,0.184574935657281,107.07068058118676,470.13519904918223,2375.943640663965
223,"näl´lasandi,",la,1,a,1,0,x,0.15559440624508625,107.2114225845193,578.8663073497532,2055.029756679611
224,pal´lalt,pal´,0,a,2,1,x,0.1459695476578986,109.0489033523928,445.0693417345274,1507.8909677925844
225,pal´lalt,lalt,1,a,2,0,x,0.1202418228332931,109.17715569918293,955.1214030965879,1392.9333523340954
226,lasandi.,las,0,a,3,1,refrain,0.17786400009811132,109.50932918834974,926.3781022182853,1500.961658718954
227,lasandi.,an,1,ɑ,2,1,refrain,0.15704086801190442,109.63046287237921,958.878332196929,1532.799728157248
