,word,syll,shape,index,segment,quantity,stressed,ictus,duration,midpoint,f1,f2
39,künnirauast,ni,"['C', 'V', 'na']",1,i,1,0,off,0.21969896190068994,35.868859463954685,561.8856758326165,1224.0191068396007
40,sain,sain,"['C', 'VVV', 'C']",0,ai,3,1,ictus,0.11558629872487813,36.8217568681833,831.0589555905649,1548.1314614569142
41,ranitsa,ra,"['C', 'V', 'na']",0,a,1,1,off,0.36171931854224937,37.30392213020879,1129.032634168783,1512.385249959586
42,ranitsa,nit,"['C', 'V', 'CC']",1,ɪ,2,0,ictus,0.10986801731423412,37.59042411382053,511.58230199218116,1221.59835054308
43,ja,ja,"['C', 'VVV', 'na']",0,a,3,1,off,0.11645979693221875,38.32433817511009,804.190348219742,1465.9072283439486
44,ranitsast,ra,"['C', 'V', 'na']",0,a,1,1,ictus,0.3579029135600038,38.71035207277963,823.0966583939381,1395.9405596070965
45,ranitsast,nit,"['C', 'V', 'CC']",1,ɪ,2,0,off,0.10589388095284846,38.990747210095535,563.5259265887936,1354.382995313683
46,sain,sain,"['C', 'VVV', 'C']",0,ai,3,1,off,0.19072425902548673,39.689580051561016,700.8536744685205,1399.843285610084
47,rapsuvitsa,rap,"['C', 'V', 'CC']",0,a,2,1,ictus,0.16030376057201323,40.01253696375433,956.4844925724454,1572.7349244216648
48,rapsuvitsa,su,"['C', 'V', 'na']",1,u,1,0,off,0.2369793156918547,40.439086596621436,590.5257147584963,1091.0348276441084
49,lapse,lap,"['C', 'V', 'CC']",0,a,2,1,ictus,0.17528547104397774,41.3147706772023,841.233702460408,1346.9194137099819
50,lapse,se,"['C', 'V', 'na']",1,e,1,0,off,0.21218767547428996,41.71146937482814,565.0503799871253,1344.881110015276
51,puksu,puk,"['C', 'V', 'CC']",0,u,2,1,ictus,0.19004635281609694,41.99459069765281,566.2170541428308,1180.1295191120819
52,puksu,su,"['C', 'V', 'na']",1,u,1,0,off,0.25278010034762843,42.38944428505714,515.2057483393413,963.1238965805363
53,pihta,pih,"['C', 'VV', 'C']",0,i,2,1,ictus,0.15063514544041112,42.656922223198166,541.4351868547758,2606.0053901432007
54,pihta,ta,"['C', 'V', 'na']",1,a,1,0,off,0.1778246773970551,43.069060797023845,842.0059304298228,1413.5640678050872
55,peks(a) –,peks,"['C', 'VV', 'C']",0,e,2,1,ictus,0.16164554726736924,43.30569465571985,575.4553091731439,1247.2491604396453
56,peks(a) –,a) –,"['na', 'V', 'CC']",1,a,2,0,off,0.10155268212481872,43.62701824488843,693.7469138105381,1629.0980338593083
