,word,word_dur,syll,quantity,stress,segment,seg_duration,seg_midpoint,ictus,f1,f2,f3
173,vaisiküisist,1.3464742262392626,küi,2,1,(ü) yi,0.2900717628860896,30.239944951746118,ictus,389.70586554779004,905.2965020273283,2616.8189145749775
174,vaisiküisist,1.3464742262392626,küi,2,1,(i) s,0.07175142003365309,30.420856543205993,off,572.0356028861322,1071.5600742889903,2637.718626831838
175,vaisiküisist,1.3464742262392626,sist,2,0,(s) i,0.11776421128595516,30.515614358865797,off,487.3498484822124,2500.8621233217327,2816.5470746525257
176,vaisiküisist,1.3464742262392626,sist,2,0,(i) s,0.052216206890943084,30.600604567954242,off,550.1134931858732,1193.1994839702938,2033.1399710452035
177,vaisiküisist,1.3464742262392626,sist,2,0,(s) t,0.06110407189365574,30.657264707346542,off,556.0006913807052,1282.723229121136,2005.0840157021435
178,kübara,1.159321085941226,kü,1,1,k,0.08951096312890527,30.732572224857826,ictus,516.1771528695299,1039.328908824596,2607.626425199179
179,kübara,1.159321085941226,kü,1,1,(ü) y,0.3419678362293759,30.948311624536963,ictus,856.2892146998342,1036.880550484666,2608.0504986466103
180,kübara,1.159321085941226,ba,1,0,b,0.08549195905734308,31.162041522180324,off,681.5719001183174,2074.534738417344,2458.9613827607072
181,kübara,1.159321085941226,ba,1,0,(a) ɑ,0.23815617165974245,31.32386558753887,ictus,569.4420272133109,1730.0196785050305,2056.0780258263053
182,kübara,1.159321085941226,ra,1,0,r,0.08549195905734663,31.485689652897413,ictus,574.1905316210477,1231.7111423526767,2061.0807790936024
183,kübara,1.159321085941226,ra,1,0,a,0.31870219680851264,31.68778673083034,ictus,750.2874894815227,1249.594280356819,2250.9416004359177
184,ja,0.21436399913977766,ja,3,1,j,0.09445627507379584,31.894365966771495,off,892.3332539673969,1462.5148988521014,2561.988925661424
185,ja,0.21436399913977766,ja,3,1,a,0.11990772406598182,32.001547966341384,off,909.0673978174549,1026.318661353111,1543.2482418731029
