,Unnamed: 0,word,syll,shape,index,segment,quantity,stressed,ictus,duration,midpoint,f1,f2,fileid,performer
473,130,"päälta,",ta,C V,1,a,2,0,off,0.1509183440388,118.91354273506792,819.4895423621958,1250.6228679639162,18,MH
474,131,võta,võ,C V,0,ɵ,2,1,ictus,0.1380952167675389,121.49252758446028,783.6552548819253,1618.0225013248476,18,MH
475,132,võta,ta,CV ,1,a,1,0,off,0.2012244587184,121.8772214025984,1179.0896469384325,1620.9038229996258,18,MH
476,133,roogu,roo,CVV,0,oo,2,1,ictus,0.2335754979025921,122.18830088198229,923.7282668906682,2213.1184220615387,18,MH
477,134,roogu,gu,CV ,1,u,1,0,off,0.1686734433374823,122.50680628685473,527.0941819318266,1086.1527725386268,18,MH
478,135,räästa,rääs,CVVC,0,ææ,2,1,ictus,0.1455735401157341,122.73523937265318,903.7993742519898,1156.592867539899,18,MH
479,136,räästa,ta,CV ,1,a,1,0,off,0.1755782041758635,123.11285655047789,999.1701097806948,1354.4489043572437,18,MH
480,137,esta!,es,VVVC,0,e,2,1,ictus,0.153877527255247,123.31272782604827,791.8051657040468,1669.3679873596698,18,MH
481,138,esta!,ta,C V,1,a,2,0,off,0.1800730526836531,123.68065334939254,911.4153396679392,1234.4842913655798,18,MH
482,139,Viskan,vis,CVVC,0,i,2,1,ictus,0.1262584839017364,126.35152375013206,475.61916121131344,2157.487715836587,18,MH
483,140,Viskan,kan,CVVC,1,a,2,0,off,0.1149774444186988,126.6898775294982,942.482118699352,1581.7818664304218,18,MH
484,141,sissi,sis,CVVC,0,i,2,1,ictus,0.1699061210075569,126.9650767738082,602.706276440105,2034.79346697594,18,MH
485,142,sissi,si,CV ,1,i,1,0,off,0.1707442791233404,127.33176561554036,467.33942258411486,1903.6543126604845,18,MH
486,143,"viljaõnne,",vil,CVVC,0,i,2,1,ictus,0.1919750402840918,127.60310962621118,364.88667948286,2090.4022622298944,18,MH
487,144,"viljaõnne,",ja,CV ,1,a,1,0,off,0.1725852673950498,128.0150305664908,991.751414226349,1549.585405631768,18,MH
488,145,kahel,ka,CV ,0,a,1,1,ictus,0.2315494613562805,131.3102381106506,1164.890750570988,1198.99726299795,18,MH
489,146,kahel,hel,CVVC,1,ɛ,2,0,off,0.1134563350003645,131.57051471090116,778.3743914124595,2320.5596328773045,18,MH
490,147,karjaõnne.,kar,CVVC,0,a,2,1,ictus,0.1789961736542693,132.46539120407692,1001.6004412929022,1464.2242082410978,18,MH
491,148,karjaõnne.,ja,CV ,1,a,1,0,off,0.1371088223620518,132.8429508682457,963.78994708868,1555.4496828164772,18,MH
492,149,tuba,tu,CV ,0,u,1,1,ictus,0.236988995595027,136.71635045431907,691.362032508277,922.4266902722476,18,MH
493,150,tuba,ba,CV ,1,ɑ,1,0,off,0.1756394034298694,137.01746025206955,967.1743380019136,1435.9635397157383,18,MH
494,151,puhtas,puh,CVVC,0,u,2,1,ictus,0.1302040615236706,137.28182314394266,655.994549978309,955.3652616867804,18,MH
495,152,puhtas,tas,CVVC,1,a,2,0,off,0.0816075652565189,137.59980375451147,818.1825740319605,1572.955373470049,18,MH
496,153,"pestu,",pes,CVVC,0,e,2,1,ictus,0.1213265118743152,137.8772972944491,632.8992935891083,1722.10897696724,18,MH
497,154,"pestu,",tu,C V,1,u,2,0,off,0.1580991055318747,138.2472274864394,484.3711866587743,1041.1742726178904,18,MH
498,155,sängi,sän,CVVC,0,æ,2,1,ictus,0.1747244302540878,141.5364413563015,909.529317284228,1957.64853539094,18,MH
499,156,ästi,äs,VVVC,0,æ,2,1,ictus,0.1420407943894304,142.1024638996226,988.8054481251232,1357.78418258352,18,MH
500,157,ästi,ti,CV ,1,i,1,0,off,0.1641007830891396,142.49383920596114,353.0805745244573,2254.371249449772,18,MH
501,158,om,om,VVVVC,0,o,3,1,off,0.153379413798433,146.19300220689922,880.3656715285425,1251.1517790051296,18,MH
502,159,elle,el,VVVC,0,e,2,1,ictus,0.1755782041758493,146.4362174810132,705.3917330800381,2388.337924915208,18,MH
503,160,elle,le,CV ,1,e,1,0,off,0.1789121485518023,146.78667447074963,844.4468761254113,1434.171846202094,18,MH
504,161,"perenaine,",pe,CV ,0,e,1,1,ictus,0.2358681060707681,147.08088614657615,751.8668663869272,2205.36130667503,18,MH
505,162,"perenaine,",re,CV ,1,ɛ,1,0,off,0.1895911964760159,147.3813894999218,740.1745140229469,2028.6455933590696,18,MH
506,163,annab,an,VVVC,0,a,2,1,ictus,0.1740506467371005,150.69900956252042,1168.41024111588,1345.1010644413332,18,MH
507,164,annab,nab,CVVC,1,a,2,0,off,0.0877737020722122,150.99669177086236,1092.935263345285,1457.2232414705934,18,MH
508,165,kadril,kad,CVVC,0,a,2,1,ictus,0.222945203263464,151.31531030938456,918.9621404232588,1511.6874245528388,18,MH
509,166,kadril,ril,CVVC,1,i,2,0,off,0.0956802573317929,151.6331462939615,763.817703844657,2271.083919495284,18,MH
510,167,karaskit.,ka,CV ,0,a,1,1,ictus,0.2275646661194628,151.95653743818625,1020.28485962516,1318.0297578232544,18,MH
511,168,karaskit.,ras,CVVC,1,ɑ,2,0,off,0.153877527255247,152.18402616100022,953.7686079471586,1447.4698446291509,18,MH
512,169,ma,ma,CVVV,0,a,3,1,off,0.103304353157057,156.37742782850594,1012.1516136931558,1471.6870413239235,18,MH
513,170,juhate,ju,CV ,0,u,1,1,ictus,0.1607565343680903,156.66103448906938,655.9367182398408,998.2444053411582,18,MH
514,171,juhate,ha,C V,1,ɑ,2,0,off,0.1299196726205878,156.92011410593472,1084.038250233144,1642.5988709776566,18,MH
515,172,kambren,kamb,CVCC,0,a,2,1,ictus,0.1684089285435561,160.75162926311626,1066.6362563224116,1394.6842653230367,18,MH
516,173,kambren,ren,CVVC,1,e,2,0,off,0.0999696967166698,161.08388937671776,782.9768312008223,1790.8386262707206,18,MH
517,174,kapi,ka,C V,0,a,2,1,ictus,0.1361063236977884,161.36106845706195,989.4973095913416,1550.8849133171166,18,MH
518,175,kapi,pi,CV ,1,i,1,0,off,0.21583302487889,161.73417997808434,397.9033804005576,2299.92749982737,18,MH
519,176,taha,ta,CV ,0,a,1,1,ictus,0.2200367811809371,165.55737062040873,1034.6417287522474,1044.268496274744,18,MH
520,177,taha,ha,CV ,1,ɑ,1,0,off,0.1320950803008145,165.84438560259738,1045.4622308777475,1267.0925732059031,18,MH
521,178,kanaliha,ka,CV ,0,a,1,1,ictus,0.2668150742482567,166.15284473044954,940.542039560313,1377.0470882679797,18,MH
522,179,kanaliha,na,CV ,1,ɑ,1,0,off,0.2098971863114513,166.49230254063116,1047.2286404485649,1639.020472141881,18,MH
523,180,kana,ka,CV ,0,a,1,1,ictus,0.2387595302915031,170.4753734504294,911.1633497785969,1466.2202063855973,18,MH
524,181,kana,na,CV ,1,ɑ,1,0,off,0.167003697190978,170.76781697690805,1122.6624181359527,1398.7975411702212,18,MH
525,182,kannustenu.,kan,CVVC,0,a,2,1,ictus,0.1683058984022238,171.04878773219508,1063.7757819766125,1895.9823384540584,18,MH
526,183,kannustenu.,nus,CVVC,1,u,2,0,off,0.0994465318362358,171.35002474995488,646.8894151036961,1340.093565350519,18,MH
527,184,"Saagu,",saa,CVV,0,a,2,1,ictus,0.2244222714966781,174.87269360201964,1185.3818701873697,1408.694419240198,18,MH
528,185,"Saagu,",gu,C V,1,u,2,0,off,0.1502851263363425,175.1820220528952,372.5347067178502,982.4252230410276,18,MH
529,186,"saagu,",saa,CVV,0,a,2,1,ictus,0.1943492189906805,175.44868476550465,1038.7757175717263,1556.045717283036,18,MH
530,187,sajatan,sa,CV ,0,a,1,1,ictus,0.197661578356076,176.03941158959512,933.8702970772392,1573.3051973970057,18,MH
531,188,sajatan,ja,C V,1,ɑ,2,0,off,0.0968042465847247,176.30912386633207,1027.096361540654,1594.484128440717,18,MH
532,189,"Saagu,",saa,CVV,0,aa,2,1,ictus,0.2814183673469301,179.59574213435374,1198.1226847886037,1202.703064070426,18,MH
533,190,"Saagu,",gu,C V,1,u,2,0,off,0.1419082643145373,179.8648476270552,444.5002133177964,989.2369228219328,18,MH
534,191,"saagu,",saa,CVV,0,aa,2,1,ictus,0.2460867346938755,180.1290155187075,941.8641946912398,1573.4688054843302,18,MH
535,192,sajatan,sa,CV ,0,a,1,1,ictus,0.1805676621444263,180.77342733983244,998.7263250303216,1516.1895339426646,18,MH
536,193,sajatan,ja,C V,1,ɑ,2,0,off,0.1165903550200653,181.0512005449036,993.5401777961883,1742.1675609093018,18,MH
537,194,tütar,tü,C V,0,y,2,1,ictus,0.1586089268741375,184.7925356323576,635.9921880005895,1999.273188940827,18,MH
538,195,tütar,tar,CVVC,1,a,2,0,off,0.11423209854442,185.13521218742272,975.1924023050946,1468.9166050573206,18,MH
539,196,"seenetagu,",see,CVV,0,e,2,1,ictus,0.2762074996630019,185.4905765907988,651.5564365189664,1755.2792447715692,18,MH
540,197,"seenetagu,",ne,C V,1,e,2,0,off,0.1159509173278081,185.7456138928507,800.6613444193214,2290.162141393174,18,MH
541,198,aia,ai,V V,0,ai,2,1,ictus,0.2941656326632937,189.2050970991816,1038.7822748747828,1534.759143856147,18,MH
542,199,aia,a,V,1,a,1,0,off,0.1459943186181931,189.545488943084,1081.762864834163,1451.6245337924493,18,MH
543,200,hääre,hää,CVV,0,æ,2,1,ictus,0.2500681005445528,189.86539367081616,917.8171502290716,1715.049604786936,18,MH
544,201,hääre,re,CV ,1,e,1,0,off,0.1549087600487553,190.15296617548307,826.7181250186809,1748.5342396036317,18,MH
545,202,"allitagu,",al,VVVC,0,a,2,1,ictus,0.222475640868538,190.3416583759417,1044.6485847797064,1504.3672151430496,18,MH
546,203,"allitagu,",li,C V,1,i,2,0,off,0.0907225131337838,190.6650274868801,667.8787942886589,2231.736341937856,18,MH
547,204,vennal,ven,CVVC,0,e,2,1,ictus,0.1343588540549944,193.89796300494527,794.1982539965411,2354.7339959454816,18,MH
548,205,vennal,nal,CVVC,1,a,2,0,off,0.107694753889973,194.18698980891776,977.079166112003,1570.824798422634,18,MH
549,206,"kandijaksa,",kan,CVVC,0,a,2,1,ictus,0.1929664037388079,195.04848732551736,1129.137460999646,1509.034883706487,18,MH
550,207,"kandijaksa,",di,CV ,1,i,1,0,off,0.2087958739636803,195.44901277730384,463.9334794155429,2033.272900007924,18,MH
551,208,õvve,õv,VVCC,0,ɵ,2,1,ictus,0.2190150204944245,199.27788346412007,861.1718788493193,1370.603378470374,18,MH
552,209,õvve,ve,CV ,1,e,1,0,off,0.1714303511043624,199.59888363418884,759.1006271666859,1908.311251283791,18,MH
553,210,"pühkijaksa,",püh,CVVC,0,y,2,1,ictus,0.1512767789086524,199.84774453095616,494.3159945126788,2057.952345248348,18,MH
554,211,"pühkijaksa,",ki,CV ,1,i,1,0,off,0.1677774043940019,200.24370105615407,411.81971229324665,2062.79052220238,18,MH
555,212,õvve,õv,VVCC,0,ɵ,2,1,ictus,0.1888146438869569,204.00345109642387,686.4730360162511,1579.7880986394166,18,MH
556,213,õvve,ve,CV ,1,e,1,0,off,0.1436458262883775,204.3416017810785,822.6474918078371,1402.3864019429002,18,MH
557,214,"pühkijaksa,",püh,CVVC,0,y,2,1,ictus,0.1849212969124209,204.5958297482728,442.8134679830084,1784.5646323874255,18,MH
558,215,"pühkijaksa,",ki,CV ,1,i,1,0,off,0.1366220090011438,204.96589901470463,400.8879603185765,1685.7106838896718,18,MH
559,216,vennanaistel,ven,CVVC,0,e,2,1,ictus,0.1553788001027101,208.15597065005136,805.2512492580249,1933.7209490319865,18,MH
560,217,vennanaistel,na,CV ,1,a,1,0,off,0.1655553598963877,208.49075001215124,1116.397304906663,1917.867450719514,18,MH
561,218,vemmeldada!,vem,CVVC,0,e,2,1,ictus,0.1538164310281615,209.3036048181445,706.2564814387817,2130.406454605346,18,MH
562,219,vemmeldada!,mel,CVVC,1,e,2,0,off,0.1094895886135418,209.5942723601817,735.159503790007,2131.1373212017197,18,MH
563,220,ole,o,V,0,o,1,1,ictus,0.2029332735731941,213.35510687173607,746.7677358880305,1128.772601236714,18,MH
564,221,ole,le,CV ,1,ɛ,1,0,off,0.1571525300319081,213.61703512954185,860.4657464372962,1638.9886362068744,18,MH
565,222,"näl´lasandi,",näl´,CVCC,0,æ,2,1,ictus,0.184574935657281,213.8644987588876,992.5465103380666,1818.2373213973856,18,MH
566,223,"näl´lasandi,",la,CV ,1,a,1,0,off,0.1555944062450862,214.18945355967097,962.9699570217224,1754.035376742281,18,MH
567,224,pal´lalt,pal´,CVCC,0,a,2,1,ictus,0.1459695476578986,217.87885238329875,897.3742051829998,1575.8192865303283,18,MH
568,225,pal´lalt,lalt,CVCC,1,a,2,0,off,0.1202418228332931,218.17394866411595,852.8709301226744,1377.4775029958414,18,MH
569,226,lasandi.,las,CVVVC,0,a,3,1,off,0.1778640000981113,218.7518623765523,1036.2428484241275,1643.4837803754142,18,MH
570,227,lasandi.,an,VVVC,1,ɑ,2,1,ictus,0.1570408680119044,219.02536444274057,1183.283438247546,1566.7367105841622,18,MH
571,0,Kelle,kel,CVVC,0,e,2,1,ictus,0.1591071524618356,0.1049652928012035,469.30622091138457,1315.902305599643,77,LO
572,1,Kelle,le,CV ,1,e,1,0,off,0.2802800784691608,0.4082303418830196,603.9457145632364,931.9888241654344,77,LO
573,2,Meie,mei,CVV,0,ei,2,1,ictus,0.3941617059142688,2.6737260054283363,507.3558630100301,1682.260594591923,77,LO
574,3,Metu,me,C V,0,e,2,1,ictus,0.1510714376910353,5.727566797801137,741.7277640418996,1804.3590209582176,77,LO
575,4,olid,o,V,0,o,1,1,off,0.0879523798315649,8.575492843530927,509.0453882314418,1044.14360886728,77,LO
576,5,olid,lid,CVVC,1,ɪ,2,0,off,0.0823328680771897,8.705991921143077,577.4862215150401,929.4418857800588,77,LO
577,6,oksa,ok,VVCC,0,o,2,1,ictus,0.143035722920235,8.869820245465817,852.8408048407856,1309.0345049566329,77,LO
578,7,Metu,me,C V,0,e,2,1,ictus,0.1301785792869552,10.824747353712128,744.3705004325378,1655.828112564792,77,LO
579,8,oksale?,ok,VVCC,0,o,2,1,ictus,0.1646411086502173,12.278241900303428,748.3964430044857,1166.9452415363833,77,LO
580,9,oksale?,sa,CV ,1,a,1,0,off,0.2089285840407928,12.686812474323006,811.5689870364024,1363.6847980211646,77,LO
581,10,õita,õi,V V,0,ɵi,2,1,ictus,0.2025000122241547,14.171966946514331,618.9555550448941,1767.373157994379,77,LO
582,11,Metu,me,C V,0,e,2,1,ictus,0.1147101972447366,16.06863202470408,731.981425825589,2081.0778809531867,77,LO
583,12,Metu,tu,CV ,1,u,1,0,off,0.2187596095244934,16.4522330502271,558.2888109923972,1193.5556205868131,77,LO
584,13,õuna,õu,V V,0,ɵu,2,1,ictus,0.3070166958966744,16.72237687030826,504.5224922218825,1199.779726327207,77,LO
585,14,õuna,na,CV ,1,a,1,0,off,0.2286896600954051,17.05934479127689,537.8309880574914,1314.5047539374525,77,LO
586,15,valmis,val,CVVC,0,al,2,1,ictus,0.3104404402828677,22.70896700283325,655.5056625768003,1250.0390206375512,77,LO
587,16,valmis,mis,CVVC,1,i,2,0,off,0.0958316141742763,22.99443723378902,303.8824480935433,1787.6326079435903,77,LO
588,17,"saanud,",saa,CVV,0,aː,2,1,ictus,0.2375544238686302,23.342467661534748,645.0163790681653,1457.2860045315413,77,LO
589,18,"saanud,",nud,CVVC,1,u,2,0,off,0.1012305783531068,23.592844625328105,347.13745016101507,1060.21753111242,77,LO
590,19,tuli,tu,CV ,0,u,1,1,ictus,0.2086735920829028,23.95148466796082,535.3053211161988,937.44078762887,77,LO
591,20,tuli,li,CV ,1,ɪ,1,0,off,0.1427195216002523,24.2146812248024,393.79143594641454,2295.599670550551,77,LO
592,21,tõstis,tõs,CVVC,0,ɵ,2,1,ictus,0.1039300604425257,25.07646614410944,512.9225633559329,1522.2053235809249,77,LO
593,22,tõstis,tis,CVVC,1,i,2,0,off,0.0877331679060304,25.413901405286467,427.4689883043798,2272.0801484456997,77,LO
594,23,"torma,",tor,CVVC,0,o,2,1,ictus,0.1106787656660657,25.696768621894428,800.0804700945831,1273.0393127815507,77,LO
595,24,"torma,",ma,C V,1,a,2,0,off,0.1315144794703151,26.021676142213543,423.57777129916656,1334.7504041417342,77,LO
596,25,raputase,ra,C V,0,a,2,1,ictus,0.1430448022730033,26.253383341978413,693.0395805932443,1269.8733125460951,77,LO
597,26,meresse.,me,CV ,0,e,1,1,ictus,0.2827267435732317,27.57063095111498,721.1205569393175,1287.7981105872382,77,LO
598,27,meresse.,res,CVVC,1,ɛ,2,0,off,0.1463683444211483,27.853590422210576,610.8130816410152,1336.2796959444624,77,LO
599,28,üles,ü,V,0,y,1,1,ictus,0.2242641700231011,29.44242330533322,376.9479173943344,1447.5260480622237,77,LO
600,29,üles,les,CVVC,1,ɛ,2,0,off,0.1319208774307938,29.66630654684606,611.6254963382813,711.3903676472753,77,LO
601,30,kirju,kir,CVVC,0,i,2,1,ictus,0.1210183255770047,30.008319188100003,514.0194006228198,895.7077689945115,77,LO
602,31,kirju,ju,CV ,1,u,1,0,off,0.1580870018798705,30.356440934764045,508.17333841442473,1127.2706340072148,77,LO
603,32,"lindu,",lin,CVVC,0,i,2,1,ictus,0.1264696015038993,30.57032164315584,344.4694120471392,1668.5700075770164,77,LO
604,33,lendas,len,CVVC,0,e,2,1,ictus,0.1326003078689304,31.480942820563342,734.3520391294235,1091.7795871853168,77,LO
605,34,lendas,das,CVVC,1,a,2,0,off,0.1170002716490543,31.81010358480269,758.6915338852814,1746.4905327404458,77,LO
606,35,"läbi,",lä,CV ,0,æ,1,1,ictus,0.2535057742641839,33.37121065453458,783.7731485947688,1739.2903693789738,77,LO
607,36,"läbi,",bi,C V,1,ɪ,2,0,off,0.1372803187348878,33.676578770693,366.5968495114,1701.5822794942846,77,LO
608,37,koppeli.,kop,CVVCC,0,o,3,1,ictus,0.128659533434444,35.14503088228249,575.3108442460613,853.5859164699921,77,LO
609,38,koppeli.,pe,CV ,1,e,1,1,off,0.2074902149526494,35.51229636283058,557.8764249806229,888.7485977121227,77,LO
610,39,koplis,kop,CVCC,0,o,2,1,ictus,0.1124719957632649,37.09036675972958,572.962283016233,1083.2499820784858,77,LO
611,40,koplis,lis,CVVC,1,i,2,0,off,0.0630405683106616,37.41007456420067,481.1458284146935,2017.349103603016,77,LO
612,41,kolmi,kol,CVVC,0,ol,2,1,ictus,0.2839748634200987,37.766788335153926,489.2668798564266,1567.9302425299632,77,LO
613,42,kolmi,mi,CV ,1,i,1,0,off,0.1567510714846491,38.08703780979767,559.7957198040666,2302.447618182104,77,LO
614,43,põesast:,põe,CVV,0,ɵe,2,1,ictus,0.2146321642128654,38.387975400820096,576.2380278517303,1588.856902892032,77,LO
615,44,põesast:,sast,CVCC,1,a,2,0,off,0.1130946403737027,38.64919193728268,667.2458717171055,1430.669806759834,77,LO
616,45,oli,o,V,0,o,1,1,off,0.0868795882936481,39.20882260664682,495.53341599148,1359.6131439553635,77,LO
617,46,oli,li,CV ,1,ɪ,1,0,off,0.0762373196502963,39.316773525302736,385.6494153769185,1108.6861303455596,77,LO
618,47,põesas,põe,CVV,0,ɵe,2,1,ictus,0.2000991563628318,39.55110223356768,587.6452727391047,1571.7414327156723,77,LO
619,48,põesas,sas,CVVC,1,a,2,0,off,0.167458868445486,39.849831825159,876.3109067966886,1601.771075459539,77,LO
620,49,"õbepõesas,",õ,V,0,ɵ,1,0,ictus,0.2541691766159957,40.16192582835866,571.7229381310057,1399.1595673308432,77,LO
621,50,"õbepõesas,",be,C V,1,ɛ,2,0,off,0.1660397254925598,40.47922172478252,528.9079795085843,1235.9462050436434,77,LO
622,51,põesas,põe,CVV,0,ɵe,2,1,ictus,0.2133044721671808,42.02330963568126,578.0236245870309,1629.8618363513565,77,LO
623,52,põesas,sas,CVVC,1,a,2,0,off,0.0841476358090744,42.25814024724146,645.6868165017123,1318.2536040759835,77,LO
624,53,"vaskepõesas,",vas,CVVC,0,a,2,0,ictus,0.1230451848093068,42.576863054663306,763.3273691644954,1610.4997042119471,77,LO
625,54,"vaskepõesas,",ke,C V,1,e,2,0,off,0.1691673123636619,42.93847158343978,535.7424684523208,658.5671167496112,77,LO
626,55,kolmas,kol,CVVC,0,ol,2,1,ictus,0.2389972085280689,44.269904140271535,524.9640896621283,1582.566217632285,77,LO
627,56,kolmas,mas,CVVC,1,a,2,0,off,0.1167057586068054,44.5357659557306,801.0956904965373,1204.333846760199,77,LO
628,57,pesa,pe,CV ,0,e,1,1,ictus,0.2010830670550163,47.68690531722022,550.542372148299,1678.7246318241453,77,LO
629,58,pesa,sa,CV ,1,ɑ,1,0,off,0.119863674877223,47.95261844790133,760.1110914841424,1470.306178619863,77,LO
630,59,"pesitama,",pe,CV ,0,e,1,1,ictus,0.2576209469494372,48.25974589816112,713.2103574905306,2191.22080497393,77,LO
631,60,"pesitama,",si,C V,1,ɪ,2,0,off,0.1033124789705226,48.55575759206636,353.4218408920733,1550.8501676249018,77,LO
632,61,korjama.,kor,CVVC,0,o,2,1,ictus,0.1313107437667895,50.69155734656215,643.7509269153632,943.2812094471276,77,LO
633,62,korjama.,ja,CV ,1,a,1,0,off,0.1491347169764907,51.09356479854123,861.6845435772103,1374.306974916369,77,LO
634,63,pesa,pe,CV ,0,e,1,1,ictus,0.22287224419496,52.786226696725386,553.7521375016495,1248.6012535140362,77,LO
635,64,pesa,sa,CV ,1,ɑ,1,0,off,0.1405500639067298,53.08037790190161,960.4259324549524,1283.932309341856,77,LO
636,65,valmis,val,CVVC,0,al,2,1,ictus,0.2667210884353679,53.38959700963719,588.1487877290963,1101.562866732374,77,LO
637,66,valmis,mis,CVVC,1,i,2,0,off,0.0940809920481484,53.65175768706715,421.8152219201344,1300.3733118719078,77,LO
638,67,"saanud,",saa,CVV,0,aː,2,1,ictus,0.2505329718527207,53.99672481925969,872.6660066920683,1493.4529766926232,77,LO
639,68,"saanud,",nud,CVVC,1,u,2,0,off,0.1052205053598172,54.25090016398676,314.6405636047397,1126.460494607127,77,LO
640,69,mune,mu,CV ,0,u,1,1,ictus,0.174572352971289,55.10016301569122,696.2600330295256,1326.7095319340226,77,LO
641,70,mune,ne,CV ,1,ɛ,1,0,off,0.1987779475252367,55.41746023745138,568.6677926012543,918.817182476918,77,LO
642,71,munema;,mu,CV ,0,u,1,1,ictus,0.2188565280833359,55.738717526381045,398.4051629949872,814.5492968750366,77,LO
643,72,munema;,ne,CV ,1,ɛ,1,0,off,0.1884935418485653,56.04503843759095,650.412375486929,739.6368604795166,77,LO
644,73,munad,mu,CV ,0,u,1,1,ictus,0.1566129283532191,57.538861038302514,537.8947071619014,1068.5301702231232,77,LO
645,74,munad,nad,CVVC,1,ɑ,2,0,off,0.1325186316834887,57.73964684388355,628.4955905516875,1406.6333653332067,77,LO
646,75,"munetud,",mu,CV ,0,u,1,1,ictus,0.1827150830787545,58.120091379141925,629.397514311862,776.5740423958339,77,LO
647,76,"munetud,",ne,C V,1,ɛ,2,0,off,0.1345264897393008,58.3269007588904,646.5011479632207,1220.2236273092442,77,LO
648,77,akkas,ak,VVVCC,0,a,3,1,ictus,0.1224793414044427,59.25336886147189,885.9329037900558,1259.7409869742355,77,LO
649,78,akkas,kas,CVVC,1,a,2,0,off,0.078306464176606,59.508366834559816,765.6420087594487,946.02209777568,77,LO
650,79,poegi,poe,CVV,0,oe,2,1,off,0.2549979730879315,59.86777342654989,563.0331224627018,1462.2636025495424,77,LO
651,80,poegi,gi,CV ,1,i,1,0,off,0.1076389616133326,60.16755551919333,457.81656666837625,784.2244165392325,77,LO
652,81,pojad,po,CV ,0,o,1,1,off,0.272863217973466,62.57623835685363,733.426060516912,992.0136644991186,77,LO
653,82,pojad,jad,CVVC,1,ɑ,2,0,off,0.1153353707398281,62.83474571538967,742.7286617311732,1567.9294906098,77,LO
654,83,"audunud,",au,V V,0,au,2,1,ictus,0.3135556798916994,63.14904546112794,714.8208553185282,1137.76073969136,77,LO
655,84,"audunud,",du,CV ,1,u,1,0,off,0.2037092262417843,63.51252825123089,489.8110979987328,948.1521012072786,77,LO
656,85,neida,nei,CVV,0,ei,2,1,ictus,0.2584135586380256,64.93937451607812,617.1038843327434,2154.4170131850046,77,LO
657,86,neida,da,CV ,1,a,1,0,off,0.1284604115692786,65.20183978054398,691.2188031507509,921.4324262002018,77,LO
658,87,"kasvatama,",kas,CVVC,0,a,2,1,ictus,0.1256668675568448,65.48853600278241,854.7502319383758,1169.028194563902,77,LO
659,88,"kasvatama,",va,C V,1,a,2,0,off,0.1292067793190199,65.80004823785292,700.401110602024,1061.8991140738071,77,LO
660,89,"kasvatama,",kas,CVVC,0,a,2,1,ictus,0.1463812857579824,66.69554219162609,708.4825153960028,1255.961260707245,77,LO
661,90,"kasvatama,",va,C V,1,a,2,0,off,0.1150471322703623,67.00856185639176,678.4925718809684,1110.9682011489176,77,LO
662,91,kangutama,kan,CVVC,0,a,2,1,ictus,0.1946951469190594,67.87368225093495,799.1850499667836,1036.8212161379577,77,LO
663,92,kangutama,gu,C V,1,u,2,0,off,0.1097372646270997,68.21705369186495,411.2003135322197,925.5593780842936,77,LO
664,93,pojad,po,CV ,0,o,1,1,ictus,0.2576884753462565,69.93057101541825,658.9145061222996,1068.5979774633222,77,LO
665,94,pojad,jad,CVVC,1,ɑ,2,0,off,0.1037876122144325,70.17666483193133,699.1182666611489,1025.6353845583665,77,LO
666,95,"kasvatud,",kas,CVVC,0,a,2,1,ictus,0.1432629561103766,70.49143713507286,942.5875802711532,1158.203493966647,77,LO
667,96,"kasvatud,",va,C V,1,a,2,0,off,0.1139057753342172,70.79181381769266,662.6062902604435,1063.7912183591354,77,LO
668,97,akkas,ak,VVVCC,0,a,3,1,ictus,0.1291373697685855,71.7140812198179,823.3248013604218,1179.3911869235662,77,LO
669,98,akkas,kas,CVVC,1,a,2,0,off,0.0720000000000027,71.99430729166667,674.5316801942581,1013.5022249767632,77,LO
670,99,neida,nei,CVV,0,ei,2,1,ictus,0.241001238907728,72.3445426770314,490.7975391154909,1672.893945383203,77,LO
671,100,neida,da,CV ,1,a,1,0,off,0.1577454792265058,72.6169160360985,765.5728904141204,1491.0277957695314,77,LO
672,101,peale,pea,CVV,0,ea,2,1,ictus,0.2544087924216569,75.2921294108925,704.2265675530726,1484.3241913224454,77,LO
673,102,peale,le,CV ,1,e,1,0,off,0.2424552322419231,75.6351709103435,678.0771808620693,1950.367210021168,77,LO
674,103,"ilma,",il,VVVC,0,il,2,1,ictus,0.2646497375767893,75.88872339525287,370.8022300788638,1980.8949257405973,77,LO
675,104,"taevudes,",tae,CVV,0,ae,2,1,off,0.3322711876417372,77.87741613520409,727.2009572543852,1311.1439628894234,77,LO
676,105,"taevudes,",vu,CV ,1,u,1,0,ictus,0.1374779240465926,78.17129069104826,459.2907296665951,950.2143404441676,77,LO
677,106,kiviks,ki,CV ,0,i,1,0,ictus,0.2475014966032773,79.77120978723053,358.5724903020139,1241.1188124261298,77,LO
678,107,kiviks,viks,C  ,1,ɪ,3,1,off,0.0815467358750652,79.98008388262984,362.49643934845767,1657.8628444934034,77,LO
679,108,peale.,pea,CVV,0,ea,2,1,ictus,0.2546547190484602,80.92729039838504,662.0115695479233,1356.1380734995157,77,LO
680,0,pandi,pan,CVVC,0,a,2,1,ictus,0.1770264394799134,6.947527767240623,863.8356655240407,1544.8302028457188,65,LK
681,1,pandi,di,CV ,1,i,1,0,off,0.1290391054167869,7.202174161618722,530.8549025539842,1179.8910911128255,65,LK
682,2,mind(e),mind,CVCC,0,i,2,1,off,0.0852095252893585,7.364036543379282,786.6731741851517,834.0441863744422,65,LK
