,Unnamed: 0,word,syll,shape,index,segment,quantity,stressed,ictus,duration,midpoint,f1,f2,fileid,performer
683,3,paju,pa,CV ,0,a,1,1,ictus,0.3866169768428902,7.887545732125957,857.2459974770414,1366.5523539185554,65,LK
684,4,paju,ju,CV ,1,ʊ,1,0,off,0.2699159379879798,8.308210803461108,722.7387157711261,1151.961537489136,65,LK
685,5,"raiumaie,",rai,CVV,0,ai,2,1,ictus,0.291411765833784,8.70280110071015,949.2964593151324,1377.0059512178386,65,LK
686,6,"raiumaie,",u,V,1,u,1,0,off,0.3494418144413771,9.143072556450369,577.5985549952123,1143.0469675893753,65,LK
687,7,saare,saa,CVV,0,aː,2,1,ictus,0.401021531643881,13.962831627499945,922.6834907050404,1420.579778114547,65,LK
688,8,saare,re,CV ,1,e,1,0,off,0.2190923328085201,14.34400768847102,760.1441818423366,2414.5132215099584,65,LK
689,9,juuri,juu,CVV,0,uː,2,1,ictus,0.3297794497162059,14.800965150425345,485.8127314550489,1075.2805962191833,65,LK
690,10,juuri,ri,CV ,1,i,1,0,off,0.2512264213793855,15.177944713322532,451.3231008158289,2003.4876215927884,65,LK
691,11,"juksimaie,",juk,CVCC,0,u,2,0,ictus,0.2117315353673312,15.477062398743938,661.7140982816353,1027.5920292755688,65,LK
692,12,"juksimaie,",si,CV ,1,i,1,0,off,0.2697655103865592,15.932365544126446,623.2197185396095,906.427079574938,65,LK
693,13,tamme,tam,CVVC,0,a,2,1,ictus,0.2628181345509759,20.29034324774396,883.777399615539,1367.2525656791815,65,LK
694,14,tamme,me,CV ,1,e,1,0,off,0.2255855654895882,20.7250882453137,786.0973664000325,1301.9019120664568,65,LK
695,15,tüve,tü,CV ,0,y,1,1,ictus,0.4314597708878516,21.16530862068658,559.9367777042986,1600.9963612109786,65,LK
696,16,tüve,ve,CV ,1,ɛ,1,0,off,0.2006939008591075,21.5580407458041,752.8639641352607,1455.8587467836965,65,LK
697,17,tampimaie.,tam,CVVC,0,a,2,0,ictus,0.1686416363368756,21.870668649901766,955.4965886828172,1498.2006178423485,65,LK
698,18,tampimaie.,pi,CV ,1,i,1,0,off,0.2821269118532932,22.376392267517893,559.4752327018739,1668.039091540204,65,LK
699,19,Leidsine,leid,CVVC,0,ei,2,1,ictus,0.3558264925726853,27.884524904961918,669.3424031695808,1254.3670687302936,65,LK
700,20,Leidsine,si,CV ,1,i,1,0,off,0.0476705348901198,28.253120290808734,480.5523603291112,1677.0838893994685,65,LK
701,21,ma,ma,CVVV,0,a,3,1,ictus,0.4140109153676796,28.728813108018286,1041.4539774391842,1437.5653788187085,65,LK
702,22,siis,siis,CVVVC,0,iiː,3,1,off,0.1785943757411878,29.10106702914043,383.2549384838253,1789.868897466917,65,LK
703,23,"kogemata,",ko,CV ,0,o,1,1,ictus,0.3727984522744521,29.568102988806068,797.2974478331333,1258.0614542928297,65,LK
704,24,"kogemata,",ge,CV ,1,ɛ,1,0,off,0.3085228570547187,30.000891996618936,742.2894740273684,1244.9998874708815,65,LK
705,25,kus,kus,CVVVC,0,u,3,1,ictus,0.2632812391709649,34.715544187670744,549.7980957005769,1179.8796373924583,65,LK
706,26,aga,a,V,0,a,1,1,off,0.1031082785795334,35.07949744801182,799.1207427342346,1526.63959867599,65,LK
707,27,aga,ga,CV ,1,ɑ,1,0,off,0.1336037414966071,35.241353458049886,787.6026856298414,1357.2455911373029,65,LK
708,28,salk,salk,CVVCC,0,al,3,1,ictus,0.3136258144549657,35.54297050359936,953.2518180981529,1377.495142737395,65,LK
709,29,oli,o,V,0,o,1,1,off,0.1281928342656542,35.9192153742504,802.6905264158635,1081.199215371183,65,LK
710,30,oli,li,CV ,1,ɪ,1,0,off,0.1392535629256386,36.12152417375307,424.1542847890636,2055.010135521256,65,LK
711,31,"sarapuida,",sa,CV ,0,a,1,0,ictus,0.3795034017322365,36.48892290268018,931.3925564472996,1371.6041040706093,65,LK
712,32,"sarapuida,",ra,C V,1,ɑ,2,0,off,0.2155676968932596,36.88156184768113,834.6015273734741,1424.0078655457164,65,LK
713,33,teine,tei,CVV,0,ei,2,1,ictus,0.4216250542176993,42.43967273431738,511.5888220871911,1236.965192254832,65,LK
714,34,teine,ne,CV ,1,e,1,0,off,0.2398163783707332,42.84647616716216,857.4046317690095,1020.3776234822318,65,LK
715,35,salk,salk,CVVCC,0,al,3,1,ictus,0.3240065023062328,43.207968106366856,990.6255391967418,1423.5936927451255,65,LK
716,36,"türnapuida,",tür,CVVC,0,y,2,0,ictus,0.2631193947373589,44.03411007074259,876.167606243799,1675.862605927991,65,LK
717,37,"türnapuida,",na,C V,1,a,2,0,off,0.2504389419789419,44.46207535133951,894.868272980327,1437.7088283533571,65,LK
718,38,kolmas,kol,CVVC,0,ol,2,1,ictus,0.3801031485869544,49.41966157763396,663.9041047926283,1036.2503761850023,65,LK
719,39,kolmas,mas,CVVC,1,a,2,0,off,0.1968736028228406,49.80682342272661,859.2241652616926,1334.5706962528143,65,LK
720,40,salk,salk,CVVCC,0,al,3,1,ictus,0.3294225677462989,50.23298997803386,931.8224122479056,1400.225667423406,65,LK
721,41,"kohlapuida,",koh,CVVC,0,o,2,0,ictus,0.2798164988964657,51.09918749524751,685.2323967665465,1265.350559659059,65,LK
722,42,"kohlapuida,",la,C V,1,a,2,0,off,0.2183933649923588,51.582610308381646,829.062390692206,1410.079016397138,65,LK
723,43,neljas,nel,CVVC,0,e,2,1,ictus,0.2872646603340314,57.35876460566899,706.6103259411743,1683.9843804103698,65,LK
724,44,neljas,jas,CVVC,1,a,2,0,off,0.2289614203133396,57.87551018861472,909.9987481703388,1544.0232795786271,65,LK
725,45,noori,noo,CVV,0,oː,2,1,ictus,0.4157777978518808,58.37175051316265,974.8055748909286,1161.346206557393,65,LK
726,46,noori,ri,CV ,1,i,1,0,off,0.2230080915751031,58.82721619171858,543.1671296703714,1527.343930420315,65,LK
727,47,"neidusida,",nei,CVV,0,ei,2,1,ictus,0.3288424401192173,59.22409499875901,653.7856393941344,1464.573343339532,65,LK
728,48,punapõs ki,pu,CV ,0,u,1,1,ictus,0.4190134389523194,64.58701962099943,536.3674724503411,1071.931411121638,65,LK
729,49,punapõs ki,na,C V,1,ɑ,2,0,off,0.291285654427142,64.99692211025067,990.2678687568244,1493.595082832779,65,LK
730,50,piigakesi.,pii,CVV,0,iː,2,1,ictus,0.3898409510378258,66.32398736194237,374.0722990015694,1316.7364758779015,65,LK
731,51,piigakesi.,ga,C V,1,a,2,0,off,0.2847153013197641,66.73791960770725,838.4525235893228,1526.5082710949252,65,LK
732,52,Ööd,ööd,VVVVC,0,øøː,3,1,ictus,0.5013352468684076,72.04379722917349,467.2739533633275,1894.8401215372508,65,LK
733,53,neil,neil,CVVVC,0,eil,3,1,off,0.3444481645915402,72.58750419904993,495.7098178473944,1680.2472561115046,65,LK
734,54,ööles,öö,V V,0,øː,2,1,ictus,0.4602053346591788,72.98983094867529,578.7326062360951,1519.2120491379792,65,LK
735,55,ööles,les,CVVC,1,e,2,0,off,0.2428077225809204,73.40627442635768,878.4414836978278,1552.8227689202895,65,LK
736,56,"virvekirja,",vir,CVVC,0,i,2,1,ictus,0.22304430330108,73.90379485150203,621.9669968041688,1295.6053857303375,65,LK
737,57,"virvekirja,",ve,CV ,1,e,1,0,off,0.2738645243063899,74.38376360544105,620.4455053771358,1535.127253807418,65,LK
738,58,sukad,su,C V,0,u,2,1,ictus,0.2724000902198185,79.37366489771762,548.0224646730895,1063.2419298873976,65,LK
739,59,sukad,kad,CVVC,1,a,2,0,off,0.2059308390022636,79.82849943310657,936.9690339986936,1481.3893600996537,65,LK
740,60,jalas,ja,CV ,0,a,1,1,ictus,0.3462285444129236,80.36389545134477,899.3473645192225,1415.9533438571714,65,LK
741,61,jalas,las,CVVC,1,ɑ,2,0,off,0.1826035165731099,80.70657013179769,990.0822203086304,1396.4574133192098,65,LK
742,62,saarekirja.,saa,CVV,0,aː,2,1,ictus,0.4079060766801632,81.21119190388109,918.8231252672288,1149.1480732794034,65,LK
743,63,saarekirja.,re,CV ,1,e,1,0,off,0.3065130456762972,81.65970322334586,576.4601229646896,1534.660340257318,65,LK
744,64,Ei,ei,VVVV,0,eiː,3,1,ictus,0.525799793940223,87.08819491570527,660.5396656873974,2754.1507865605304,65,LK
745,65,olnd,olnd,VVVCC,0,ol,3,1,off,0.2652356861908345,87.4837126557708,786.2384161602042,1328.7059352326955,65,LK
746,66,julgust,jul,CVVC,0,ul,2,1,ictus,0.3300307640080717,88.06100069645981,642.2556498051084,1522.5657737360473,65,LK
747,67,julgust,gust,CVCC,1,u,2,0,off,0.1815972559237764,88.39166222406999,718.0309381277294,1082.4973091294455,65,LK
748,68,juure,juu,CVV,0,uː,2,1,ictus,0.3781477904400816,88.92122995740897,604.349777043363,946.969684798114,65,LK
749,69,juure,re,CV ,1,e,1,0,off,0.3277866210361679,89.33297105686881,573.6776536731011,1619.3447080831647,65,LK
750,70,"minna,",min,CVVC,0,i,2,1,ictus,0.1879442750489204,89.70678787114443,538.6598323940389,1756.9821295967254,65,LK
751,71,"minna,",na,C V,1,a,2,0,off,0.1431267940757123,90.10363943653618,577.8122589981721,1171.8951724145818,65,LK
752,72,südant,sü,CV ,0,y,1,0,ictus,0.3855766164496117,94.46410508648668,520.7754785351924,1749.135072516351,65,LK
753,73,südant,dant,CVVCC,1,ɑ,3,1,off,0.1721324180578705,94.81181257096355,654.2583430142723,1112.0708733124852,65,LK
754,74,sülle,sül,CVVC,0,yl,2,1,ictus,0.3369525984482067,95.33186594397088,640.0809358616093,1706.8309541939773,65,LK
755,75,sülle,le,CV ,1,e,1,0,off,0.3085789686169136,95.74414058489351,721.4648442547665,1631.4671769395147,65,LK
756,76,rabadaie.,ra,CV ,0,a,1,0,ictus,0.3337833711123039,96.1764877735221,935.8504263016272,1478.448941832276,65,LK
757,77,rabadaie.,ba,CV ,1,ɑ,1,0,off,0.3198757306493007,96.61805535822276,824.1394404548732,1571.052387317162,65,LK
