Filename,label,segment,syllable, h1 , h2 , h1-h2 
18,ictus,i,2,18.19652554,41.53375447,-23.33722893
18,ictus,i,2,14.68779718,34.98897741,-20.30118023
18,ictus,il,2,15.20808874,20.68767195,-5.479583215
18,ictus,a,2,17.38038099,28.15447567,-10.77409467
18,ictus,a,2,21.87092275,35.44595198,-13.57502922
18,ictus,ɪ,2,16.56157418,37.41790671,-20.85633253
18,ictus,u,2,19.3062916,36.43012961,-17.12383801
18,ictus,ɑ,2,30.74651685,25.12297065,5.623546201
18,ictus,æ,2,21.15771381,35.07144386,-13.91373005
18,ictus,ɛ,2,11.68050871,37.58145852,-25.90094982
18,ictus,a,2,34.99325298,44.60535745,-9.612104468
18,ictus,el,2,27.17610169,23.05455099,4.121550702
18,ictus,a,2,16.89564982,35.3070025,-18.41135268
18,ictus,ɛ,2,25.7128717,41.57518699,-15.86231529
18,ictus,ɑ,2,21.41675892,36.22912892,-14.81237
18,ictus,ʊ,2,18.1860939,37.42162507,-19.23553117
18,ictus,ɑ,2,32.13076529,29.10198002,3.028785268
18,ictus,u,2,27.37035082,11.9303341,15.44001672
18,ictus,a,2,11.62502921,31.64187236,-20.01684315
18,ictus,u,2,22.96382818,38.46287174,-15.49904356
18,ictus,u,2,35.19072799,34.02060764,1.17012035
18,ictus,a,2,21.35859222,31.20016759,-9.841575372
18,ictus,a,2,18.50757162,28.73605903,-10.22848741
18,ictus,i,2,14.05842962,33.90863397,-19.85020435
18,ictus,ɑ,2,30.5167334,28.33260485,2.184128553
18,ictus,u,2,16.45665886,31.43847231,-14.98181344
18,ictus,u,2,17.53173075,33.06618638,-15.53445563
18,ictus,ɑ,2,20.1407693,31.35114642,-11.21037712
18,ictus,a,2,11.80876533,32.80288574,-20.99412041
18,ictus,ʊ,2,20.54938419,30.51534798,-9.965963788
18,ictus,i,2,32.61607353,33.03878426,-0.42271073
18,ictus,a,2,22.07942261,39.85878568,-17.77936307
18,ictus,ɛ,2,20.69734482,37.22888011,-16.53153529
18,ictus,ɑ,2,22.19534391,41.69773877,-19.50239486
65,ictus,i,2,2.782630348,8.361468075,-5.578837727
65,ictus,ɑ,2,2.296710745,6.813662017,-4.516951272
65,ictus,a,2,3.92099246,7.536266071,-3.615273611
65,ictus,ɑ,2,3.700936112,11.1485569,-7.447620791
65,ictus,a,2,0.943683844,9.406049235,-8.462365392
65,ictus,e,2,8.961795771,4.596632909,4.365162861
65,ictus,e,2,-1.935470937,8.335792522,-10.27126346
65,ictus,a,2,-2.978041401,2.103912346,-5.081953748
65,ictus,e,2,-18.08261073,5.835903486,-23.91851421
65,ictus,ɑ,2,2.720414644,-1.423157005,4.143571649
41,ictus,i,2,-1.109803842,6.257062123,-7.366865965
41,ictus,a,2,0.210661937,13.09893831,-12.88827637
41,ictus,u,2,5.637890714,6.52678887,-0.888898156
41,ictus,a,2,-7.633094085,0.91888919,-8.551983275
41,ictus,ɛ,2,-7.595383911,0.522557043,-8.117940955
41,ictus,a,2,6.263255945,12.61836397,-6.355108026
41,ictus,a,2,-2.817402874,12.62062699,-15.43802987
41,ictus,i,2,6.19301605,-0.604435081,6.797451131
41,ictus,ɑ,2,5.507727971,13.98092833,-8.47320036
41,ictus,ɑ,2,-0.27913792,13.31790524,-13.59704316
41,ictus,ɪ,2,9.655073231,8.009288867,1.645784364
41,ictus,a,2,-12.58425885,-5.45217196,-7.132086889
55,ictus,a,2,-21.8138575,-7.20696635,-14.60689115
55,ictus,e,2,-17.2583322,1.142174572,-18.40050677
55,ictus,e,2,-15.99886645,0.380726951,-16.3795934
55,ictus,æ,2,-19.49242951,0.355292044,-19.84772155
55,ictus,i,2,-12.94330369,3.118306409,-16.0616101
55,ictus,ɛ,2,-19.88395303,-2.064843286,-17.81910974
69,ictus,ɑ,2,-32.61211458,-1.506258852,-31.10585573
77,ictus,e,2,10.1940148,37.74937808,-27.55536329
77,ictus,u,2,25.3911988,41.89157643,-16.50037763
92,ictus,ʊ,2,5.594197936,-3.555890263,9.150088199
92,ictus,a,2,-17.3293294,-2.6515314,-14.677798
94,ictus,i,2,-9.882491957,9.533944927,-19.41643688
94,ictus,ʊ,2,5.525490711,2.350102241,3.175388469
94,ictus,ɑ,2,0.955981325,0.197670386,0.758310939
94,ictus,ʊ,2,9.443324724,5.810040276,3.633284448
94,ictus,ɑ,2,2.075615705,8.859261023,-6.783645319
94,ictus,ɪ,2,-21.86655047,9.991771176,-31.85832164
94,ictus,e,2,9.284555909,-3.207344892,12.4919008
9,off,e,2,-14.93733445,-4.236918789,-10.70041566
9,off,ɑ,2,-14.90294637,1.889264844,-16.79221121
9,off,eiː,2,-17.88916074,-7.99809281,-9.891067933
9,off,ja,2,-16.29334627,-5.989320451,-10.30402582
9,off,a,2,-24.02644017,0.429852819,-24.45629299
9,off,a,2,-14.66197699,-2.311489861,-12.35048713
9,off,a,2,-22.22874903,-8.884911701,-13.34383733
9,off,u,2,-17.77564224,2.11090448,-19.88654672
9,off,a,2,-10.5196291,2.420405968,-12.94003507
9,off,u,2,-12.43757354,3.168021374,-15.60559491
9,off,e,2,-17.98843629,-1.444545249,-16.54389104
9,off,a,2,-17.72827569,4.563823763,-22.29209945
9,off,æ,2,-25.46660081,2.687543296,-28.15414411
9,off,æ,2,-21.6124672,3.023198844,-24.63566604
9,off,a,2,-14.98211267,1.092958599,-16.07507127
9,off,ɑ,2,-23.94785961,-17.69493429,-6.252925324
9,off,ɪ,2,-10.8079025,11.17695924,-21.98486174
9,off,a,2,-13.17721891,0.025854547,-13.20307346
9,off,ʊ,2,-14.63915322,8.158785075,-22.79793829
9,off,ɛ,2,-20.35533263,-9.26956208,-11.08577055
9,off,u,2,-8.050319537,8.937281674,-16.98760121
9,off,ɛ,2,-24.85526392,-7.246588078,-17.60867585
9,off,ʊ,2,-11.14975252,9.430302211,-20.58005473
9,off,a,2,-19.34089992,-3.096100383,-16.24479954
9,off,al,2,-22.2238564,-0.214102544,-22.00975386
9,off,a,2,-24.7751887,-5.41082507,-19.36436363
18,off,i,2,21.56343898,39.01826386,-17.45482488
18,off,i,2,33.59094156,38.11750998,-4.526568417
18,off,e,2,22.69312381,35.06495695,-12.37183314
18,off,i,2,22.03557442,45.42599339,-23.39041897
18,off,i,2,18.0296088,35.79611474,-17.76650594
18,off,il,2,22.49267125,39.79397565,-17.30130441
18,off,e,2,22.80085487,33.97448439,-11.17362952
18,off,e,2,32.62085372,35.13997498,-2.519121267
18,off,il,2,21.67820968,40.12572215,-18.44751247
18,off,a,2,19.08767784,35.4690755,-16.38139767
18,off,ʊ,2,8.276237117,35.10637729,-26.83014018
18,off,i,2,20.75040751,39.8897381,-19.13933059
18,off,u,2,21.67852509,36.57166479,-14.89313969
18,off,e,2,25.45070977,40.52059922,-15.06988945
18,off,a,2,26.49510638,25.98310939,0.511996995
18,off,e,2,19.85789233,30.34466644,-10.48677412
18,off,a,2,22.69580144,29.46618302,-6.770381583
18,off,e,2,17.10572096,39.68974079,-22.58401983
18,off,a,2,18.84431309,32.57109184,-13.72677875
18,off,ɪ,2,27.33035969,42.55445698,-15.22409729
18,off,oː,2,17.29090581,32.06831094,-14.77740513
18,off,a,2,32.87276667,30.26709738,2.605669288
18,off,ɪ,2,23.78592178,40.12056716,-16.33464538
18,off,e,2,14.83129519,38.34378183,-23.51248664
18,off,a,2,11.2255908,30.24819467,-19.02260388
18,off,ʊ,2,26.18161387,44.48037602,-18.29876216
18,off,ɑj,2,25.19718377,40.11584477,-14.918661
18,off,a,2,18.70231033,38.00817441,-19.30586407
18,off,ɛ,2,21.22801407,35.61364298,-14.38562891
18,off,ɪ,2,25.29015084,42.73218762,-17.44203678
18,off,u,2,16.18212496,34.81016495,-18.62803999
18,off,a,2,31.26993413,28.35989878,2.910035357
18,off,ʊ,2,26.23029166,42.3362512,-16.10595954
18,off,u,2,27.87341082,45.79190271,-17.91849189
18,off,i,2,11.47236152,34.699963,-23.22760148
18,off,æ,2,27.44147088,40.58635856,-13.14488768
18,off,a,2,32.1665594,22.29809326,9.868466149
18,off,el,2,34.41695316,35.79465808,-1.37770492
18,off,a,2,16.13535096,40.19334244,-24.05799148
18,off,ɑ,2,16.07869109,33.61425516,-17.53556406
18,off,a,2,19.42577646,34.49072273,-15.06494628
18,off,i,2,3.595401443,35.14175293,-31.54635148
18,off,ɛ,2,19.57029723,34.00622941,-14.43593217
18,off,u,2,33.07654554,34.75733793,-1.680792384
18,off,ɑ,2,24.61242775,36.53618306,-11.92375531
18,off,a,2,19.85370497,32.38819658,-12.53449162
18,off,ɑ,2,19.91711697,33.50611398,-13.58899702
18,off,ʊ,2,20.49889616,39.05182185,-18.5529257
18,off,ɪ,2,19.41143663,39.56112192,-20.14968529
18,off,ɑ,2,31.29005681,30.21519678,1.074860034
18,off,u,2,24.57227989,43.12655613,-18.55427624
18,off,e,2,17.26399084,31.51448704,-14.2504962
18,off,a,2,19.53990583,38.91772625,-19.37782042
18,off,a,2,15.05429527,34.7725915,-19.71829623
18,off,u,2,37.21177976,36.99531571,0.216464051
18,off,u,2,31.84509069,36.4076997,-4.562609003
18,off,a,2,19.58541555,26.7188774,-7.133461853
18,off,u,2,25.90077249,43.5257323,-17.62495982
18,off,u,2,8.303147157,34.79286147,-26.48971431
18,off,a,2,14.80442007,33.97858419,-19.17416412
18,off,ɛ,2,20.91734462,27.27609718,-6.358752559
18,off,u,2,21.30578454,32.90408214,-11.5982976
18,off,u,2,33.87936646,29.99527036,3.884096097
18,off,a,2,22.56147497,35.84691332,-13.28543835
18,off,u,2,24.81618045,40.81928217,-16.00310172
18,off,a,2,20.98595041,35.49359134,-14.50764092
18,off,a,2,10.2938278,32.82059949,-22.52677169
18,off,ɛ,2,20.29731201,31.72367265,-11.42636063
18,off,u,2,38.80520551,43.99049979,-5.18529428
18,off,a,2,33.01387647,19.13523485,13.87864162
18,off,a,2,27.57869352,29.03333689,-1.454643371
18,off,a,2,14.63483883,32.42664774,-17.79180891
18,off,u,2,28.93103769,44.73260602,-15.80156833
18,off,a,2,19.05488003,22.76794366,-3.713063624
18,off,a,2,13.00125749,31.06892922,-18.06767173
18,off,ɑ,2,33.94325548,26.04626452,7.89699096
18,off,ɑ,2,20.09299284,31.50555659,-11.41256375
18,off,e,2,23.36614007,35.08789334,-11.72175328
18,off,i,2,10.93115454,36.65887241,-25.72771786
18,off,æːl,2,16.2025229,28.88752527,-12.68500237
18,off,ɑ,2,13.06383474,27.283039,-14.21920426
18,off,ɑ,2,35.31611715,16.14930882,19.16680833
18,off,ɑ,2,18.46325181,33.52004138,-15.05678957
18,off,u,2,22.45417189,41.84329609,-19.38912421
18,off,u,2,18.80189565,35.09668703,-16.29479138
18,off,u,2,20.26554925,37.89360555,-17.6280563
18,off,ɑ,2,35.80630869,22.6035506,13.2027581
18,off,u,2,20.90054133,39.99233017,-19.09178884
18,off,u,2,15.61814441,40.25225915,-24.63411474
18,off,ɑ,2,9.286708278,32.01514745,-22.72843918
18,off,a,2,19.09648963,32.98398266,-13.88749303
18,off,ʊ,2,16.9543072,37.72644679,-20.77213959
18,off,a,2,36.63646054,33.80379677,2.832663774
18,off,e,2,39.43756419,30.26191119,9.175652996
18,off,e,2,23.43875825,36.95960283,-13.52084458
18,off,i,2,8.114249749,34.34330682,-26.22905707
18,off,al,2,14.5749793,26.23408542,-11.65910612
18,off,i,2,33.25954766,35.05975447,-1.800206808
18,off,e,2,23.02752862,32.47179145,-9.444262834
18,off,i,2,12.51509815,35.93211467,-23.41701652
18,off,e,2,35.95053891,40.92586385,-4.975324936
18,off,i,2,37.59162323,32.93740046,4.654222772
18,off,a,2,22.11613958,38.51610221,-16.39996263
18,off,e,2,15.26778522,39.07699177,-23.80920655
18,off,ɑ,2,22.44058525,36.11415211,-13.67356685
18,off,ɛ,2,15.78402354,36.5689837,-20.78496016
18,off,a,2,28.79089644,26.39962587,2.391270572
18,off,ɛ,2,21.26724823,36.76655413,-15.4993059
18,off,al,2,23.2701393,33.28371922,-10.01357992
65,off,i,2,5.235124473,5.866234991,-0.631110518
65,off,e,2,5.856614052,11.07443447,-5.217820422
65,off,ʊ,2,-11.67737028,11.17391864,-22.85128892
65,off,u,2,-0.871155225,13.16478773,-14.03594295
65,off,e,2,1.557359744,10.52914317,-8.971783429
65,off,i,2,-4.40054684,16.67294493,-21.07349177
65,off,i,2,11.77077428,8.344878509,3.425895768
65,off,e,2,2.674454237,6.187178356,-3.512724118
65,off,ɛ,2,-5.571044163,7.04619432,-12.61723848
65,off,i,2,3.113475876,8.549550792,-5.436074916
65,off,i,2,-0.134021207,6.009335887,-6.143357094
65,off,ɛ,2,-2.319957301,8.738752797,-11.0587101
65,off,ɑ,2,1.673858005,3.589698652,-1.915840646
65,off,ɪ,2,-2.376372114,12.28594651,-14.66231862
65,off,ɑ,2,-4.223433619,5.805828873,-10.02926249
65,off,e,2,-2.363347313,10.24570341,-12.60905072
65,off,ɪ,2,-4.253644211,15.58402351,-19.83766772
65,off,a,2,4.372283082,4.70986381,-0.337580727
65,off,a,2,6.631661207,9.370429054,-2.738767847
65,off,ɪ,2,-7.591261325,10.66346296,-18.25472429
65,off,a,2,-3.627079241,1.724413831,-5.351493072
65,off,a,2,-2.609095521,0.28843837,-2.897533892
65,off,i,2,-12.14313376,10.73196357,-22.87509734
65,off,ɑ,2,1.136107813,12.13731757,-11.00120976
65,off,a,2,0.882365701,9.41095533,-8.528589628
65,off,e,2,-12.27543532,7.951578014,-20.22701333
65,off,e,2,0.586163666,10.50555833,-9.91939466
65,off,a,2,4.379007249,9.469958213,-5.090950964
65,off,ɑ,2,-21.58609316,5.157282936,-26.74337609
65,off,e,2,-1.711042744,7.970006686,-9.68104943
65,off,u,2,-13.57856422,9.060355789,-22.63892
65,off,e,2,-2.546962518,7.971361951,-10.51832447
65,off,a,2,-3.118882829,5.669459026,-8.788341854
65,off,ɑ,2,2.837800803,11.16372048,-8.325919676
65,off,e,2,-8.892102413,-3.587441239,-5.304661175
65,off,ɑ,2,-0.321913429,5.511535133,-5.833448561
41,off,i,2,2.44517634,8.776363689,-6.331187349
41,off,i,2,3.769791203,2.687581824,1.082209379
41,off,a,2,0.439348643,8.18647691,-7.747128267
41,off,u,2,6.03019567,6.285025338,-0.254829668
41,off,a,2,4.179802546,5.896088868,-1.716286322
41,off,a,2,-8.17697911,-1.425943014,-6.751036096
41,off,ɛ,2,-4.654940443,-3.145597681,-1.509342762
41,off,ɛ,2,4.620776198,12.65938788,-8.038611686
41,off,a,2,8.062844199,7.288495403,0.774348796
41,off,a,2,1.242406115,8.991248821,-7.748842706
41,off,i,2,10.10253972,2.150896926,7.951642791
41,off,i,2,7.81173401,10.11923248,-2.307498473
41,off,ɑ,2,2.699718342,8.575881895,-5.876163553
41,off,ɑ,2,3.424537527,13.13477517,-9.710237644
41,off,i,2,-10.47801907,4.764715377,-15.24273445
41,off,i,2,6.875579019,6.643525619,0.2320534
41,off,ɪ,2,12.2328481,8.20357391,4.029274187
41,off,u,2,5.135224601,6.126868763,-0.991644162
41,off,e,2,-7.071873762,10.86918989,-17.94106365
41,off,u,2,-7.574304687,9.147189964,-16.72149465
41,off,a,2,-0.231101589,7.383273387,-7.614374976
41,off,a,2,711,711,711
55,off,a,2,-17.80065932,1.440106,-19.24076532
55,off,a,2,-17.99873507,3.470738443,-21.46947352
55,off,e,2,-18.77885687,2.321274482,-21.10013135
55,off,u,2,-22.2074147,-7.804228637,-14.40318606
55,off,u,2,-14.60089087,1.305481645,-15.90637251
55,off,e,2,-12.55719333,1.965456896,-14.52265022
55,off,u,2,-0.722395185,-16.45631933,15.73392414
55,off,a,2,-15.30944238,1.299198785,-16.60864117
55,off,e,2,-13.44340092,4.081107963,-17.52450889
55,off,ʊ,2,-39.6316405,-5.09582445,-34.53581605
55,off,i,2,-12.14042004,5.417352669,-17.55777271
55,off,e,2,4.827902885,-6.917129331,11.74503222
55,off,a,2,-13.28476735,0.993382662,-14.27815001
69,off,e,2,-13.53851063,4.488006705,-18.02651734
69,off,e,2,-18.60721475,1.194394566,-19.80160932
69,off,a,2,-8.226004348,7.343027401,-15.56903175
69,off,i,2,6.682495118,-2.648227709,9.330722827
77,off,ɪ,2,28.05320273,43.91264582,-15.85944309
77,off,ɪ,2,24.87173605,42.47856911,-17.60683306
77,off,ɪ,2,21.91072411,42.88243292,-20.9717088
77,off,e,2,25.253073,44.27632216,-19.02324916
77,off,i,2,26.97234065,43.58836909,-16.61602844
77,off,ɪ,2,28.42633959,44.1981057,-15.77176611
77,off,a,2,25.29141425,40.87180729,-15.58039305
77,off,a,2,19.08451087,36.31353917,-17.2290283
77,off,e,2,26.61181395,41.16904105,-14.5572271
77,off,ɪ,2,24.91329389,42.76984291,-17.85654901
92,off,i,2,-14.760154,1.40508843,-16.16524243
92,off,ʊ,2,-8.916323732,5.086220646,-14.00254438
92,off,ɪ,2,12.39532645,8.047446863,4.347879588
92,off,a,2,-24.7735617,-10.48481983,-14.28874187
92,off,i,2,10.05206555,4.103226912,5.948838642
92,off,i,2,-26.55705308,12.85191622,-39.4089693
92,off,i,2,-25.78824484,10.05118039,-35.83942523
92,off,u,2,3.627046075,-7.808314223,11.4353603
92,off,i,2,2.939376297,10.88813001,-7.948753717
92,off,a,2,-26.97319534,-1.369651684,-25.60354366
92,off,a,2,3.075721615,1.356759734,1.718961881
92,off,u,2,9.616590501,5.451044134,4.165546367
94,off,u,2,8.997035185,5.502957528,3.494077657
94,off,eiː,2,-10.91885837,-4.336107406,-6.582750961
94,off,u,2,10.38258777,11.47310841,-1.090520645
94,off,ʊ,2,9.864511729,8.536003903,1.328507826
94,off,u,2,10.22982364,11.97125158,-1.741427948
94,off,ɑ,2,6.53705639,9.748033651,-3.210977262
94,off,i,2,8.227715958,9.04425623,-0.816540272
94,off,il,2,-13.19257175,3.267196923,-16.45976867
94,off,ɑl,2,4.112695235,8.017915116,-3.905219882
94,off,ɑ,2,-4.052390239,3.869314959,-7.921705198
94,off,a,2,4.034382225,4.800638986,-0.76625676
94,off,ɑl,2,3.116461912,8.754020999,-5.637559087
94,off,ɑ,2,5.041630727,14.48394487,-9.442314146
94,off,u,2,5.426065937,2.32250712,3.103558817
94,off,u,2,3.887943752,5.742161322,-1.85421757
94,off,a,2,0.438839854,0.156820505,0.282019349
94,off,e,2,3.290504295,10.64263905,-7.352134751
94,off,i,2,7.76912006,9.19093619,-1.42181613
94,off,ɪ,2,-6.322943648,11.09018722,-17.41313087
94,off,e,2,5.023310484,13.2471916,-8.223881117
94,off,i,2,6.116076686,7.729492199,-1.613415513
94,off,ɪ,2,-8.798349083,10.63098647,-19.42933555
